월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,24 크리스마스 연말 리타겟팅,새 판매 광고,3789,201,4,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,93331,5434,126,5,193000
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,10784,755,17,2,64800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,수동_호랑이,이미지,136113,17590,341,5,156200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,391329,34862,531,27,938700
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,5168,284,4,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,235213,19093,271,33,1087142
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,128025,8389,193,9,237700
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,22432,2360,22,2,47400
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,10879,760,11,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,5186,397,2,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,27229,2383,31,3,96400
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,7159,529,11,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,4,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,6,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,14,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,7,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,46,17,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,1,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,0,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,5,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,28,10,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,45596,16549,466,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,10,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 1,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,4832,1217,49,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,24 크리스마스 연말 리타겟팅,새 판매 광고,0,0,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,80193,4647,117,6,170000
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,16717,1178,15,4,112200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,수동_호랑이,이미지,139442,14166,293,8,342700
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,379193,32280,529,35,1101100
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,3840,168,2,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,242163,17251,249,20,593100
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,92783,5670,136,11,375600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,15148,1689,25,3,71200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,6012,395,7,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,2937,252,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,18449,1565,18,2,76800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,6367,403,4,1,17800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,3,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,21,1,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,42,11,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,2,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,13,4,2,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,3,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,8,5,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,45187,16439,487,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,3,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 2,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,2522,644,32,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,24 크리스마스 연말 리타겟팅,새 판매 광고,0,0,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,65542,3562,63,1,29600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,25896,1548,17,3,77000
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,수동_호랑이,이미지,137387,13516,251,4,107200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,307743,26585,422,23,547427
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,4384,206,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,305470,23738,318,18,595290
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,106302,6909,135,6,158560
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,10458,1184,10,2,35600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,3665,319,5,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,2323,208,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,15669,1345,13,1,17800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,8341,497,7,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,1,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,3,3,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,5,3,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,0,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,34,7,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,2,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,3,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,4,3,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,13,3,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,24,5,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,20,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,46592,15702,481,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,2,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 3,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,3516,800,36,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,75904,5277,103,8,256400
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,24512,1680,34,3,108800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,수동_호랑이,이미지,144777,16086,291,4,107000
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,316667,31481,392,22,635400
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,3192,168,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,255809,22913,294,26,739200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,173557,12150,236,8,241000
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,8307,1008,7,2,60400
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,8046,583,11,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,1823,142,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,11205,1007,16,1,17800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,7989,579,13,1,29600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,12,3,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,33,6,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,36,16,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,13,4,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,6,3,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,58,3,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,2,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,6,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,7,4,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,6,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,52706,18601,557,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,8,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 4,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,3422,875,35,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,24 크리스마스 연말 리타겟팅,새 판매 광고,0,0,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,97478,6389,116,8,267200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,21870,1677,23,1,29600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,수동_호랑이,이미지,155132,16525,361,6,182200
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,400273,37969,528,26,642941
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,2778,108,3,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,243675,19106,254,15,474800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,173650,10212,216,13,482400
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,9929,1212,16,1,37600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,4839,345,4,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,1614,123,1,1,17800
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,9059,913,7,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,9746,719,11,1,28600
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,23,4,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,6,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,64,3,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,43,5,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,79,18,1,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,13,2,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,2,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,35,12,2,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,0,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,9,8,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,52234,16944,506,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,2,1,0,0,0
2025. 1. 1,2024. 12. 30,기타,기타,기타,메타_전환,2025. 1. 5,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,11135,2938,144,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,94712,5911,122,5,154600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,23357,1769,27,3,104800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,수동_호랑이,이미지,142870,15259,257,5,174100
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,451381,44246,552,28,829600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,3574,158,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,239535,19954,230,10,323600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,63582,3712,61,4,121800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,10758,1218,17,5,153800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,2330,199,4,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,2659,228,4,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,12026,915,15,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,11988,797,9,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,14,4,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,11,3,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,21,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,86,14,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,5,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,97,21,3,0,0
