월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_트래픽,2025. 10. 26,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,0,0,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,156948,7027,127,2,110000
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,21844,667,6,1,29600
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,6935,261,3,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,88,5,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,119866,2550,99,4,121900
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,60759,1581,50,4,149000
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,141872,6172,80,6,262200
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,106817,4002,53,1,29800
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,구매-전제품_11.04종료,앞치마-동영상-야구-아직도물기,56264,1661,31,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지-구매-콘텐츠조회-전제품,잠옷 콘텐츠조회5,0,0,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,78,4,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,10617,299,8,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,80539,3955,59,1,66200
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,45162,1965,42,1,29600
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,데이지영상 사라,101830,3817,85,10,369800
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,87809,3852,60,8,203400
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,33421,1662,27,3,86400
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,31417,1423,23,3,93500
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,97,6,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,주희님 영상 서코,97,5,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,143,8,0,0,0
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,현주 룸슈즈 - 사본,63707,3931,63,8,316900
2025. 10. 1,2025. 10. 20,기타,기타,기타,메타_전환,2025. 10. 26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,호랑이이미지3 - 사본,4469,569,9,1,36600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,115732,5151,99,5,154400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,36218,1029,34,2,108000
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,6924,242,5,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,174,4,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,98123,1960,80,9,313700
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-작은발,31689,1194,27,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,28075,1013,22,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,30506,3247,70,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,54442,1372,35,2,86400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,109409,4005,60,2,56600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,88421,3007,61,4,116200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,구매-전제품_11.04종료,앞치마-동영상-야구-아직도물기,32615,732,11,1,19800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지-구매-콘텐츠조회-전제품,잠옷 콘텐츠조회5,0,0,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,960,33,1,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,6725,198,5,1,17800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,87011,4204,79,3,106400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,26452,1153,32,1,49400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,데이지영상 사라,102635,4035,69,2,39600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,43974,2045,39,3,94000
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,35230,1483,31,4,108200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,37705,1719,42,3,95000
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,36,3,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,주희님 영상 서코,235,14,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,14,1,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,현주 룸슈즈 - 사본,60070,2906,40,5,193700
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 27,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,호랑이이미지3 - 사본,3619,362,5,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,15490,805,21,1,29600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,96516,3959,72,5,118600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,36877,1152,25,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,5144,141,2,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,411,6,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,93832,2179,65,4,124100
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실,752,43,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-작은발,66933,2181,94,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,205,19,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,52756,1560,49,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,62312,7611,188,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김영은-오버핏추천,14402,665,15,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,8475,389,6,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,72022,2337,59,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,62668,2927,41,6,229400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,71133,2967,56,5,172600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,구매-전제품_11.04종료,앞치마-동영상-야구-아직도물기,0,0,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,1464,37,2,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,6859,194,7,1,29800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,50870,2819,52,5,116600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,16528,891,24,1,19800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,데이지영상 사라,51092,2149,48,7,245400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,60915,3112,52,4,110600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,23527,1217,23,2,86400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,24721,1449,19,3,62200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,383,5,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,주희님 영상 서코,408,11,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,현주 룸슈즈 - 사본,62025,3872,43,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,호랑이영상3 - 사본,6,1,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 28,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,호랑이이미지3 - 사본,4103,397,6,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,31129,1405,16,1,39600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,91238,3920,89,7,229400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,24966,888,14,2,53200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,3151,88,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,95032,2548,87,4,126800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실,29668,867,30,1,29800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-작은발,1569,58,4,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,25959,1283,19,3,119500
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,18574,705,11,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,38908,5360,141,3,83400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김영은-오버핏추천,33409,1105,40,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,11964,413,16,1,54800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,69734,2297,56,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,57810,2800,44,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,66023,2860,42,1,29800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,구매-전제품_11.04종료,앞치마-동영상-야구-아직도물기,0,0,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,1258,46,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,4983,216,6,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,47678,2761,39,2,44600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,11244,715,13,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,데이지영상 사라,48278,2490,37,3,71000
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,86218,4692,69,5,118400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,42673,2051,39,4,163800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,28695,1680,29,1,21800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,현주 룸슈즈 - 사본,13802,668,15,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 29,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,호랑이이미지3 - 사본,4657,378,8,1,29800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_도달,2025. 10. 30,OUTCOME_ENGAGEMENT,리그램 참여캠페인,새 참여 광고,15737,901,2,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,41539,1749,35,2,78700
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,89254,3808,64,6,282000
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,18639,651,20,2,63800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,2573,78,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,97378,2504,81,4,101800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실,27578,729,20,1,101600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-작은발,0,0,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-이미지-에어드랍,51,3,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,34404,1308,27,2,63400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,10128,289,7,3,150100
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-앞치마,앞치마-이미지-주방의완성,172,8,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,41163,4253,92,2,56600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-파우치,파우치-이미지-이제자취,34,3,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김영은-오버핏추천,43441,1277,43,3,219200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,3846,89,1,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,70636,2261,58,7,608100
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,61412,2801,53,7,297020
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,75203,2427,43,3,119200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,2255,84,4,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,7202,263,6,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,46209,2560,47,3,108400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,14845,762,14,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,데이지영상 사라,50093,2487,52,3,100800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,115438,6072,56,3,98800
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,26180,1367,23,2,59600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,20080,1039,15,2,76200
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,주희님 영상 서코,366,8,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,151,1,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,224,5,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,현주 룸슈즈 - 사본,0,0,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 30,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,호랑이이미지3 - 사본,2487,272,2,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_도달,2025. 10. 31,OUTCOME_ENGAGEMENT,리그램 참여캠페인,새 참여 광고,32709,804,0,0,0
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 31,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,39774,1517,37,1,29600
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 31,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,89328,3664,65,3,105400
2025. 10. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025. 10. 31,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,24957,991,20,1,19800
