월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_트래픽,2025-06-01,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,24987.0,1832.0,63.0,0.0,0.0,3.44,397.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_트래픽,2025-06-01,LINK_CLICKS,트래픽-전제품,매니저 이미지-1(래빗),27388.0,2716.0,126.0,0.0,0.0,4.64,217.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_트래픽,2025-06-01,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,23477.0,2433.0,92.0,0.0,0.0,3.78,255.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_트래픽,2025-06-01,LINK_CLICKS,트래픽-전제품,트래픽 민혁,27419.0,3132.0,110.0,0.0,0.0,3.51,249.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_트래픽,2025-06-01,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,22157.0,2350.0,96.0,1.0,29600.0,4.09,231.0,22157.0,1.04,134.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_트래픽,2025-06-01,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,32937.0,6253.0,175.0,0.0,0.0,2.8,188.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,138887.0,6897.0,115.0,3.0,66200.0,1.67,1208.0,46296.0,2.61,48.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,13796.0,607.0,12.0,1.0,39600.0,1.98,1150.0,13796.0,8.33,287.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6867.0,351.0,7.0,2.0,87900.0,1.99,981.0,3434.0,28.57,1280.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,669.0,23.0,1.0,0.0,0.0,4.35,669.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,1522.0,49.0,3.0,0.0,0.0,6.12,507.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,1909.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,369.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,1471.0,47.0,2.0,0.0,0.0,4.26,736.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,62493.0,4042.0,44.0,1.0,54400.0,1.09,1420.0,62493.0,2.27,87.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,224781.0,20683.0,152.0,14.0,316800.0,0.73,1479.0,16056.0,9.21,141.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,21897.0,1034.0,8.0,0.0,0.0,0.77,2737.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,207.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,690.0,41.0,3.0,0.0,0.0,7.32,230.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,4570.0,181.0,4.0,0.0,0.0,2.21,1142.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,453.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,496.0,26.0,1.0,0.0,0.0,3.85,496.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,813.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,163757.0,7288.0,143.0,7.0,290300.0,1.96,1145.0,23394.0,4.9,177.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,478.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,194781.0,12152.0,258.0,12.0,294000.0,2.12,755.0,16232.0,4.65,151.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,8819.0,317.0,5.0,1.0,48400.0,1.58,1764.0,8819.0,20.0,549.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,4160.0,145.0,2.0,0.0,0.0,1.38,2080.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,421.0,16.0,1.0,0.0,0.0,6.25,421.0,0.0,0.0,0.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,예일 테스트,사라(예일),338471.0,18486.0,250.0,17.0,573500.0,1.35,1354.0,19910.0,6.8,169.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),63017.0,2412.0,34.0,2.0,51400.0,1.41,1853.0,31508.0,5.88,82.0
2025. 6. 1,2025. 5. 26,기타,기타,기타,메타_전환,2025-06-01,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),107884.0,4729.0,65.0,5.0,159100.0,1.37,1660.0,21577.0,7.69,147.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_트래픽,2025-06-02,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,21072.0,2131.0,61.0,0.0,0.0,2.86,345.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_트래픽,2025-06-02,LINK_CLICKS,트래픽-전제품,매니저 이미지-1(래빗),24829.0,2423.0,93.0,0.0,0.0,3.84,267.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_트래픽,2025-06-02,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,19524.0,2217.0,54.0,0.0,0.0,2.44,362.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_트래픽,2025-06-02,LINK_CLICKS,트래픽-전제품,트래픽 민혁,24895.0,2897.0,106.0,0.0,0.0,3.66,235.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_트래픽,2025-06-02,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,19398.0,2027.0,72.0,2.0,36600.0,3.55,269.0,9699.0,2.78,189.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_트래픽,2025-06-02,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,29942.0,5823.0,153.0,0.0,0.0,2.63,196.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,130028.0,6128.0,83.0,14.0,359000.0,1.35,1567.0,9288.0,16.87,276.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,10661.0,488.0,6.0,0.0,0.0,1.23,1777.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,8576.0,420.0,8.0,0.0,0.0,1.9,1072.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,286.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,348.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,1643.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,1311.0,83.0,2.0,0.0,0.0,2.41,656.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,2031.0,110.0,2.0,0.0,0.0,1.82,1016.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,75043.0,4413.0,34.0,3.0,80000.0,0.77,2207.0,25014.0,8.82,107.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,170061.0,15829.0,97.0,7.0,162800.0,0.61,1753.0,24294.0,7.22,96.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,29273.0,1200.0,8.0,1.0,62000.0,0.67,3659.0,29273.0,12.5,212.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,885.0,42.0,2.0,0.0,0.0,4.76,442.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,4047.0,189.0,3.0,1.0,74400.0,1.59,1349.0,4047.0,33.33,1838.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,7083.0,326.0,6.0,0.0,0.0,1.84,1180.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,722.0,55.0,1.0,1.0,29600.0,1.82,722.0,722.0,100.0,4100.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,944.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,1314.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,152508.0,5925.0,116.0,6.0,226300.0,1.96,1315.0,25418.0,5.17,148.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,375.0,16.0,1.0,0.0,0.0,6.25,375.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,185864.0,11545.0,232.0,10.0,319500.0,2.01,801.0,18586.0,4.31,172.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,4445.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 6. 1,2025. 6. 2,기타,기타,기타,메타_전환,2025-06-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,1004.0,49.0,0.0,1.0,33600.0,0.0,0.0,1004.0,0.0,3347.0
