월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1B,63.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,55.0,36.0,1.0,0.0,0.0,2.78,55.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,496.0,149.0,4.0,0.0,0.0,2.68,124.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,797.0,206.0,5.0,0.0,0.0,2.43,159.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,342.0,103.0,2.0,0.0,0.0,1.94,171.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,44.0,11.0,3.0,0.0,0.0,27.27,15.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,65.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,64.0,22.0,1.0,0.0,0.0,4.55,64.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,53402.0,11899.0,435.0,0.0,0.0,3.66,123.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,151.0,42.0,1.0,0.0,0.0,2.38,151.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-01,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,3764.0,757.0,29.0,0.0,0.0,3.83,130.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,104218.0,5340.0,138.0,7.0,181800.0,2.58,755.0,14888.0,5.07,174.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,24707.0,1376.0,17.0,3.0,97800.0,1.24,1453.0,8236.0,17.65,396.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,3-호랑이_⭐편집 majjo_home,1735.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_foodmin123 - 사본,10509.0,278.0,11.0,0.0,0.0,3.96,955.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_iam_maldi - 사본,3118.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_jjun2_mam - 사본,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_ran.gogo2018 - 사본,409.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_ran.gogo2018 -2,2234.0,64.0,3.0,1.0,24800.0,4.69,745.0,2234.0,33.33,1110.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상-5,7659.0,208.0,3.0,0.0,0.0,1.44,2553.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상1 - 사본,3007.0,119.0,4.0,1.0,39600.0,3.36,752.0,3007.0,25.0,1317.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상2 - 사본,1032.0,64.0,1.0,0.0,0.0,1.56,1032.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상3,1626.0,76.0,2.0,0.0,0.0,2.63,813.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지 ㅇ,328.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지 ㅇ - 1,179686.0,23503.0,286.0,3.0,117500.0,1.22,628.0,59895.0,1.05,65.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지1,1228.0,98.0,1.0,1.0,29800.0,1.02,1228.0,1228.0,100.0,2427.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지2,142.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지3,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,3-데이지_⭐ 편집 majjo_home,2556.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,3-매트합본_⭐편집 majjo_home,861.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,6-데이지만_⭐편집 living_vely,379.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,데이지영상 사라,625.0,36.0,4.0,0.0,0.0,11.11,156.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,607718.0,30459.0,535.0,37.0,1060400.0,1.76,1136.0,16425.0,6.92,174.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,9260.0,358.0,5.0,0.0,0.0,1.4,1852.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,111397.0,5957.0,91.0,16.0,414600.0,1.53,1224.0,6962.0,17.58,372.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,26047.0,800.0,37.0,4.0,93800.0,4.62,704.0,6512.0,10.81,360.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,17462.0,1292.0,13.0,1.0,29600.0,1.01,1343.0,17462.0,7.69,170.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,10407.0,582.0,8.0,0.0,0.0,1.37,1301.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,1843.0,94.0,3.0,0.0,0.0,3.19,614.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,61458.0,4466.0,73.0,2.0,129600.0,1.63,842.0,30729.0,2.74,211.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,7484.0,279.0,4.0,0.0,0.0,1.43,1871.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 동영상1,2549.0,86.0,1.0,0.0,0.0,1.16,2549.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1A,353.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1B,79.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1C,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,180.0,68.0,3.0,0.0,0.0,4.41,60.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,1171.0,326.0,12.0,0.0,0.0,3.68,98.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,2355.0,564.0,25.0,0.0,0.0,4.43,94.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,154.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,179.0,31.0,1.0,0.0,0.0,3.23,179.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,14.0,2.0,1.0,0.0,0.0,50.0,14.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,235.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,165.0,78.0,4.0,0.0,0.0,5.13,41.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,99.0,44.0,2.0,0.0,0.0,4.55,50.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,55664.0,13477.0,423.0,0.0,0.0,3.14,132.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,247.0,51.0,3.0,0.0,0.0,5.88,82.0,0.0,0.0,0.0
2025. 3. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-03-02,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,3566.0,708.0,23.0,0.0,0.0,3.25,155.0,0.0,0.0,0.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,93428.0,4921.0,98.0,3.0,144400.0,1.99,953.0,31143.0,3.06,155.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,32355.0,1740.0,33.0,1.0,29600.0,1.9,980.0,32355.0,3.03,91.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,3-호랑이_⭐편집 majjo_home,2658.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_foodmin123 - 사본,12024.0,271.0,6.0,1.0,28600.0,2.21,2004.0,12024.0,16.67,238.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_iam_maldi - 사본,426.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_jjun2_mam - 사본,84.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_ran.gogo2018 - 사본,325.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 3. 1,2025. 3. 3,기타,기타,기타,메타_전환,2025-03-03,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_ran.gogo2018 -2,3342.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
