월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,3774.0,120.0,2.0,0.0,0.0,1.67,1887.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,192418.0,9338.0,151.0,6.0,191500.0,1.62,1274.0,32070.0,3.97,100.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,1560.0,87.0,1.0,0.0,0.0,1.15,1560.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,839.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,리타겟 카탈로그,새 판매 광고,19700.0,952.0,7.0,0.0,0.0,0.74,2814.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,199.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,2-데이지,3435.0,259.0,2.0,0.0,0.0,0.77,1718.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,3-데이지_⭐ 편집 majjo_home,3767.0,178.0,2.0,0.0,0.0,1.12,1884.0,0.0,0.0,0.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,3-매트합본_⭐편집 majjo_home,224700.0,14815.0,192.0,13.0,402200.0,1.3,1170.0,17285.0,6.77,179.0
2025. 5. 1,2025. 4. 28,기타,기타,기타,메타_전환,2025-05-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,477.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
