월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_도달,2025-11-01,OUTCOME_ENGAGEMENT,리그램 참여캠페인,새 참여 광고,41273.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,58705.0,2840.0,43.0,2.0,41400.0,1.51,1365.0,29352.0,4.65,71.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,74863.0,3263.0,58.0,5.0,204800.0,1.78,1291.0,14973.0,8.62,274.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,25790.0,958.0,23.0,3.0,117300.0,2.4,1121.0,8597.0,13.04,455.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,2159.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,228.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,98342.0,2588.0,74.0,3.0,72200.0,2.86,1329.0,32781.0,4.05,73.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실-수정,47119.0,1588.0,50.0,4.0,180200.0,3.15,942.0,11780.0,8.0,382.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-작은발,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-이미지-에어드랍,869.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,12693.0,288.0,8.0,1.0,24800.0,2.78,1587.0,12693.0,12.5,195.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,36232.0,1503.0,34.0,2.0,64400.0,2.26,1066.0,18116.0,5.88,178.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-앞치마,앞치마-이미지-주방의완성,1164.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,43292.0,6191.0,169.0,6.0,172900.0,2.73,256.0,7215.0,3.55,399.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-무주택,182.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김영은-오버핏추천,41253.0,1036.0,36.0,0.0,0.0,3.47,1146.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,5681.0,194.0,8.0,0.0,0.0,4.12,710.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,62659.0,2095.0,59.0,1.0,29800.0,2.82,1062.0,62659.0,1.69,48.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,54831.0,2901.0,38.0,2.0,86400.0,1.31,1443.0,27416.0,5.26,158.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,61259.0,1960.0,35.0,0.0,0.0,1.79,1750.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,구매-전제품_11.04종료,앞치마-동영상-야구-아직도물기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,846.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,6524.0,126.0,3.0,0.0,0.0,2.38,2175.0,0.0,0.0,0.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,38911.0,2391.0,37.0,2.0,82200.0,1.55,1052.0,19456.0,5.41,211.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,18983.0,812.0,20.0,1.0,21900.0,2.46,949.0,18983.0,5.0,115.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,데이지영상 사라,40204.0,1968.0,27.0,2.0,68200.0,1.37,1489.0,20102.0,7.41,170.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,123811.0,6921.0,78.0,4.0,126000.0,1.13,1587.0,30953.0,5.13,102.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,26789.0,1456.0,15.0,3.0,83500.0,1.03,1786.0,8930.0,20.0,312.0
2025. 11. 1,2025. 10. 27,기타,기타,기타,메타_전환,2025-11-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,27942.0,1487.0,22.0,1.0,29600.0,1.48,1270.0,27942.0,4.55,106.0
