월 구분,주 구분,브랜드명,상품명,추가 구분,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,5969.0,717,3,0.0,0.0,0.42,1990.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,5194.0,102,3,0.0,0.0,2.94,1731.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,68712.0,3564,48,1.0,14800.0,1.35,1432.0,68712.0,2.08,22.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3235.0,38,3,0.0,0.0,7.89,1078.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1857.0,316,1,0.0,0.0,0.32,1857.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3981.0,179,3,0.0,0.0,1.68,1327.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1372.0,16,2,0.0,0.0,12.5,686.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-09,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-09,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-09,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-09,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,0.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3454.0,765,2,0.0,0.0,0.26,1727.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,9945.0,235,9,0.0,0.0,3.83,1105.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,56438.0,7003,83,1.0,100.0,1.19,680.0,56438.0,1.2,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1706.0,41,1,0.0,0.0,2.44,1706.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3771.0,883,7,0.0,0.0,0.79,539.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,9539.0,304,10,0.0,0.0,3.29,954.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1102.0,9,1,0.0,0.0,11.11,1102.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,720.0,42,1,0.0,0.0,2.38,720.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-10,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-10,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,0.0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-10,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-10,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,803.0,61,3,1.0,19800.0,4.92,268.0,803.0,33.33,2466.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-10,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,462.0,78,3,0.0,0.0,3.85,154.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-10,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,6679.0,239,6,0.0,0.0,2.51,1113.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,64003.0,7988,97,1.0,69500.0,1.21,660.0,64003.0,1.03,109.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,4123.0,41,3,0.0,0.0,7.32,1374.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2813.0,734,5,0.0,0.0,0.68,563.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,7513.0,349,7,0.0,0.0,2.01,1073.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-11,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-11,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,3388.0,215,10,0.0,0.0,4.65,339.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3074.0,867,2,0.0,0.0,0.23,1537.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,23514.0,350,17,0.0,0.0,4.86,1383.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,32570.0,2974,26,0.0,0.0,0.87,1253.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3096.0,37,2,0.0,0.0,5.41,1548.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2019.0,6,1,0.0,0.0,16.67,2019.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,500.0,164,1,0.0,0.0,0.61,500.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,7197.0,454,7,0.0,0.0,1.54,1028.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,438.0,31,1,0.0,0.0,3.23,438.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-12,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-12,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,3861.0,243,12,3.0,128600.0,4.94,322.0,1287.0,25.0,3331.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,6025.0,858,3,0.0,0.0,0.35,2008.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,7100.0,273,6,0.0,0.0,2.2,1183.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,26634.0,2438,24,0.0,0.0,0.98,1110.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1591.0,37,1,0.0,0.0,2.7,1591.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,393.0,88,1,0.0,0.0,1.14,393.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,4562.0,358,7,0.0,0.0,1.96,652.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_카탈로그,2025-07-13,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,GFA_애드부스트,2025-07-13,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,2860.0,257,8,2.0,66800.0,3.11,358.0,1430.0,25.0,2336.0
