월 구분,주 구분,브랜드명,상품명,추가 구분,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 7. 1,2025. 7. 21,기존제품,호랑이러그,기타,메타_트래픽,2025-07-23,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,9384.0,1173,46,0.0,0.0,3.92,204.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,37116.0,2162,46,5.0,154400.0,2.13,807.0,7423.0,10.87,416.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,30409.0,1444,33,2.0,71200.0,2.29,921.0,15204.0,6.06,234.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6871.0,315,14,1.0,66200.0,4.44,491.0,6871.0,7.14,963.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1447.0,77,1,0.0,0.0,1.3,1447.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,37468.0,1314,46,6.0,165200.0,3.5,815.0,6245.0,13.04,441.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,107203.0,7483,289,14.0,413500.0,3.86,371.0,7657.0,4.84,386.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,72710.0,8206,178,8.0,239900.0,2.17,408.0,9089.0,4.49,330.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,44059.0,2023,81,9.0,269900.0,4.0,544.0,4895.0,11.11,613.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,28450.0,1369,34,2.0,86400.0,2.48,837.0,14225.0,5.88,304.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,64388.0,2707,47,5.0,175800.0,1.74,1370.0,12878.0,10.64,273.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-23,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,140726.0,10687,175,9.0,493900.0,1.64,804.0,15636.0,5.14,351.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,7861.0,349,7,0.0,0.0,2.01,1123.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,14968.0,620,7,0.0,0.0,1.13,2138.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,2924.0,160,3,0.0,0.0,1.88,975.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,79052.0,6453,56,6.0,189950.0,0.87,1412.0,13175.0,10.71,240.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,25909.0,2076,20,2.0,35600.0,0.96,1295.0,12954.0,10.0,137.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,65976.0,5261,57,5.0,121200.0,1.08,1157.0,13195.0,8.77,184.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,4582.0,251,3,0.0,0.0,1.2,1527.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,21307.0,1100,19,3.0,47500.0,1.73,1121.0,7102.0,15.79,223.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,4928.0,257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,2330.0,131,1,3.0,106500.0,0.76,2330.0,777.0,300.0,4571.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,1006.0,55,2,0.0,0.0,3.64,503.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,3526.0,173,1,0.0,0.0,0.58,3526.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,예일 테스트,사라(예일),186178.0,12457,187,7.0,175700.0,1.5,996.0,26597.0,3.74,94.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),22249.0,917,23,2.0,49400.0,2.51,967.0,11124.0,8.7,222.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-23,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),46659.0,2011,67,4.0,119000.0,3.33,696.0,11665.0,5.97,255.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_트래픽,2025-07-24,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,9262.0,655,26,0.0,0.0,3.97,356.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_트래픽,2025-07-24,LINK_CLICKS,트래픽-전제품,트래픽 민혁,9541.0,944,47,0.0,0.0,4.98,203.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_트래픽,2025-07-24,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,9709.0,895,48,0.0,0.0,5.36,202.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,호랑이러그,기타,메타_트래픽,2025-07-24,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,9302.0,1170,55,0.0,0.0,4.7,169.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,38959.0,2371,57,5.0,237500.0,2.4,683.0,7792.0,8.77,610.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,30417.0,1727,27,3.0,105800.0,1.56,1127.0,10139.0,11.11,348.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,7610.0,498,12,1.0,21800.0,2.41,634.0,7610.0,8.33,286.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1178.0,49,1,0.0,0.0,2.04,1178.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,35083.0,1381,53,7.0,255200.0,3.84,662.0,5012.0,13.21,727.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,111627.0,8163,272,13.0,366900.0,3.33,410.0,8587.0,4.78,329.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,76173.0,11550,158,7.0,168800.0,1.37,482.0,10882.0,4.43,222.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,46846.0,2463,79,3.0,89100.0,3.21,593.0,15615.0,3.8,190.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,27828.0,1260,32,0.0,0.0,2.54,870.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,66317.0,3093,63,9.0,312800.0,2.04,1053.0,7369.0,14.29,472.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-24,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,144603.0,11989,158,5.0,151800.0,1.32,915.0,28921.0,3.16,105.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,6366.0,355,8,0.0,0.0,2.25,796.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,8988.0,486,6,0.0,0.0,1.23,1498.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,11370.0,587,8,0.0,0.0,1.36,1421.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,60149.0,5300,62,3.0,100800.0,1.17,970.0,20050.0,4.84,168.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,27762.0,2141,28,1.0,17800.0,1.31,992.0,27762.0,3.57,64.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,87041.0,8157,67,5.0,115700.0,0.82,1299.0,17408.0,7.46,133.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,6137.0,356,11,0.0,0.0,3.09,558.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,17820.0,968,10,2.0,29600.0,1.03,1782.0,8910.0,20.0,166.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,5880.0,276,4,0.0,0.0,1.45,1470.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,1946.0,100,1,0.0,0.0,1.0,1946.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,873.0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,2624.0,93,1,0.0,0.0,1.08,2624.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,예일 테스트,사라(예일),191732.0,12983,163,15.0,425800.0,1.26,1176.0,12782.0,9.2,222.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),22910.0,1026,24,1.0,19800.0,2.34,955.0,22910.0,4.17,86.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-24,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),46913.0,2470,69,1.0,54400.0,2.79,680.0,46913.0,1.45,116.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_트래픽,2025-07-25,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,9884.0,732,24,0.0,0.0,3.28,412.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_트래픽,2025-07-25,LINK_CLICKS,트래픽-전제품,트래픽 민혁,9497.0,939,32,0.0,0.0,3.41,297.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_트래픽,2025-07-25,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,9520.0,829,28,0.0,0.0,3.38,340.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,호랑이러그,기타,메타_트래픽,2025-07-25,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,9880.0,1301,50,0.0,0.0,3.84,198.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,31202.0,1583,32,1.0,29600.0,2.02,975.0,31202.0,3.12,95.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,26101.0,1312,23,4.0,180200.0,1.75,1135.0,6525.0,17.39,690.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,9430.0,394,9,0.0,0.0,2.28,1048.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1098.0,35,3,0.0,0.0,8.57,366.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,51120.0,2150,71,7.0,210600.0,3.3,720.0,7303.0,9.86,412.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,141977.0,8512,347,15.0,490700.0,4.08,409.0,9465.0,4.32,346.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,97355.0,15014,226,13.0,391000.0,1.51,431.0,7489.0,5.75,402.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,49462.0,2381,95,6.0,166400.0,3.99,521.0,8244.0,6.32,336.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,29489.0,1154,32,4.0,163800.0,2.77,922.0,7372.0,12.5,555.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,70070.0,2704,35,0.0,0.0,1.29,2002.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-25,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,150224.0,11121,172,5.0,175800.0,1.55,873.0,30045.0,2.91,117.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,8490.0,398,11,0.0,0.0,2.76,772.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,7019.0,241,5,0.0,0.0,2.07,1404.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,7902.0,351,9,1.0,20900.0,2.56,878.0,7902.0,11.11,264.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,54948.0,4523,54,2.0,125800.0,1.19,1018.0,27474.0,3.7,229.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,33457.0,2286,30,1.0,17800.0,1.31,1115.0,33457.0,3.33,53.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,90236.0,7728,62,5.0,122500.0,0.8,1455.0,18047.0,8.06,136.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,4312.0,197,5,0.0,0.0,2.54,862.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,25404.0,1527,24,1.0,29600.0,1.57,1058.0,25404.0,4.17,117.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,6917.0,362,4,0.0,0.0,1.1,1729.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,3992.0,208,5,0.0,0.0,2.4,798.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,899.0,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,2549.0,124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,예일 테스트,사라(예일),200837.0,10668,196,16.0,572420.0,1.84,1025.0,12552.0,8.16,285.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),23741.0,1070,24,4.0,168460.0,2.24,989.0,5935.0,16.67,710.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-25,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),46343.0,2398,69,2.0,69200.0,2.88,672.0,23172.0,2.9,149.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_트래픽,2025-07-26,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,10371.0,805,29,0.0,0.0,3.6,358.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_트래픽,2025-07-26,LINK_CLICKS,트래픽-전제품,트래픽 민혁,10169.0,989,40,0.0,0.0,4.04,254.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_트래픽,2025-07-26,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,10169.0,945,42,0.0,0.0,4.44,242.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,호랑이러그,기타,메타_트래픽,2025-07-26,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,10221.0,1263,51,0.0,0.0,4.04,200.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,33465.0,2008,46,1.0,38600.0,2.29,728.0,33465.0,2.17,115.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,33851.0,1739,38,1.0,11800.0,2.19,891.0,33851.0,2.63,35.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6141.0,300,8,0.0,0.0,2.67,768.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1096.0,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,53563.0,2451,87,5.0,154800.0,3.55,616.0,10713.0,5.75,289.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,179996.0,13394,434,16.0,559660.0,3.24,415.0,11250.0,3.69,311.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,98886.0,17844,210,10.0,249200.0,1.18,471.0,9889.0,4.76,252.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,80225.0,3922,162,2.0,66200.0,4.13,495.0,40112.0,1.23,83.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,31932.0,1273,38,1.0,29800.0,2.99,840.0,31932.0,2.63,93.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,76194.0,3125,61,2.0,59600.0,1.95,1249.0,38097.0,3.28,78.0
2025. 7. 1,2025. 7. 21,기존제품,룸슈즈,기타,메타_전환,2025-07-26,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,160983.0,12643,183,7.0,248200.0,1.45,880.0,22998.0,3.83,154.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,8657.0,397,6,1.0,38600.0,1.51,1443.0,8657.0,16.67,446.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,6458.0,209,3,0.0,0.0,1.44,2153.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,8429.0,302,1,0.0,0.0,0.33,8429.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,61149.0,5422,66,9.0,350000.0,1.22,926.0,6794.0,13.64,572.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,55534.0,3912,62,5.0,133200.0,1.58,896.0,11107.0,8.06,240.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,86445.0,7330,62,3.0,187200.0,0.85,1394.0,28815.0,4.84,217.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,5207.0,297,6,1.0,29600.0,2.02,868.0,5207.0,16.67,568.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,23308.0,1613,20,0.0,0.0,1.24,1165.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,기타,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,5565.0,330,4,0.0,0.0,1.21,1391.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 21,기존제품,발매트,기타,메타_전환,2025-07-26,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,7562.0,347,3,0.0,0.0,0.86,2521.0,0.0,0.0,0.0
