#REF!,#REF!,#REF!,유형구분,날짜,목표,캠페인,광고세트,소재이름,비용,노출,클릭,전환수,전환값,타겟팅
,,,메타_전환,2025-01-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,165,18,0,0,0,타겟팅
,,,메타_전환,2025-01-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,5167,243,23,0,0,타겟팅
,,,메타_전환,2025-01-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,4176,205,19,1,210760,타겟팅
,,,메타_전환,2025-01-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,9188,313,31,0,0,타겟팅
,,,메타_전환,2025-01-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,31691,1119,119,2,309900,타겟팅
,,,메타_전환,2025-01-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,8851,313,28,2,232100,타겟팅
,,,메타_전환,2025-01-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,8509,299,36,1,149700,타겟팅
,,,메타_전환,2025-01-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,35210,1315,144,0,0,타겟팅
,,,메타_전환,2025-01-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,6528,280,34,0,0,타겟팅
,,,메타_전환,2025-01-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,11203,357,33,0,0,타겟팅
,,,메타_전환,2025-01-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,30455,1218,124,4,378700,타겟팅
,,,메타_전환,2025-01-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,8380,326,23,0,0,타겟팅
,,,메타_전환,2025-01-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,8571,222,30,4,315000,타겟팅
,,,메타_전환,2025-01-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,14379,400,47,2,258000,타겟팅
,,,메타_전환,2025-01-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,2935,97,9,0,0,타겟팅
,,,메타_전환,2025-01-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,11158,390,44,0,0,타겟팅
,,,메타_전환,2025-01-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,13504,478,38,1,42000,타겟팅
,,,메타_전환,2025-01-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,3868,136,17,1,41900,타겟팅
,,,메타_전환,2025-01-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,15479,611,61,1,178560,타겟팅
,,,메타_전환,2025-01-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,8409,348,39,1,21600,타겟팅
,,,메타_전환,2025-01-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,4380,177,11,0,0,타겟팅
,,,메타_전환,2025-01-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,11281,461,36,1,118500,타겟팅
,,,메타_전환,2025-01-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,8610,349,30,1,26800,타겟팅
,,,메타_전환,2025-01-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,3618,161,23,0,0,타겟팅
,,,메타_전환,2025-01-10,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,10726,345,45,2,233800,타겟팅
,,,메타_전환,2025-01-10,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,7192,333,38,0,0,타겟팅
,,,메타_전환,2025-01-10,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,3580,131,10,0,0,타겟팅
,,,메타_전환,2025-01-11,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-12,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-12,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-12,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-13,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-13,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-15,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-15,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,0,0,0,1,168000,타겟팅
,,,메타_전환,2025-01-16,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-16,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,5374,207,21,1,148200,타겟팅
,,,메타_전환,2025-01-16,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,0,0,0,0,0,타겟팅
,,,메타_전환,2025-01-16,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,7599,408,32,3,499800,타겟팅
,,,메타_전환,2025-01-17,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,7283,282,24,0,0,타겟팅
,,,메타_전환,2025-01-17,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,20758,1234,76,7,1197600,타겟팅
,,,메타_전환,2025-01-18,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,6136,284,22,3,511600,타겟팅
,,,메타_전환,2025-01-18,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,23871,1760,132,3,499800,타겟팅
,,,메타_전환,2025-01-19,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,3209,193,6,0,0,타겟팅
,,,메타_전환,2025-01-19,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,56266,3868,178,9,1499400,타겟팅
,,,메타_전환,2025-01-20,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,1648,95,4,1,137700,타겟팅
,,,메타_전환,2025-01-20,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,39404,2388,140,6,1071000,타겟팅
,,,메타_트래픽,2025-01-21,LINK_CLICKS,Instagram Post,Instagram Post,Instagram Post,8657,503,26,0,0,타겟팅
,,,메타_전환,2025-01-21,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,276,22,2,0,0,타겟팅
,,,메타_전환,2025-01-21,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,27227,1805,106,5,833000,타겟팅
,,,메타_트래픽,2025-01-22,LINK_CLICKS,Instagram Post,Instagram Post,Instagram Post,7152,290,30,0,0,타겟팅
,,,메타_전환,2025-01-22,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,421,35,2,0,0,타겟팅
,,,메타_전환,2025-01-22,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,28826,2056,128,9,1668500,타겟팅
,,,메타_트래픽,2025-01-23,LINK_CLICKS,Instagram Post,Instagram Post,Instagram Post,6022,269,17,0,0,타겟팅
,,,메타_전환,2025-01-23,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,587,40,0,0,0,타겟팅
,,,메타_전환,2025-01-23,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,27911,2091,144,5,833000,타겟팅
,,,메타_전환,2025-01-24,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,343,22,4,0,0,타겟팅
,,,메타_전환,2025-01-24,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,26235,2019,153,10,1666000,타겟팅
,,,메타_전환,2025-01-25,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,320,29,3,0,0,타겟팅
,,,메타_전환,2025-01-25,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,26571,2309,171,4,666400,타겟팅
,,,메타_전환,2025-01-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,295,22,0,0,0,타겟팅
,,,메타_전환,2025-01-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,32586,3088,216,2,333200,타겟팅
,,,메타_전환,2025-01-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,23,4,0,0,0,타겟팅
,,,메타_전환,2025-01-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,30825,2804,210,8,1220200,타겟팅
,,,메타_전환,2025-01-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,124,5,0,0,0,타겟팅
,,,메타_전환,2025-01-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,27971,2654,196,5,833000,타겟팅
,,,메타_전환,2025-01-29,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,127,15,1,0,0,타겟팅
,,,메타_전환,2025-01-29,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,30140,3770,221,6,1002100,타겟팅
,,,메타_전환,2025-01-30,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,56,5,1,0,0,타겟팅
,,,메타_전환,2025-01-30,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,29247,3680,236,5,904400,타겟팅
,,,메타_전환,2025-01-31,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_트위스트셔츠_데일리,18,2,0,0,0,타겟팅
,,,메타_전환,2025-01-31,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,29649,3317,191,6,1071000,타겟팅
,,,메타_전환,2025-02-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,28938,3384,186,4,737800,타겟팅
,,,메타_전환,2025-02-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,32583,3408,197,2,328160,타겟팅
,,,메타_전환,2025-02-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,32153,2908,184,5,833000,타겟팅
,,,메타_전환,2025-02-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,29747,2479,142,9,1550350,타겟팅
,,,메타_전환,2025-02-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,29764,2477,145,4,666400,타겟팅
,,,메타_전환,2025-02-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,33409,2815,185,13,2214250,타겟팅
,,,메타_전환,2025-02-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,29181,2671,179,3,499800,타겟팅
,,,메타_전환,2025-02-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,27816,2498,156,6,976650,타겟팅
,,,메타_전환,2025-02-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,34622,3268,196,6,953700,타겟팅
,,,메타_전환,2025-02-10,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,33291,2700,184,6,953700,타겟팅
,,,메타_전환,2025-02-11,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,34094,2891,177,2,225600,타겟팅
,,,메타_전환,2025-02-12,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,31103,2891,177,10,1641050,타겟팅
,,,메타_전환,2025-02-13,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,33125,2696,164,5,828000,타겟팅
,,,메타_전환,2025-02-14,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,29295,2559,130,3,496800,타겟팅
,,,메타_전환,2025-02-15,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,31260,2986,157,3,496800,타겟팅
,,,메타_전환,2025-02-16,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,35376,3291,192,4,663400,타겟팅
,,,메타_전환,2025-02-17,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,32585,2743,128,2,331200,타겟팅
,,,메타_전환,2025-02-17,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,352,24,0,0,0,타겟팅
,,,메타_전환,2025-02-17,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,2069,143,24,0,0,타겟팅
,,,메타_전환,2025-02-18,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,18197,1419,80,0,0,타겟팅
,,,메타_전환,2025-02-18,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,251,19,0,0,0,타겟팅
,,,메타_전환,2025-02-18,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,13470,933,89,5,833000,타겟팅
,,,메타_전환,2025-02-19,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,17549,1399,105,4,666400,타겟팅
,,,메타_전환,2025-02-19,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,115,8,0,0,0,타겟팅
,,,메타_전환,2025-02-19,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,13428,859,81,2,225600,타겟팅
,,,메타_전환,2025-02-20,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,18610,1766,74,0,0,타겟팅
,,,메타_전환,2025-02-20,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,11942,937,62,5,773850,타겟팅
,,,메타_전환,2025-02-21,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,17982,1582,88,5,833000,타겟팅
,,,메타_전환,2025-02-21,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,203,15,1,0,0,타겟팅
,,,메타_전환,2025-02-21,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,11987,723,52,2,333200,타겟팅
,,,메타_전환,2025-02-22,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,17261,1597,58,1,166600,타겟팅
,,,메타_전환,2025-02-22,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,136,12,0,0,0,타겟팅
,,,메타_전환,2025-02-22,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,15168,1104,63,1,166600,타겟팅
,,,메타_전환,2025-02-23,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,18066,1456,80,2,333200,타겟팅
,,,메타_전환,2025-02-23,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,11,2,0,0,0,타겟팅
,,,메타_전환,2025-02-23,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,15998,1098,57,2,333200,타겟팅
,,,메타_전환,2025-02-24,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,21601,1565,84,1,166600,타겟팅
,,,메타_전환,2025-02-24,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,11943,696,40,1,166600,타겟팅
,,,메타_전환,2025-02-25,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,22157,1712,76,3,499800,타겟팅
,,,메타_전환,2025-02-25,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,11477,650,26,0,0,타겟팅
,,,메타_전환,2025-02-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,22972,1696,60,1,166600,타겟팅
,,,메타_전환,2025-02-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,27,2,0,0,0,타겟팅
,,,메타_전환,2025-02-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,9133,485,26,0,0,타겟팅
,,,메타_전환,2025-02-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,31742,2359,114,3,499800,타겟팅
,,,메타_전환,2025-02-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,51,5,0,0,0,타겟팅
,,,메타_전환,2025-02-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,9570,556,30,1,166600,타겟팅
,,,메타_전환,2025-02-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,37896,2831,128,6,999600,타겟팅
,,,메타_전환,2025-02-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,74,8,0,0,0,타겟팅
,,,메타_전환,2025-02-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,10707,612,23,1,169000,타겟팅
,,,메타_전환,2025-03-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,35676,2638,124,2,333200,타겟팅
,,,메타_전환,2025-03-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,59,8,0,0,0,타겟팅
,,,메타_전환,2025-03-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,9238,654,26,1,166600,타겟팅
,,,메타_전환,2025-03-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,40740,3269,125,3,499800,타겟팅
,,,메타_전환,2025-03-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,86,10,0,0,0,타겟팅
,,,메타_전환,2025-03-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,11838,914,33,0,0,타겟팅
,,,메타_전환,2025-03-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,27,5,1,0,0,타겟팅
,,,메타_전환,2025-03-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,37308,2792,122,6,999600,타겟팅
,,,메타_전환,2025-03-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,13,2,0,0,0,타겟팅
,,,메타_전환,2025-03-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,7289,474,17,0,0,타겟팅
,,,메타_전환,2025-03-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,1729,111,7,0,0,타겟팅
,,,메타_전환,2025-03-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_자켓_1,1919,162,4,0,0,타겟팅
,,,메타_전환,2025-03-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,2222,136,7,0,0,타겟팅
,,,메타_전환,2025-03-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,1599,211,4,0,0,타겟팅
,,,메타_전환,2025-03-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,11604,668,32,0,0,타겟팅
,,,메타_전환,2025-03-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,4707,245,12,0,0,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_자켓_1,2403,149,2,0,0,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,3072,186,5,0,0,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,531,53,1,0,0,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,9754,506,25,0,0,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,0,0,0,1,148000,타겟팅
,,,메타_전환,2025-03-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,5057,271,4,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_자켓_1,2157,191,4,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,4143,300,7,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,91,7,0,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,8960,555,27,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,735,87,0,0,0,타겟팅
,,,메타_전환,2025-03-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,5786,339,17,0,0,타겟팅
,,,메타_전환,2025-03-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_자켓_1,657,44,1,0,0,타겟팅
,,,메타_전환,2025-03-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,4070,259,7,0,0,타겟팅
,,,메타_전환,2025-03-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,10275,647,30,0,0,타겟팅
,,,메타_전환,2025-03-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 고구마님,128,19,0,0,0,타겟팅
,,,메타_전환,2025-03-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,5794,296,12,1,47400,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_자켓_1,431,27,2,0,0,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,2809,148,4,1,166800,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,30,4,1,0,0,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,10591,549,22,0,0,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고 - 버블리,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,3878,233,9,0,0,타겟팅
,,,메타_전환,2025-03-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,4988,412,16,0,0,타겟팅
,,,메타_전환,2025-03-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_신상_1,220,8,0,0,0,타겟팅
,,,메타_전환,2025-03-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,세일_트위드 자켓_1,13711,782,40,1,169000,타겟팅
,,,메타_전환,2025-03-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,파트너쉽광고,0,0,0,0,0,타겟팅
,,,메타_전환,2025-03-10,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,25ss_셔츠_아이보리,3949,199,5,0,0,타겟팅
,,,메타_전환,2025-03-10,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽 광고 세트,메인_세일_니트_2,6309,397,9,0,0,타겟팅
