월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas,비용_zscore,비용_grade,노출_zscore,노출_grade,클릭_zscore,클릭_grade,전환수_zscore,전환수_grade,전환값_zscore,전환값_grade,ctr_zscore,ctr_grade,cpc_zscore,cpc_grade,cpa_zscore,cpa_grade,cvr_zscore,cvr_grade,roas_zscore,roas_grade
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,8067.0,330.0,6.0,4.0,118200.0,1.82,1344.0,2017.0,66.67,1465.0,-0.39,중,-0.42,중,-0.44,중,0.53,중,0.45,중,-0.05,중,0.72,중,-0.41,중,5.5,상,1.63,상
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,25475.0,1087.0,25.0,2.0,48100.0,2.3,1019.0,12738.0,8.0,189.0,-0.12,중,-0.25,중,-0.2,중,0.04,중,-0.09,중,0.08,중,0.32,중,0.42,중,0.32,중,0.03,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,1196.0,48.0,1.0,0.0,0.0,2.08,1196.0,0.0,0.0,0.0,-0.49,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.02,중,0.54,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,43679.0,3420.0,48.0,2.0,38500.0,1.4,910.0,21840.0,4.17,88.0,0.16,중,0.26,중,0.1,중,0.04,중,-0.16,중,-0.16,중,0.19,중,1.13,상,-0.01,중,-0.09,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,71502.0,4718.0,56.0,6.0,167600.0,1.19,1277.0,11917.0,10.71,234.0,0.58,중,0.55,중,0.2,중,1.02,상,0.83,중,-0.22,중,0.64,중,0.36,중,0.56,중,0.09,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,1040.0,26.0,1.0,0.0,0.0,3.85,1040.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.51,중,0.35,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,392.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,예일 테스트,사라(예일),196872.0,12449.0,178.0,11.0,398200.0,1.43,1106.0,17897.0,6.18,202.0,2.5,상,2.24,상,1.79,상,2.25,상,2.61,상,-0.15,중,0.43,중,0.82,중,0.16,중,0.05,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),59265.0,2182.0,54.0,1.0,26600.0,2.47,1098.0,59265.0,1.85,45.0,0.39,중,-0.01,중,0.18,중,-0.21,중,-0.26,중,0.13,중,0.42,중,4.05,상,-0.22,중,-0.15,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-01,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),100085.0,4965.0,117.0,1.0,48400.0,2.36,855.0,100085.0,0.85,48.0,1.02,상,0.6,중,1.0,중,-0.21,중,-0.09,중,0.1,중,0.13,중,7.22,상,-0.31,중,-0.14,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-02,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,20059.0,2546.0,54.0,1.0,3100.0,2.12,371.0,20059.0,1.85,15.0,-0.21,중,0.07,중,0.18,중,-0.21,중,-0.44,중,0.04,중,-0.46,중,0.99,중,-0.22,중,-0.18,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-02,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,19082.0,2196.0,56.0,0.0,0.0,2.55,341.0,0.0,0.0,0.0,-0.22,중,-0.01,중,0.2,중,-0.46,중,-0.46,중,0.15,중,-0.5,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-02,LINK_CLICKS,트래픽-전제품,트래픽 민혁,23852.0,3002.0,73.0,0.0,0.0,2.43,327.0,0.0,0.0,0.0,-0.15,중,0.17,중,0.42,중,-0.46,중,-0.46,중,0.12,중,-0.52,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-02,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,19241.0,1799.0,85.0,0.0,0.0,4.72,226.0,0.0,0.0,0.0,-0.22,중,-0.09,중,0.58,중,-0.46,중,-0.46,중,0.75,중,-0.64,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-02,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,29212.0,4410.0,137.0,0.0,0.0,3.11,213.0,0.0,0.0,0.0,-0.07,중,0.48,중,1.25,상,-0.46,중,-0.46,중,0.31,중,-0.66,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,63687.0,3938.0,63.0,5.0,215800.0,1.6,1011.0,12737.0,7.94,339.0,0.46,중,0.38,중,0.3,중,0.78,중,1.21,상,-0.11,중,0.32,중,0.42,중,0.32,중,0.22,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,14162.0,800.0,19.0,0.0,0.0,2.38,745.0,0.0,0.0,0.0,-0.3,중,-0.31,중,-0.28,중,-0.46,중,-0.46,중,0.11,중,-0.01,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6683.0,227.0,7.0,1.0,26600.0,3.08,955.0,6683.0,14.29,398.0,-0.41,중,-0.44,중,-0.43,중,-0.21,중,-0.26,중,0.3,중,0.25,중,-0.05,중,0.88,중,0.29,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,487.0,21.0,4.0,0.0,0.0,19.05,122.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.47,중,-0.46,중,-0.46,중,4.66,상,-0.77,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,33203.0,1432.0,25.0,1.0,29600.0,1.75,1328.0,33203.0,4.0,89.0,-0.0,중,-0.17,중,-0.2,중,-0.21,중,-0.23,중,-0.07,중,0.7,중,2.02,상,-0.03,중,-0.09,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,73095.0,4312.0,92.0,7.0,195100.0,2.13,795.0,10442.0,7.61,267.0,0.6,중,0.46,중,0.67,중,1.27,상,1.05,상,0.04,중,0.05,중,0.24,중,0.29,중,0.13,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,71518.0,5959.0,128.0,9.0,251400.0,2.15,559.0,7946.0,7.03,352.0,0.58,중,0.82,중,1.14,상,1.76,상,1.48,상,0.04,중,-0.23,중,0.05,중,0.24,중,0.24,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,9955.0,500.0,11.0,0.0,0.0,2.2,905.0,0.0,0.0,0.0,-0.36,중,-0.38,중,-0.38,중,-0.46,중,-0.46,중,0.06,중,0.19,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,1442.0,52.0,2.0,0.0,0.0,3.85,721.0,0.0,0.0,0.0,-0.49,중,-0.48,중,-0.5,중,-0.46,중,-0.46,중,0.51,중,-0.04,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,601.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,83190.0,6278.0,76.0,8.0,237200.0,1.21,1095.0,10399.0,10.53,285.0,0.76,중,0.89,중,0.46,중,1.51,상,1.37,상,-0.21,중,0.42,중,0.24,중,0.55,중,0.15,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,37961.0,3416.0,25.0,2.0,47400.0,0.73,1518.0,18980.0,8.0,125.0,0.07,중,0.26,중,-0.2,중,0.04,중,-0.1,중,-0.34,중,0.93,중,0.91,중,0.32,중,-0.05,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,45623.0,2562.0,36.0,6.0,149600.0,1.41,1267.0,7604.0,16.67,328.0,0.19,중,0.07,중,-0.05,중,1.02,상,0.69,중,-0.16,중,0.63,중,0.02,중,1.09,상,0.21,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,912.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.47,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,2583.0,134.0,3.0,0.0,0.0,2.24,861.0,0.0,0.0,0.0,-0.47,중,-0.46,중,-0.48,중,-0.46,중,-0.46,중,0.07,중,0.13,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,5376.0,243.0,4.0,1.0,39600.0,1.65,1344.0,5376.0,25.0,737.0,-0.43,중,-0.44,중,-0.47,중,-0.21,중,-0.16,중,-0.09,중,0.72,중,-0.15,중,1.82,상,0.72,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,472.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,73.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,5390.0,176.0,1.0,0.0,0.0,0.57,5390.0,0.0,0.0,0.0,-0.43,중,-0.45,중,-0.51,중,-0.46,중,-0.46,중,-0.39,중,5.64,상,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,32125.0,1698.0,43.0,1.0,29600.0,2.53,747.0,32125.0,2.33,92.0,-0.02,중,-0.12,중,0.04,중,-0.21,중,-0.23,중,0.15,중,-0.01,중,1.93,상,-0.18,중,-0.09,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,1145.0,70.0,1.0,0.0,0.0,1.43,1145.0,0.0,0.0,0.0,-0.49,중,-0.47,중,-0.51,중,-0.46,중,-0.46,중,-0.15,중,0.48,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,56233.0,5091.0,80.0,2.0,32600.0,1.57,703.0,28116.0,2.5,58.0,0.35,중,0.63,중,0.52,중,0.04,중,-0.21,중,-0.11,중,-0.06,중,1.62,상,-0.16,중,-0.13,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,60947.0,4006.0,47.0,6.0,174100.0,1.17,1297.0,10158.0,12.77,286.0,0.42,중,0.39,중,0.09,중,1.02,상,0.88,중,-0.22,중,0.66,중,0.22,중,0.74,중,0.15,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,689.0,45.0,1.0,0.0,0.0,2.22,689.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.06,중,-0.08,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,1069.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,예일 테스트,사라(예일),194170.0,13635.0,177.0,8.0,226600.0,1.3,1097.0,24271.0,4.52,117.0,2.45,상,2.5,상,1.77,상,1.51,상,1.29,상,-0.19,중,0.42,중,1.32,상,0.02,중,-0.06,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),60165.0,2245.0,39.0,2.0,56400.0,1.74,1543.0,30082.0,5.13,94.0,0.41,중,0.0,중,-0.02,중,0.04,중,-0.03,중,-0.07,중,0.96,중,1.77,상,0.07,중,-0.09,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-02,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),94515.0,5205.0,119.0,5.0,147300.0,2.29,794.0,18903.0,4.2,156.0,0.93,중,0.65,중,1.02,상,0.78,중,0.68,중,0.08,중,0.05,중,0.9,중,-0.01,중,-0.01,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-03,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,18843.0,2686.0,60.0,0.0,0.0,2.23,314.0,0.0,0.0,0.0,-0.22,중,0.1,중,0.26,중,-0.46,중,-0.46,중,0.07,중,-0.53,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-03,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,19383.0,2679.0,54.0,1.0,29600.0,2.02,359.0,19383.0,1.85,153.0,-0.22,중,0.1,중,0.18,중,-0.21,중,-0.23,중,0.01,중,-0.48,중,0.94,중,-0.22,중,-0.01,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-03,LINK_CLICKS,트래픽-전제품,트래픽 민혁,23952.0,3165.0,89.0,1.0,28600.0,2.81,269.0,23952.0,1.12,119.0,-0.15,중,0.21,중,0.63,중,-0.21,중,-0.24,중,0.22,중,-0.59,중,1.3,상,-0.28,중,-0.05,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-03,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,19613.0,1920.0,57.0,0.0,0.0,2.97,344.0,0.0,0.0,0.0,-0.21,중,-0.07,중,0.22,중,-0.46,중,-0.46,중,0.27,중,-0.5,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_트래픽,2025-07-03,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,29008.0,4116.0,121.0,0.0,0.0,2.94,240.0,0.0,0.0,0.0,-0.07,중,0.41,중,1.05,상,-0.46,중,-0.46,중,0.26,중,-0.62,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,67781.0,3684.0,61.0,1.0,54400.0,1.66,1111.0,67781.0,1.64,80.0,0.52,중,0.32,중,0.27,중,-0.21,중,-0.04,중,-0.09,중,0.44,중,4.71,상,-0.24,중,-0.1,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,15016.0,806.0,14.0,4.0,141200.0,1.74,1073.0,3754.0,28.57,940.0,-0.28,중,-0.31,중,-0.34,중,0.53,중,0.63,중,-0.07,중,0.39,중,-0.28,중,2.14,상,0.97,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,3868.0,122.0,2.0,0.0,0.0,1.64,1934.0,0.0,0.0,0.0,-0.45,중,-0.46,중,-0.5,중,-0.46,중,-0.46,중,-0.1,중,1.44,상,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1792.0,61.0,1.0,0.0,0.0,1.64,1792.0,0.0,0.0,0.0,-0.48,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,-0.1,중,1.27,상,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,25722.0,1002.0,19.0,3.0,101000.0,1.9,1354.0,8574.0,15.79,393.0,-0.12,중,-0.27,중,-0.28,중,0.28,중,0.32,중,-0.02,중,0.73,중,0.1,중,1.01,상,0.29,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,13750.0,1211.0,43.0,4.0,137400.0,3.55,320.0,3438.0,9.3,999.0,-0.3,중,-0.22,중,0.04,중,0.53,중,0.6,중,0.43,중,-0.53,중,-0.3,중,0.44,중,1.05,상
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,13870.0,913.0,26.0,0.0,0.0,2.85,533.0,0.0,0.0,0.0,-0.3,중,-0.29,중,-0.18,중,-0.46,중,-0.46,중,0.23,중,-0.27,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,13917.0,947.0,16.0,1.0,14800.0,1.69,870.0,13917.0,6.25,106.0,-0.3,중,-0.28,중,-0.31,중,-0.21,중,-0.35,중,-0.08,중,0.14,중,0.51,중,0.17,중,-0.07,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,82009.0,4714.0,93.0,2.0,56400.0,1.97,882.0,41004.0,2.15,69.0,0.74,중,0.55,중,0.68,중,0.04,중,-0.03,중,-0.01,중,0.16,중,2.62,상,-0.19,중,-0.12,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,19298.0,1139.0,20.0,0.0,0.0,1.76,965.0,0.0,0.0,0.0,-0.22,중,-0.24,중,-0.26,중,-0.46,중,-0.46,중,-0.06,중,0.26,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,76432.0,8524.0,160.0,11.0,295000.0,1.88,478.0,6948.0,6.88,386.0,0.66,중,1.38,상,1.55,상,2.25,상,1.82,상,-0.03,중,-0.33,중,-0.03,중,0.22,중,0.28,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,26233.0,1085.0,22.0,1.0,20900.0,2.03,1192.0,26233.0,4.55,80.0,-0.11,중,-0.25,중,-0.24,중,-0.21,중,-0.3,중,0.01,중,0.54,중,1.47,상,0.02,중,-0.1,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,1508.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,349.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,123974.0,8642.0,81.0,9.0,268800.0,0.94,1531.0,13775.0,11.11,217.0,1.38,상,1.41,상,0.53,중,1.76,상,1.61,상,-0.29,중,0.95,중,0.5,중,0.6,중,0.07,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,26597.0,1702.0,21.0,2.0,54400.0,1.23,1267.0,13298.0,9.52,205.0,-0.11,중,-0.12,중,-0.25,중,0.04,중,-0.04,중,-0.21,중,0.63,중,0.47,중,0.46,중,0.05,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,55842.0,3480.0,48.0,4.0,148200.0,1.38,1163.0,13960.0,8.33,265.0,0.34,중,0.27,중,0.1,중,0.53,중,0.68,중,-0.17,중,0.5,중,0.52,중,0.35,중,0.13,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,464.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,1984.0,132.0,2.0,0.0,0.0,1.52,992.0,0.0,0.0,0.0,-0.48,중,-0.46,중,-0.5,중,-0.46,중,-0.46,중,-0.13,중,0.29,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,6057.0,296.0,4.0,0.0,0.0,1.35,1514.0,0.0,0.0,0.0,-0.42,중,-0.42,중,-0.47,중,-0.46,중,-0.46,중,-0.17,중,0.93,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,848.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,254.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,6090.0,179.0,3.0,1.0,37200.0,1.68,2030.0,6090.0,33.33,611.0,-0.42,중,-0.45,중,-0.48,중,-0.21,중,-0.17,중,-0.08,중,1.55,상,-0.09,중,2.56,상,0.56,중
2025. 7. 1,2025. 6. 30,기타,기타,기타,메타_전환,2025-07-03,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,21970.0,1150.0,21.0,0.0,0.0,1.83,1046.0,0.0,0.0,0.0,-0.18,중,-0.24,중,-0.25,중,-0.46,중,-0.46,중,-0.04,중,0.36,중,-0.57,중,-0.38,중,-0.2,중
