월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas,비용_zscore,비용_grade,노출_zscore,노출_grade,클릭_zscore,클릭_grade,전환수_zscore,전환수_grade,전환값_zscore,전환값_grade,ctr_zscore,ctr_grade,cpc_zscore,cpc_grade,cpa_zscore,cpa_grade,cvr_zscore,cvr_grade,roas_zscore,roas_grade
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,19070.0,710.0,16.0,0.0,0.0,2.25,1192.0,0.0,0.0,0.0,-0.22,중,-0.33,중,-0.31,중,-0.46,중,-0.46,중,0.07,중,0.54,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,135503.0,6753.0,99.0,8.0,249800.0,1.47,1369.0,16938.0,8.08,184.0,1.56,상,0.99,중,0.76,중,1.51,상,1.47,상,-0.14,중,0.75,중,0.75,중,0.33,중,0.03,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,33665.0,1101.0,33.0,0.0,0.0,3.0,1020.0,0.0,0.0,0.0,0.0,중,-0.25,중,-0.09,중,-0.46,중,-0.46,중,0.28,중,0.33,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,16985.0,1285.0,9.0,0.0,0.0,0.7,1887.0,0.0,0.0,0.0,-0.25,중,-0.21,중,-0.41,중,-0.46,중,-0.46,중,-0.35,중,1.38,상,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,10579.0,706.0,6.0,1.0,54400.0,0.85,1763.0,10579.0,16.67,514.0,-0.35,중,-0.33,중,-0.44,중,-0.21,중,-0.04,중,-0.31,중,1.23,상,0.25,중,1.09,상,0.44,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,942.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,74706.0,6036.0,77.0,6.0,228300.0,1.28,970.0,12451.0,7.79,306.0,0.63,중,0.84,중,0.48,중,1.02,상,1.3,상,-0.19,중,0.27,중,0.4,중,0.31,중,0.18,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,4523.0,207.0,3.0,1.0,17800.0,1.45,1508.0,4523.0,33.33,394.0,-0.44,중,-0.44,중,-0.48,중,-0.21,중,-0.32,중,-0.15,중,0.92,중,-0.22,중,2.56,상,0.29,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 동영상1,4097.0,183.0,3.0,0.0,0.0,1.64,1366.0,0.0,0.0,0.0,-0.45,중,-0.45,중,-0.48,중,-0.46,중,-0.46,중,-0.1,중,0.75,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1A,245.0,28.0,1.0,0.0,0.0,3.57,245.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.43,중,-0.62,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1B,291.0,19.0,1.0,0.0,0.0,5.26,291.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.89,중,-0.56,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1C,69.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,108.0,13.0,1.0,0.0,0.0,7.69,108.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.51,중,-0.46,중,-0.46,중,1.56,상,-0.78,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,178.0,60.0,3.0,0.0,0.0,5.0,59.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.48,중,-0.46,중,-0.46,중,0.82,중,-0.84,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,335.0,104.0,3.0,0.0,0.0,2.88,112.0,0.0,0.0,0.0,-0.51,중,-0.47,중,-0.48,중,-0.46,중,-0.46,중,0.24,중,-0.78,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,646.0,80.0,7.0,0.0,0.0,8.75,92.0,0.0,0.0,0.0,-0.5,중,-0.47,중,-0.43,중,-0.46,중,-0.46,중,1.85,상,-0.8,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,56.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,18.0,4.0,1.0,0.0,0.0,25.0,18.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.51,중,-0.46,중,-0.46,중,6.29,상,-0.89,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,22.0,13.0,2.0,0.0,0.0,15.38,11.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.5,중,-0.46,중,-0.46,중,3.66,상,-0.9,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,53557.0,11296.0,396.0,0.0,0.0,3.51,135.0,0.0,0.0,0.0,0.31,중,1.99,상,4.61,상,-0.46,중,-0.46,중,0.42,중,-0.75,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,183.0,49.0,3.0,0.0,0.0,6.12,61.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.48,중,-0.46,중,-0.46,중,1.13,상,-0.84,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-27,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,3188.0,600.0,26.0,0.0,0.0,4.33,123.0,0.0,0.0,0.0,-0.46,중,-0.36,중,-0.18,중,-0.46,중,-0.46,중,0.64,중,-0.77,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,99380.0,4915.0,99.0,9.0,293000.0,2.01,1004.0,11042.0,9.09,295.0,1.01,상,0.59,중,0.76,중,1.76,상,1.8,상,0.01,중,0.31,중,0.29,중,0.42,중,0.17,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,19140.0,1076.0,25.0,1.0,29600.0,2.32,766.0,19140.0,4.0,155.0,-0.22,중,-0.25,중,-0.2,중,-0.21,중,-0.23,중,0.09,중,0.02,중,0.92,중,-0.03,중,-0.01,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,3-호랑이_⭐편집 majjo_home,3134.0,189.0,1.0,0.0,0.0,0.53,3134.0,0.0,0.0,0.0,-0.46,중,-0.45,중,-0.51,중,-0.46,중,-0.46,중,-0.4,중,2.9,상,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_foodmin123 - 사본,3236.0,116.0,2.0,0.0,0.0,1.72,1618.0,0.0,0.0,0.0,-0.46,중,-0.46,중,-0.5,중,-0.46,중,-0.46,중,-0.07,중,1.05,상,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_iam_maldi - 사본,561.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_jjun2_mam - 사본,390.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_ran.gogo2018 - 사본,110.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,video_ran.gogo2018 -2,716.0,29.0,1.0,0.0,0.0,3.45,716.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.4,중,-0.04,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상-5,13676.0,445.0,9.0,0.0,0.0,2.02,1520.0,0.0,0.0,0.0,-0.3,중,-0.39,중,-0.41,중,-0.46,중,-0.46,중,0.01,중,0.93,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상1 - 사본,3008.0,133.0,4.0,1.0,17800.0,3.01,752.0,3008.0,25.0,592.0,-0.47,중,-0.46,중,-0.47,중,-0.21,중,-0.32,중,0.28,중,-0.0,중,-0.33,중,1.82,상,0.54,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상2 - 사본,2592.0,126.0,3.0,0.0,0.0,2.38,864.0,0.0,0.0,0.0,-0.47,중,-0.46,중,-0.48,중,-0.46,중,-0.46,중,0.11,중,0.14,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이영상3,2199.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지 ㅇ,549.0,32.0,1.0,0.0,0.0,3.12,549.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.31,중,-0.25,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지 ㅇ - 1,103563.0,9980.0,111.0,4.0,154700.0,1.11,933.0,25891.0,3.6,149.0,1.07,상,1.7,상,0.92,중,0.53,중,0.73,중,-0.24,중,0.22,중,1.45,상,-0.06,중,-0.02,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지1,1763.0,113.0,3.0,0.0,0.0,2.65,588.0,0.0,0.0,0.0,-0.48,중,-0.46,중,-0.48,중,-0.46,중,-0.46,중,0.18,중,-0.2,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지2,2229.0,67.0,1.0,0.0,0.0,1.49,2229.0,0.0,0.0,0.0,-0.48,중,-0.47,중,-0.51,중,-0.46,중,-0.46,중,-0.14,중,1.8,상,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,호랑이이미지3,910.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,3-데이지_⭐ 편집 majjo_home,13931.0,844.0,12.0,0.0,0.0,1.42,1161.0,0.0,0.0,0.0,-0.3,중,-0.3,중,-0.37,중,-0.46,중,-0.46,중,-0.16,중,0.5,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,3-매트합본_⭐편집 majjo_home,1302.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,중,-0.47,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,6-데이지만_⭐편집 living_vely,1919.0,110.0,1.0,0.0,0.0,0.91,1919.0,0.0,0.0,0.0,-0.48,중,-0.46,중,-0.51,중,-0.46,중,-0.46,중,-0.3,중,1.42,상,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,데이지영상 사라,1300.0,69.0,1.0,0.0,0.0,1.45,1300.0,0.0,0.0,0.0,-0.49,중,-0.47,중,-0.51,중,-0.46,중,-0.46,중,-0.15,중,0.67,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,479579.0,27401.0,416.0,38.0,1079600.0,1.52,1153.0,12620.0,9.13,225.0,6.81,상,5.52,상,4.87,상,8.9,상,7.88,상,-0.13,중,0.49,중,0.41,중,0.42,중,0.08,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,21546.0,887.0,15.0,0.0,0.0,1.69,1436.0,0.0,0.0,0.0,-0.18,중,-0.29,중,-0.33,중,-0.46,중,-0.46,중,-0.08,중,0.83,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,125286.0,7170.0,90.0,9.0,269000.0,1.26,1392.0,13921.0,10.0,215.0,1.4,상,1.08,상,0.65,중,1.76,상,1.62,상,-0.2,중,0.78,중,0.52,중,0.5,중,0.07,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,41903.0,1383.0,37.0,4.0,131660.0,2.68,1133.0,10476.0,10.81,314.0,0.13,중,-0.19,중,-0.04,중,0.53,중,0.56,중,0.19,중,0.46,중,0.25,중,0.57,중,0.19,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,14392.0,1183.0,9.0,3.0,84000.0,0.76,1599.0,4797.0,33.33,584.0,-0.29,중,-0.23,중,-0.41,중,0.28,중,0.19,중,-0.34,중,1.03,상,-0.2,중,2.56,상,0.53,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,8023.0,468.0,7.0,0.0,0.0,1.5,1146.0,0.0,0.0,0.0,-0.39,중,-0.39,중,-0.43,중,-0.46,중,-0.46,중,-0.13,중,0.48,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,902.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,66360.0,5237.0,77.0,7.0,234500.0,1.47,862.0,9480.0,9.09,353.0,0.5,중,0.66,중,0.48,중,1.27,상,1.35,상,-0.14,중,0.13,중,0.17,중,0.42,중,0.24,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,4216.0,264.0,7.0,0.0,0.0,2.65,602.0,0.0,0.0,0.0,-0.45,중,-0.43,중,-0.43,중,-0.46,중,-0.46,중,0.18,중,-0.18,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 동영상1,2146.0,90.0,1.0,0.0,0.0,1.11,2146.0,0.0,0.0,0.0,-0.48,중,-0.47,중,-0.51,중,-0.46,중,-0.46,중,-0.24,중,1.7,상,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1A,345.0,31.0,1.0,0.0,0.0,3.23,345.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.34,중,-0.5,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1B,112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1C,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,32.0,15.0,3.0,0.0,0.0,20.0,11.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.48,중,-0.46,중,-0.46,중,4.92,상,-0.9,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,412.0,114.0,5.0,0.0,0.0,4.39,82.0,0.0,0.0,0.0,-0.51,중,-0.46,중,-0.46,중,-0.46,중,-0.46,중,0.66,중,-0.82,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,612.0,182.0,1.0,0.0,0.0,0.55,612.0,0.0,0.0,0.0,-0.5,중,-0.45,중,-0.51,중,-0.46,중,-0.46,중,-0.39,중,-0.17,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,1042.0,164.0,5.0,0.0,0.0,3.05,208.0,0.0,0.0,0.0,-0.5,중,-0.45,중,-0.46,중,-0.46,중,-0.46,중,0.29,중,-0.66,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,54.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,73.0,28.0,1.0,0.0,0.0,3.57,73.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,0.43,중,-0.83,중,-0.57,중,-0.38,중,-0.2,중
2025. 2. 1,2025. 2. 24,기타,기타,기타,메타_전환,2025-02-28,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
