Day,funnel,Total users,New users,Returning users,New user %
2025-11-15,유입,1017,293,724,28.810226155358897
2025-11-15,활동,398,0,398,0.0
2025-11-16,구매완료,5,0,5,0.0
2025-11-16,기타,482,0,482,0.0
2025-11-16,유입,1263,375,888,29.69121140142518
2025-11-16,활동,479,0,479,0.0
2025-11-17,구매완료,1,0,1,0.0
2025-11-17,기타,368,0,368,0.0
2025-11-17,유입,956,271,685,28.34728033472803
2025-11-17,활동,402,0,402,0.0
2025-11-18,기타,277,0,277,0.0
2025-11-18,유입,737,196,541,26.594301221166894
2025-11-18,활동,302,0,302,0.0
2025-11-19,구매완료,2,0,2,0.0
2025-11-19,기타,303,0,303,0.0
2025-11-19,유입,793,214,579,26.986128625472887
2025-11-19,활동,341,0,341,0.0
2025-11-20,구매완료,2,0,2,0.0
2025-11-20,기타,318,0,318,0.0
2025-11-20,유입,831,228,603,27.436823104693143
2025-11-20,활동,348,0,348,0.0
2025-11-21,구매완료,1,0,1,0.0
2025-11-21,기타,338,0,338,0.0
2025-11-21,유입,928,268,660,28.879310344827587
2025-11-21,활동,399,0,399,0.0
2025-11-22,구매완료,1,0,1,0.0
2025-11-22,기타,347,0,347,0.0
2025-11-22,유입,903,246,657,27.242524916943523
2025-11-22,활동,373,0,373,0.0
2025-11-23,구매완료,1,0,1,0.0
2025-11-23,기타,420,0,420,0.0
2025-11-23,유입,1136,327,809,28.785211267605632
2025-11-23,활동,459,0,459,0.0
2025-11-24,구매완료,1,0,1,0.0
2025-11-24,기타,278,0,278,0.0
2025-11-24,유입,547,127,420,23.217550274223033
2025-11-24,활동,238,0,238,0.0
