월,주,일,캠페인이름,광고세트,유형구분,타겟팅,브랜드명,상품명,프로모션,비용,노출,클릭,전환수,전환값,ROAS,CPA,CPC,유형구분_통합
2025-01,2024-12-30/2025-01-05,2025-01-01,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241202_uiux db수집,구분필요,타겟팅,기타,기타,기타,11276,172,2.0,0,0,0.0,0.0,5638.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-01,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,11095,197,4.0,0,0,0.0,0.0,2773.75,전환
2025-01,2024-12-30/2025-01-05,2025-01-01,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241227_메뉴판,구분필요,타겟팅,기타,기타,기타,5858,170,5.0,0,0,0.0,0.0,1171.6,전환
2025-01,2024-12-30/2025-01-05,2025-01-01,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241227_에어드롭,구분필요,타겟팅,기타,기타,기타,6022,177,2.0,0,0,0.0,0.0,3011.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-01,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,12662,197,5.0,1,671875,5306.23124308956,12662.0,2532.4,전환
2025-01,2024-12-30/2025-01-05,2025-01-01,[그로스팀] 트래픽 증가 목적 캠페인,241227_테스트3,구분필요,타겟팅,기타,기타,기타,10640,569,24.0,0,0,0.0,0.0,443.3333333333333,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241202_uiux db수집,구분필요,타겟팅,기타,기타,기타,9926,185,4.0,0,0,0.0,0.0,2481.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,10090,160,3.0,0,0,0.0,0.0,3363.3333333333335,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241227_메뉴판,구분필요,타겟팅,기타,기타,기타,5568,142,1.0,0,0,0.0,0.0,5568.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241227_에어드롭,구분필요,타겟팅,기타,기타,기타,5085,103,3.0,0,0,0.0,0.0,1695.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,9265,102,2.0,0,0,0.0,0.0,4632.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[그로스팀] 트래픽 증가 목적 캠페인,241227_테스트3,구분필요,타겟팅,기타,기타,기타,3360,237,5.0,0,0,0.0,0.0,672.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-02,[그로스팀] 트래픽 증가 목적 캠페인,250102_테스트4 - 영상,구분필요,타겟팅,기타,기타,기타,6671,227,18.0,0,0,0.0,0.0,370.6111111111111,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241202_uiux db수집,구분필요,타겟팅,기타,기타,기타,3984,93,2.0,0,0,0.0,0.0,1992.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,8503,153,2.0,0,0,0.0,0.0,4251.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241227_메뉴판,구분필요,타겟팅,기타,기타,기타,1900,49,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241227_에어드롭,구분필요,타겟팅,기타,기타,기타,1726,51,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,1901,42,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,1846,54,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,1444,57,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,7456,126,3.0,0,0,0.0,0.0,2485.3333333333335,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[그로스팀] 트래픽 증가 목적 캠페인,250102_테스트4 - 영상,구분필요,타겟팅,기타,기타,기타,4627,140,11.0,0,0,0.0,0.0,420.6363636363636,전환
2025-01,2024-12-30/2025-01-05,2025-01-03,[그로스팀] 트래픽 증가 목적 캠페인,250103_테스트5,구분필요,타겟팅,기타,기타,기타,3195,193,8.0,0,0,0.0,0.0,399.375,전환
2025-01,2024-12-30/2025-01-05,2025-01-04,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,7599,189,2.0,0,0,0.0,0.0,3799.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-04,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4538,82,3.0,1,671875,14805.53107095637,4538.0,1512.6666666666667,전환
2025-01,2024-12-30/2025-01-05,2025-01-04,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4500,142,3.0,0,0,0.0,0.0,1500.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-04,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4817,95,2.0,0,0,0.0,0.0,2408.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-04,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,7701,178,4.0,1,671875,8724.51629658486,7701.0,1925.25,전환
2025-01,2024-12-30/2025-01-05,2025-01-04,[그로스팀] 트래픽 증가 목적 캠페인,250103_테스트5,구분필요,타겟팅,기타,기타,기타,9960,764,29.0,0,0,0.0,0.0,343.44827586206895,전환
2025-01,2024-12-30/2025-01-05,2025-01-05,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,14899,154,2.0,0,0,0.0,0.0,7449.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-05,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,5590,133,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-05,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,5470,114,1.0,0,0,0.0,0.0,5470.0,전환
2025-01,2024-12-30/2025-01-05,2025-01-05,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,5751,147,2.0,0,0,0.0,0.0,2875.5,전환
2025-01,2024-12-30/2025-01-05,2025-01-05,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,13741,223,3.0,1,671875,4889.5640783058,13741.0,4580.333333333333,전환
2025-01,2024-12-30/2025-01-05,2025-01-05,[그로스팀] 트래픽 증가 목적 캠페인,250103_테스트5,구분필요,타겟팅,기타,기타,기타,12104,794,45.0,0,0,0.0,0.0,268.97777777777776,전환
2025-01,2025-01-06/2025-01-12,2025-01-06,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,9083,160,3.0,0,0,0.0,0.0,3027.6666666666665,전환
2025-01,2025-01-06/2025-01-12,2025-01-06,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,7336,148,7.0,0,0,0.0,0.0,1048.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-06,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,5778,127,4.0,0,0,0.0,0.0,1444.5,전환
2025-01,2025-01-06/2025-01-12,2025-01-06,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,5848,156,1.0,0,0,0.0,0.0,5848.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-06,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,11367,180,3.0,0,0,0.0,0.0,3789.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-06,[그로스팀] 트래픽 증가 목적 캠페인,250103_테스트5,구분필요,타겟팅,기타,기타,기타,10431,634,19.0,0,0,0.0,0.0,549.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-07,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,241220_문어발전단지,구분필요,타겟팅,기타,기타,기타,2015,41,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-07,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4438,95,3.0,0,0,0.0,0.0,1479.3333333333333,전환
2025-01,2025-01-06/2025-01-12,2025-01-07,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,6315,122,2.0,0,0,0.0,0.0,3157.5,전환
2025-01,2025-01-06/2025-01-12,2025-01-07,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4452,103,6.0,1,671875,15091.531895777178,4452.0,742.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-07,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,8574,171,3.0,0,0,0.0,0.0,2858.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-07,[그로스팀] 트래픽 증가 목적 캠페인,250103_테스트5,구분필요,타겟팅,기타,기타,기타,5993,341,11.0,0,0,0.0,0.0,544.8181818181819,전환
2025-01,2025-01-06/2025-01-12,2025-01-08,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4875,96,2.0,0,0,0.0,0.0,2437.5,전환
2025-01,2025-01-06/2025-01-12,2025-01-08,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4851,102,4.0,0,0,0.0,0.0,1212.75,전환
2025-01,2025-01-06/2025-01-12,2025-01-08,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,5883,129,2.0,0,0,0.0,0.0,2941.5,전환
2025-01,2025-01-06/2025-01-12,2025-01-08,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,9479,151,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-09,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4715,92,4.0,0,0,0.0,0.0,1178.75,전환
2025-01,2025-01-06/2025-01-12,2025-01-09,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4458,89,1.0,0,0,0.0,0.0,4458.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-09,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4573,87,2.0,0,0,0.0,0.0,2286.5,전환
2025-01,2025-01-06/2025-01-12,2025-01-09,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,8880,136,4.0,0,0,0.0,0.0,2220.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-10,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4285,101,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-10,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4797,104,4.0,0,0,0.0,0.0,1199.25,전환
2025-01,2025-01-06/2025-01-12,2025-01-10,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4418,134,2.0,0,0,0.0,0.0,2209.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-10,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,9962,131,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-10,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,1366,84,1.0,0,0,0.0,0.0,1366.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-11,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,3748,98,2.0,0,0,0.0,0.0,1874.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-11,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,3318,72,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-11,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4075,109,1.0,0,0,0.0,0.0,4075.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-11,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,7975,122,3.0,0,0,0.0,0.0,2658.3333333333335,전환
2025-01,2025-01-06/2025-01-12,2025-01-11,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,4763,249,9.0,0,0,0.0,0.0,529.2222222222222,전환
2025-01,2025-01-06/2025-01-12,2025-01-12,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,7287,135,5.0,0,0,0.0,0.0,1457.4,전환
2025-01,2025-01-06/2025-01-12,2025-01-12,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,7607,114,2.0,0,0,0.0,0.0,3803.5,전환
2025-01,2025-01-06/2025-01-12,2025-01-12,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,6666,154,6.0,0,0,0.0,0.0,1111.0,전환
2025-01,2025-01-06/2025-01-12,2025-01-12,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,13977,167,7.0,1,671875,4807.004364312799,13977.0,1996.7142857142858,전환
2025-01,2025-01-06/2025-01-12,2025-01-12,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,5312,149,16.0,0,0,0.0,0.0,332.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-13,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,5036,97,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-13,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,5192,92,2.0,0,0,0.0,0.0,2596.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-13,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,6175,115,5.0,0,0,0.0,0.0,1235.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-13,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,12497,136,2.0,0,0,0.0,0.0,6248.5,전환
2025-01,2025-01-13/2025-01-19,2025-01-13,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,5198,128,13.0,0,0,0.0,0.0,399.84615384615387,전환
2025-01,2025-01-13/2025-01-19,2025-01-14,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,5374,142,1.0,0,0,0.0,0.0,5374.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-14,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4809,131,5.0,0,0,0.0,0.0,961.8,전환
2025-01,2025-01-13/2025-01-19,2025-01-14,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4687,93,3.0,0,0,0.0,0.0,1562.3333333333333,전환
2025-01,2025-01-13/2025-01-19,2025-01-14,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,6748,97,1.0,0,0,0.0,0.0,6748.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-14,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,5425,118,14.0,0,0,0.0,0.0,387.5,전환
2025-01,2025-01-13/2025-01-19,2025-01-15,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,5137,94,3.0,2,1343750,26158.263577963793,2568.5,1712.3333333333333,전환
2025-01,2025-01-13/2025-01-19,2025-01-15,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4948,97,2.0,0,0,0.0,0.0,2474.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-15,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4650,75,3.0,0,0,0.0,0.0,1550.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-15,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,5766,83,1.0,0,0,0.0,0.0,5766.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-15,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,5402,281,7.0,0,0,0.0,0.0,771.7142857142857,전환
2025-01,2025-01-13/2025-01-19,2025-01-16,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,3750,68,1.0,0,0,0.0,0.0,3750.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-16,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,4186,83,2.0,0,0,0.0,0.0,2093.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-16,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,5002,106,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-16,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,6306,93,1.0,0,0,0.0,0.0,6306.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-16,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,5337,214,13.0,0,0,0.0,0.0,410.53846153846155,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4126,79,1.0,0,0,0.0,0.0,4126.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_기프티콘,구분필요,타겟팅,기타,기타,기타,1121,30,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,3421,77,2.0,0,0,0.0,0.0,1710.5,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250117_대시보드구축,구분필요,타겟팅,기타,기타,기타,3584,89,5.0,0,0,0.0,0.0,716.8,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,4286,49,2.0,0,0,0.0,0.0,2143.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 채용공고 트래픽 증가 목적 캠페인,250117_그로스마케터_그리팅,구분필요,타겟팅,기타,기타,기타,894,181,2.0,0,0,0.0,0.0,447.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[GM] 채용공고 트래픽 증가 목적 캠페인,250117_파트너즈_마케터_그리팅,구분필요,타겟팅,기타,기타,기타,1633,196,10.0,0,0,0.0,0.0,163.3,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[그로스팀] 트래픽 증가 목적 캠페인,250110_테스트6,구분필요,타겟팅,기타,기타,기타,553,69,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-17,[그로스팀] 트래픽 증가 목적 캠페인,250117_테스트7,구분필요,타겟팅,기타,기타,기타,2959,231,8.0,0,0,0.0,0.0,369.875,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4202,71,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,4396,83,2.0,0,0,0.0,0.0,2198.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250117_대시보드구축,구분필요,타겟팅,기타,기타,기타,4153,108,3.0,0,0,0.0,0.0,1384.3333333333333,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,2607,37,2.0,0,0,0.0,0.0,1303.5,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[GM] 채용공고 트래픽 증가 목적 캠페인,250117_그로스마케터_그리팅,구분필요,타겟팅,기타,기타,기타,5216,423,25.0,0,0,0.0,0.0,208.64,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[GM] 채용공고 트래픽 증가 목적 캠페인,250117_파트너즈_마케터_그리팅,구분필요,타겟팅,기타,기타,기타,4626,417,20.0,0,0,0.0,0.0,231.3,전환
2025-01,2025-01-13/2025-01-19,2025-01-18,[그로스팀] 트래픽 증가 목적 캠페인,250117_테스트7,구분필요,타겟팅,기타,기타,기타,4802,399,14.0,0,0,0.0,0.0,343.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,7220,92,2.0,0,0,0.0,0.0,3610.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,6942,110,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250117_대시보드구축,구분필요,타겟팅,기타,기타,기타,5377,115,2.0,0,0,0.0,0.0,2688.5,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,[GM]241121_프라이싱_2_신디자인,구분필요,타겟팅,기타,기타,기타,7797,58,3.0,0,0,0.0,0.0,2599.0,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[GM] 채용공고 트래픽 증가 목적 캠페인,250117_그로스마케터_그리팅,구분필요,타겟팅,기타,기타,기타,5272,494,25.0,0,0,0.0,0.0,210.88,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[GM] 채용공고 트래픽 증가 목적 캠페인,250117_파트너즈_마케터_그리팅,구분필요,타겟팅,기타,기타,기타,5147,476,17.0,0,0,0.0,0.0,302.7647058823529,전환
2025-01,2025-01-13/2025-01-19,2025-01-19,[그로스팀] 트래픽 증가 목적 캠페인,250117_테스트7,구분필요,타겟팅,기타,기타,기타,6885,309,22.0,0,0,0.0,0.0,312.95454545454544,전환
2025-01,2025-01-20/2025-01-26,2025-01-20,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_검색기록,구분필요,타겟팅,기타,기타,기타,4184,49,0.0,0,0,0.0,0.0,0.0,전환
2025-01,2025-01-20/2025-01-26,2025-01-20,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250103_폴더영상,구분필요,타겟팅,기타,기타,기타,3157,46,1.0,0,0,0.0,0.0,3157.0,전환
2025-01,2025-01-20/2025-01-26,2025-01-20,[GM] 그로스메이커 잠재고객 DB 수집 전환 목적 캠페인,250117_대시보드구축,구분필요,타겟팅,기타,기타,기타,4984,91,5.0,0,0,0.0,0.0,996.8,전환
