월,주,일,광고세트,성별,유형구분,타겟팅,브랜드명,상품명,프로모션,비용,노출,클릭,전환수,전환값,ROAS,CPA,CPC,성별_통합,유형구분_통합
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM] 트래픽 세트,Male,구분필요,-,기타,기타,기타,7290,528,21.0,0,0,0.0,0.0,347.14285714285717,남성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM] 트래픽 세트,Unknown,구분필요,-,기타,기타,기타,245,12,0.0,0,0,0.0,0.0,0.0,알 수 없음,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM]250214_프라이싱_마케팅,Female,구분필요,-,기타,기타,기타,1664,61,2.0,0,0,0.0,0.0,832.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM]250214_프라이싱_마케팅,Male,구분필요,-,기타,기타,기타,3708,127,2.0,0,0,0.0,0.0,1854.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM]250214_프라이싱_마케팅,Unknown,구분필요,-,기타,기타,기타,104,5,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM]250214_프라이싱_성장관리,Female,구분필요,-,기타,기타,기타,1008,36,2.0,0,0,0.0,0.0,504.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM]250214_프라이싱_성장관리,Male,구분필요,-,기타,기타,기타,5917,85,4.0,1,671875,11354.994084840291,5917.0,1479.25,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,[GM]250214_프라이싱_성장관리,Unknown,구분필요,-,기타,기타,기타,122,2,1.0,0,0,0.0,0.0,122.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250117_그로스마케터_그리팅,Female,구분필요,-,기타,기타,기타,1081,107,4.0,0,0,0.0,0.0,270.25,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250117_그로스마케터_그리팅,Male,구분필요,-,기타,기타,기타,655,79,5.0,0,0,0.0,0.0,131.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250117_그로스마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,3,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250117_파트너즈_마케터_그리팅,Female,구분필요,-,기타,기타,기타,734,81,2.0,0,0,0.0,0.0,367.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250117_파트너즈_마케터_그리팅,Male,구분필요,-,기타,기타,기타,1063,115,5.0,0,0,0.0,0.0,212.6,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250117_파트너즈_마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,4,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_그로스PM_그리팅,Female,구분필요,-,기타,기타,기타,817,97,3.0,0,0,0.0,0.0,272.3333333333333,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_그로스PM_그리팅,Male,구분필요,-,기타,기타,기타,1187,179,7.0,0,0,0.0,0.0,169.57142857142858,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_그로스PM_그리팅,Unknown,구분필요,-,기타,기타,기타,8,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_데이터애널리스트_그리팅,Female,구분필요,-,기타,기타,기타,649,71,4.0,0,0,0.0,0.0,162.25,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_데이터애널리스트_그리팅,Male,구분필요,-,기타,기타,기타,1012,160,7.0,0,0,0.0,0.0,144.57142857142858,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_세일즈매니저_그리팅,Female,구분필요,-,기타,기타,기타,308,25,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250123_세일즈매니저_그리팅,Male,구분필요,-,기타,기타,기타,1464,148,11.0,0,0,0.0,0.0,133.0909090909091,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250211_세일즈파트너즈_그리팅,Female,구분필요,-,기타,기타,기타,535,178,2.0,0,0,0.0,0.0,267.5,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250211_세일즈파트너즈_그리팅,Male,구분필요,-,기타,기타,기타,1620,449,3.0,0,0,0.0,0.0,540.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,250211_세일즈파트너즈_그리팅,Unknown,구분필요,-,기타,기타,기타,43,4,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM] 트래픽 세트,Female,구분필요,-,기타,기타,기타,5942,553,15.0,0,0,0.0,0.0,396.1333333333333,여성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM] 트래픽 세트,Male,구분필요,-,기타,기타,기타,6311,1106,22.0,0,0,0.0,0.0,286.8636363636364,남성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM] 트래픽 세트,Unknown,구분필요,-,기타,기타,기타,341,22,1.0,0,0,0.0,0.0,341.0,알 수 없음,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM]250214_프라이싱_마케팅,Female,구분필요,-,기타,기타,기타,861,31,2.0,0,0,0.0,0.0,430.5,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM]250214_프라이싱_마케팅,Male,구분필요,-,기타,기타,기타,6041,99,4.0,0,0,0.0,0.0,1510.25,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM]250214_프라이싱_마케팅,Unknown,구분필요,-,기타,기타,기타,191,2,1.0,0,0,0.0,0.0,191.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM]250214_프라이싱_성장관리,Female,구분필요,-,기타,기타,기타,1825,37,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-19,[GM]250214_프라이싱_성장관리,Male,구분필요,-,기타,기타,기타,2045,68,2.0,0,0,0.0,0.0,1022.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250117_그로스마케터_그리팅,Female,구분필요,-,기타,기타,기타,1034,102,4.0,0,0,0.0,0.0,258.5,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250117_그로스마케터_그리팅,Male,구분필요,-,기타,기타,기타,801,85,5.0,0,0,0.0,0.0,160.2,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250117_그로스마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,22,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250117_파트너즈_마케터_그리팅,Female,구분필요,-,기타,기타,기타,779,87,4.0,0,0,0.0,0.0,194.75,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250117_파트너즈_마케터_그리팅,Male,구분필요,-,기타,기타,기타,1058,105,5.0,0,0,0.0,0.0,211.6,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_그로스PM_그리팅,Female,구분필요,-,기타,기타,기타,901,111,5.0,0,0,0.0,0.0,180.2,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_그로스PM_그리팅,Male,구분필요,-,기타,기타,기타,1037,133,3.0,0,0,0.0,0.0,345.6666666666667,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_그로스PM_그리팅,Unknown,구분필요,-,기타,기타,기타,25,3,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_데이터애널리스트_그리팅,Female,구분필요,-,기타,기타,기타,724,83,6.0,0,0,0.0,0.0,120.66666666666667,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_데이터애널리스트_그리팅,Male,구분필요,-,기타,기타,기타,1080,144,7.0,0,0,0.0,0.0,154.28571428571428,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_세일즈매니저_그리팅,Female,구분필요,-,기타,기타,기타,359,28,1.0,0,0,0.0,0.0,359.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_세일즈매니저_그리팅,Male,구분필요,-,기타,기타,기타,1281,123,5.0,0,0,0.0,0.0,256.2,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250123_세일즈매니저_그리팅,Unknown,구분필요,-,기타,기타,기타,14,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250211_세일즈파트너즈_그리팅,Female,구분필요,-,기타,기타,기타,278,38,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250211_세일즈파트너즈_그리팅,Male,구분필요,-,기타,기타,기타,1338,127,4.0,0,0,0.0,0.0,334.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,250211_세일즈파트너즈_그리팅,Unknown,구분필요,-,기타,기타,기타,26,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM] 트래픽 세트,Female,구분필요,-,기타,기타,기타,5410,586,21.0,0,0,0.0,0.0,257.6190476190476,여성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM] 트래픽 세트,Male,구분필요,-,기타,기타,기타,7166,1156,23.0,0,0,0.0,0.0,311.5652173913044,남성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM] 트래픽 세트,Unknown,구분필요,-,기타,기타,기타,214,15,0.0,0,0,0.0,0.0,0.0,알 수 없음,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM]250214_프라이싱_마케팅,Female,구분필요,-,기타,기타,기타,634,12,1.0,0,0,0.0,0.0,634.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM]250214_프라이싱_마케팅,Male,구분필요,-,기타,기타,기타,2668,61,1.0,0,0,0.0,0.0,2668.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM]250214_프라이싱_마케팅,Unknown,구분필요,-,기타,기타,기타,98,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM]250214_프라이싱_성장관리,Female,구분필요,-,기타,기타,기타,1300,44,2.0,0,0,0.0,0.0,650.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM]250214_프라이싱_성장관리,Male,구분필요,-,기타,기타,기타,2563,93,4.0,0,0,0.0,0.0,640.75,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-20,[GM]250214_프라이싱_성장관리,Unknown,구분필요,-,기타,기타,기타,122,5,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250117_그로스마케터_그리팅,Female,구분필요,-,기타,기타,기타,1063,96,4.0,0,0,0.0,0.0,265.75,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250117_그로스마케터_그리팅,Male,구분필요,-,기타,기타,기타,811,72,4.0,0,0,0.0,0.0,202.75,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250117_그로스마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,17,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250117_파트너즈_마케터_그리팅,Female,구분필요,-,기타,기타,기타,755,80,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250117_파트너즈_마케터_그리팅,Male,구분필요,-,기타,기타,기타,1129,105,3.0,0,0,0.0,0.0,376.3333333333333,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250117_파트너즈_마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,111,4,1.0,0,0,0.0,0.0,111.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_그로스PM_그리팅,Female,구분필요,-,기타,기타,기타,921,125,9.0,0,0,0.0,0.0,102.33333333333333,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_그로스PM_그리팅,Male,구분필요,-,기타,기타,기타,921,100,4.0,0,0,0.0,0.0,230.25,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_그로스PM_그리팅,Unknown,구분필요,-,기타,기타,기타,21,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_데이터애널리스트_그리팅,Female,구분필요,-,기타,기타,기타,735,79,9.0,0,0,0.0,0.0,81.66666666666667,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_데이터애널리스트_그리팅,Male,구분필요,-,기타,기타,기타,1069,155,7.0,0,0,0.0,0.0,152.71428571428572,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_데이터애널리스트_그리팅,Unknown,구분필요,-,기타,기타,기타,7,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_세일즈매니저_그리팅,Female,구분필요,-,기타,기타,기타,328,21,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_세일즈매니저_그리팅,Male,구분필요,-,기타,기타,기타,1578,141,7.0,0,0,0.0,0.0,225.42857142857142,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250123_세일즈매니저_그리팅,Unknown,구분필요,-,기타,기타,기타,13,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250211_세일즈파트너즈_그리팅,Female,구분필요,-,기타,기타,기타,403,60,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250211_세일즈파트너즈_그리팅,Male,구분필요,-,기타,기타,기타,1388,182,4.0,0,0,0.0,0.0,347.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,250211_세일즈파트너즈_그리팅,Unknown,구분필요,-,기타,기타,기타,80,5,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM] 트래픽 세트,Female,구분필요,-,기타,기타,기타,4842,696,14.0,0,0,0.0,0.0,345.85714285714283,여성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM] 트래픽 세트,Male,구분필요,-,기타,기타,기타,6551,1572,21.0,0,0,0.0,0.0,311.95238095238096,남성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM] 트래픽 세트,Unknown,구분필요,-,기타,기타,기타,500,17,2.0,0,0,0.0,0.0,250.0,알 수 없음,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM]250214_프라이싱_마케팅,Female,구분필요,-,기타,기타,기타,526,13,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM]250214_프라이싱_마케팅,Male,구분필요,-,기타,기타,기타,2519,70,1.0,0,0,0.0,0.0,2519.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM]250214_프라이싱_마케팅,Unknown,구분필요,-,기타,기타,기타,195,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM]250214_프라이싱_성장관리,Female,구분필요,-,기타,기타,기타,570,18,1.0,0,0,0.0,0.0,570.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM]250214_프라이싱_성장관리,Male,구분필요,-,기타,기타,기타,3491,95,1.0,0,0,0.0,0.0,3491.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-21,[GM]250214_프라이싱_성장관리,Unknown,구분필요,-,기타,기타,기타,74,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250117_그로스마케터_그리팅,Female,구분필요,-,기타,기타,기타,729,90,1.0,0,0,0.0,0.0,729.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250117_그로스마케터_그리팅,Male,구분필요,-,기타,기타,기타,1057,117,1.0,0,0,0.0,0.0,1057.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250117_그로스마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,3,1,1.0,0,0,0.0,0.0,3.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250117_파트너즈_마케터_그리팅,Female,구분필요,-,기타,기타,기타,480,52,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250117_파트너즈_마케터_그리팅,Male,구분필요,-,기타,기타,기타,1284,139,6.0,0,0,0.0,0.0,214.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_그로스PM_그리팅,Female,구분필요,-,기타,기타,기타,744,92,6.0,0,0,0.0,0.0,124.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_그로스PM_그리팅,Male,구분필요,-,기타,기타,기타,931,125,3.0,0,0,0.0,0.0,310.3333333333333,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_그로스PM_그리팅,Unknown,구분필요,-,기타,기타,기타,34,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_데이터애널리스트_그리팅,Female,구분필요,-,기타,기타,기타,835,99,4.0,0,0,0.0,0.0,208.75,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_데이터애널리스트_그리팅,Male,구분필요,-,기타,기타,기타,1032,158,8.0,0,0,0.0,0.0,129.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_세일즈매니저_그리팅,Female,구분필요,-,기타,기타,기타,347,41,2.0,0,0,0.0,0.0,173.5,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250123_세일즈매니저_그리팅,Male,구분필요,-,기타,기타,기타,1485,156,6.0,0,0,0.0,0.0,247.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250211_세일즈파트너즈_그리팅,Female,구분필요,-,기타,기타,기타,246,115,1.0,0,0,0.0,0.0,246.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250211_세일즈파트너즈_그리팅,Male,구분필요,-,기타,기타,기타,1365,281,4.0,0,0,0.0,0.0,341.25,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,250211_세일즈파트너즈_그리팅,Unknown,구분필요,-,기타,기타,기타,30,4,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM] 트래픽 세트,Female,구분필요,-,기타,기타,기타,5384,371,22.0,0,0,0.0,0.0,244.72727272727272,여성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM] 트래픽 세트,Male,구분필요,-,기타,기타,기타,6577,776,21.0,0,0,0.0,0.0,313.1904761904762,남성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM] 트래픽 세트,Unknown,구분필요,-,기타,기타,기타,584,14,1.0,0,0,0.0,0.0,584.0,알 수 없음,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM]250214_프라이싱_마케팅,Female,구분필요,-,기타,기타,기타,801,61,4.0,0,0,0.0,0.0,200.25,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM]250214_프라이싱_마케팅,Male,구분필요,-,기타,기타,기타,3445,157,2.0,0,0,0.0,0.0,1722.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM]250214_프라이싱_마케팅,Unknown,구분필요,-,기타,기타,기타,60,1,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM]250214_프라이싱_성장관리,Female,구분필요,-,기타,기타,기타,1190,44,0.0,0,0,0.0,0.0,0.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM]250214_프라이싱_성장관리,Male,구분필요,-,기타,기타,기타,3371,110,2.0,0,0,0.0,0.0,1685.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-22,[GM]250214_프라이싱_성장관리,Unknown,구분필요,-,기타,기타,기타,49,3,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250117_그로스마케터_그리팅,Female,구분필요,-,기타,기타,기타,1289,127,1.0,0,0,0.0,0.0,1289.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250117_그로스마케터_그리팅,Male,구분필요,-,기타,기타,기타,1033,129,4.0,0,0,0.0,0.0,258.25,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250117_그로스마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,31,3,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250117_파트너즈_마케터_그리팅,Female,구분필요,-,기타,기타,기타,645,81,1.0,0,0,0.0,0.0,645.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250117_파트너즈_마케터_그리팅,Male,구분필요,-,기타,기타,기타,1760,176,2.0,0,0,0.0,0.0,880.0,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250117_파트너즈_마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,39,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_그로스PM_그리팅,Female,구분필요,-,기타,기타,기타,881,128,5.0,0,0,0.0,0.0,176.2,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_그로스PM_그리팅,Male,구분필요,-,기타,기타,기타,1592,188,5.0,0,0,0.0,0.0,318.4,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_그로스PM_그리팅,Unknown,구분필요,-,기타,기타,기타,8,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_데이터애널리스트_그리팅,Female,구분필요,-,기타,기타,기타,542,83,4.0,0,0,0.0,0.0,135.5,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_데이터애널리스트_그리팅,Male,구분필요,-,기타,기타,기타,1844,254,10.0,0,0,0.0,0.0,184.4,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_세일즈매니저_그리팅,Female,구분필요,-,기타,기타,기타,405,43,1.0,0,0,0.0,0.0,405.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250123_세일즈매니저_그리팅,Male,구분필요,-,기타,기타,기타,2075,230,2.0,0,0,0.0,0.0,1037.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250211_세일즈파트너즈_그리팅,Female,구분필요,-,기타,기타,기타,816,125,4.0,0,0,0.0,0.0,204.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250211_세일즈파트너즈_그리팅,Male,구분필요,-,기타,기타,기타,1687,341,5.0,0,0,0.0,0.0,337.4,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,250211_세일즈파트너즈_그리팅,Unknown,구분필요,-,기타,기타,기타,7,6,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM] 트래픽 세트,Female,구분필요,-,기타,기타,기타,9690,246,20.0,0,0,0.0,0.0,484.5,여성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM] 트래픽 세트,Male,구분필요,-,기타,기타,기타,7092,243,19.0,0,0,0.0,0.0,373.2631578947368,남성,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM] 트래픽 세트,Unknown,구분필요,-,기타,기타,기타,221,8,0.0,0,0,0.0,0.0,0.0,알 수 없음,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM]250214_프라이싱_마케팅,Female,구분필요,-,기타,기타,기타,866,54,2.0,0,0,0.0,0.0,433.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM]250214_프라이싱_마케팅,Male,구분필요,-,기타,기타,기타,5889,174,2.0,0,0,0.0,0.0,2944.5,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM]250214_프라이싱_마케팅,Unknown,구분필요,-,기타,기타,기타,95,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM]250214_프라이싱_성장관리,Female,구분필요,-,기타,기타,기타,2452,70,1.0,0,0,0.0,0.0,2452.0,여성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM]250214_프라이싱_성장관리,Male,구분필요,-,기타,기타,기타,4037,189,6.0,0,0,0.0,0.0,672.8333333333334,남성,전환
2025-02,2025-02-17/2025-02-23,2025-02-23,[GM]250214_프라이싱_성장관리,Unknown,구분필요,-,기타,기타,기타,51,4,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250117_그로스마케터_그리팅,Female,구분필요,-,기타,기타,기타,1040,98,4.0,0,0,0.0,0.0,260.0,여성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250117_그로스마케터_그리팅,Male,구분필요,-,기타,기타,기타,1157,121,6.0,0,0,0.0,0.0,192.83333333333334,남성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250117_그로스마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,6,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250117_파트너즈_마케터_그리팅,Female,구분필요,-,기타,기타,기타,740,88,1.0,0,0,0.0,0.0,740.0,여성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250117_파트너즈_마케터_그리팅,Male,구분필요,-,기타,기타,기타,1255,135,3.0,0,0,0.0,0.0,418.3333333333333,남성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250117_파트너즈_마케터_그리팅,Unknown,구분필요,-,기타,기타,기타,15,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_그로스PM_그리팅,Female,구분필요,-,기타,기타,기타,591,70,4.0,0,0,0.0,0.0,147.75,여성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_그로스PM_그리팅,Male,구분필요,-,기타,기타,기타,1492,190,5.0,0,0,0.0,0.0,298.4,남성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_그로스PM_그리팅,Unknown,구분필요,-,기타,기타,기타,42,2,0.0,0,0,0.0,0.0,0.0,알 수 없음,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_데이터애널리스트_그리팅,Female,구분필요,-,기타,기타,기타,871,109,9.0,0,0,0.0,0.0,96.77777777777777,여성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_데이터애널리스트_그리팅,Male,구분필요,-,기타,기타,기타,1532,226,8.0,0,0,0.0,0.0,191.5,남성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_데이터애널리스트_그리팅,Unknown,구분필요,-,기타,기타,기타,8,1,1.0,0,0,0.0,0.0,8.0,알 수 없음,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_세일즈매니저_그리팅,Female,구분필요,-,기타,기타,기타,545,50,1.0,0,0,0.0,0.0,545.0,여성,전환
2025-02,2025-02-24/2025-03-02,2025-02-24,250123_세일즈매니저_그리팅,Male,구분필요,-,기타,기타,기타,1933,197,8.0,0,0,0.0,0.0,241.625,남성,전환
