월,주,일,광고세트,기기플랫폼,유형구분,타겟팅,브랜드명,상품명,프로모션,비용,노출,클릭,전환수,전환값,ROAS,CPA,CPC,기기플랫폼_통합,유형구분_통합
2025-02,2025-01-27/2025-02-02,2025-02-02,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,3904,624,20.0,0,0,0.0,0.0,195.2,앱,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,250123_데이터애널리스트_그리팅,Mobile web,구분필요,-,기타,기타,기타,11,3,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,250123_세일즈매니저_그리팅,Desktop,구분필요,-,기타,기타,기타,5,3,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,3576,494,22.0,0,0,0.0,0.0,162.54545454545453,앱,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,250123_세일즈매니저_그리팅,Mobile web,구분필요,-,기타,기타,기타,16,2,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,448,7,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,19036,346,5.0,2,1343750,7058.993486026477,9518.0,3807.2,앱,전환
2025-02,2025-01-27/2025-02-02,2025-02-02,[GM]241121_프라이싱_2_신디자인,Mobile web,구분필요,-,기타,기타,기타,33,3,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250103_검색기록,Desktop,구분필요,-,기타,기타,기타,106,8,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250103_검색기록,Mobile app,구분필요,-,기타,기타,기타,2652,94,0.0,0,0,0.0,0.0,0.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250103_검색기록,Mobile web,구분필요,-,기타,기타,기타,31,2,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,1765,250,12.0,0,0,0.0,0.0,147.08333333333334,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250117_대시보드구축,Desktop,구분필요,-,기타,기타,기타,14,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,3435,70,0.0,0,0,0.0,0.0,0.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,0,2,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,1761,306,5.0,0,0,0.0,0.0,352.2,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,1849,259,5.0,0,0,0.0,0.0,369.8,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,1820,255,6.0,0,0,0.0,0.0,303.3333333333333,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250123_세일즈매니저_그리팅,Desktop,구분필요,-,기타,기타,기타,1,5,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,1804,252,12.0,0,0,0.0,0.0,150.33333333333334,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,754,12,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-03,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,5325,150,5.0,0,0,0.0,0.0,1065.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250103_검색기록,Desktop,구분필요,-,기타,기타,기타,394,8,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250103_검색기록,Mobile app,구분필요,-,기타,기타,기타,4608,161,2.0,0,0,0.0,0.0,2304.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250103_검색기록,Mobile web,구분필요,-,기타,기타,기타,20,2,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250117_그로스마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,1,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3418,401,16.0,0,0,0.0,0.0,213.625,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250117_대시보드구축,Desktop,구분필요,-,기타,기타,기타,50,2,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,5953,221,4.0,1,671875,11286.326222072905,5953.0,1488.25,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,1,11,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3112,367,7.0,0,0,0.0,0.0,444.57142857142856,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_그로스PM_그리팅,Desktop,구분필요,-,기타,기타,기타,2,11,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,3345,417,26.0,0,0,0.0,0.0,128.65384615384616,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_데이터애널리스트_그리팅,Desktop,구분필요,-,기타,기타,기타,19,7,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,3269,393,17.0,0,0,0.0,0.0,192.2941176470588,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_데이터애널리스트_그리팅,Mobile web,구분필요,-,기타,기타,기타,12,1,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_세일즈매니저_그리팅,Desktop,구분필요,-,기타,기타,기타,9,8,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,3380,359,17.0,0,0,0.0,0.0,198.8235294117647,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,1857,22,1.0,0,0,0.0,0.0,1857.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-04,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,9230,217,5.0,1,671875,7279.252437703141,9230.0,1846.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250103_검색기록,Desktop,구분필요,-,기타,기타,기타,382,17,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250103_검색기록,Mobile app,구분필요,-,기타,기타,기타,4993,205,0.0,0,0,0.0,0.0,0.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250103_검색기록,Mobile web,구분필요,-,기타,기타,기타,219,5,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3290,412,26.0,0,0,0.0,0.0,126.53846153846153,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250117_대시보드구축,Desktop,구분필요,-,기타,기타,기타,85,3,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,5808,177,5.0,0,0,0.0,0.0,1161.6,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250117_대시보드구축,Mobile web,구분필요,-,기타,기타,기타,27,1,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,8,12,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3196,349,11.0,0,0,0.0,0.0,290.54545454545456,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250123_그로스PM_그리팅,Desktop,구분필요,-,기타,기타,기타,0,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,3383,402,19.0,0,0,0.0,0.0,178.05263157894737,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,3050,374,14.0,0,0,0.0,0.0,217.85714285714286,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250123_세일즈매니저_그리팅,Desktop,구분필요,-,기타,기타,기타,0,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,3374,355,17.0,0,0,0.0,0.0,198.47058823529412,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,382,11,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-05,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,12836,169,4.0,0,0,0.0,0.0,3209.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250103_검색기록,Desktop,구분필요,-,기타,기타,기타,453,7,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250103_검색기록,Mobile app,구분필요,-,기타,기타,기타,3733,82,3.0,0,0,0.0,0.0,1244.3333333333333,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,1646,203,7.0,0,0,0.0,0.0,235.14285714285714,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250117_대시보드구축,Desktop,구분필요,-,기타,기타,기타,12,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,3259,73,3.0,0,0,0.0,0.0,1086.3333333333333,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,1,6,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,1945,226,7.0,0,0,0.0,0.0,277.85714285714283,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250123_그로스PM_그리팅,Desktop,구분필요,-,기타,기타,기타,0,2,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,1899,230,9.0,0,0,0.0,0.0,211.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250123_데이터애널리스트_그리팅,Desktop,구분필요,-,기타,기타,기타,1,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,1862,235,8.0,0,0,0.0,0.0,232.75,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250123_세일즈매니저_그리팅,Desktop,구분필요,-,기타,기타,기타,0,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,1740,162,6.0,0,0,0.0,0.0,290.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,383,11,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-06,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,5304,126,1.0,0,0,0.0,0.0,5304.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250103_검색기록,Desktop,구분필요,-,기타,기타,기타,93,3,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250103_검색기록,Mobile app,구분필요,-,기타,기타,기타,1666,59,1.0,0,0,0.0,0.0,1666.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250107_구글밋,Mobile app,구분필요,-,기타,기타,기타,1664,47,0.0,0,0,0.0,0.0,0.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3390,413,7.0,0,0,0.0,0.0,484.2857142857143,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250117_대시보드구축,Desktop,구분필요,-,기타,기타,기타,16,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,4628,152,2.0,0,0,0.0,0.0,2314.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,3,6,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3530,389,7.0,0,0,0.0,0.0,504.2857142857143,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,3150,377,24.0,0,0,0.0,0.0,131.25,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,3500,476,15.0,0,0,0.0,0.0,233.33333333333334,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,3283,328,20.0,0,0,0.0,0.0,164.15,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,537,15,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,9961,243,5.0,0,0,0.0,0.0,1992.2,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-07,[GM]241121_프라이싱_2_신디자인,Mobile web,구분필요,-,기타,기타,기타,20,1,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250107_구글밋,Desktop,구분필요,-,기타,기타,기타,1,2,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250107_구글밋,Mobile app,구분필요,-,기타,기타,기타,4732,100,5.0,0,0,0.0,0.0,946.4,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,2894,348,20.0,0,0,0.0,0.0,144.7,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,4047,161,5.0,0,0,0.0,0.0,809.4,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,1,4,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,2834,393,8.0,0,0,0.0,0.0,354.25,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,2775,336,29.0,0,0,0.0,0.0,95.6896551724138,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,2860,390,16.0,0,0,0.0,0.0,178.75,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,2806,310,14.0,0,0,0.0,0.0,200.42857142857142,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,45,4,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-08,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,8031,174,5.0,1,671875,8366.019175694186,8031.0,1606.2,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250107_구글밋,Desktop,구분필요,-,기타,기타,기타,94,4,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250107_구글밋,Mobile app,구분필요,-,기타,기타,기타,4962,140,1.0,0,0,0.0,0.0,4962.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250117_그로스마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,0,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3733,400,18.0,0,0,0.0,0.0,207.38888888888889,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,6731,179,1.0,0,0,0.0,0.0,6731.0,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,4,6,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,3451,454,11.0,0,0,0.0,0.0,313.72727272727275,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250117_파트너즈_마케터_그리팅,Mobile web,구분필요,-,기타,기타,기타,7,3,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,3716,472,27.0,0,0,0.0,0.0,137.62962962962962,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,3491,455,22.0,0,0,0.0,0.0,158.6818181818182,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,3732,348,20.0,0,0,0.0,0.0,186.6,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,202,6,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,11902,210,4.0,0,0,0.0,0.0,2975.5,앱,전환
2025-02,2025-02-03/2025-02-09,2025-02-09,[GM]241121_프라이싱_2_신디자인,Mobile web,구분필요,-,기타,기타,기타,109,3,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250107_구글밋,Desktop,구분필요,-,기타,기타,기타,0,2,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250107_구글밋,Mobile app,구분필요,-,기타,기타,기타,1865,60,2.0,0,0,0.0,0.0,932.5,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250107_구글밋,Mobile web,구분필요,-,기타,기타,기타,17,1,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250117_그로스마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,0,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,934,90,2.0,0,0,0.0,0.0,467.0,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250117_대시보드구축,Mobile app,구분필요,-,기타,기타,기타,1733,39,2.0,0,0,0.0,0.0,866.5,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,3,8,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,896,119,5.0,0,0,0.0,0.0,179.2,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,708,112,3.0,0,0,0.0,0.0,236.0,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,853,109,3.0,0,0,0.0,0.0,284.3333333333333,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,845,79,2.0,0,0,0.0,0.0,422.5,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,83,5,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-10,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,3199,86,1.0,0,0,0.0,0.0,3199.0,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250107_구글밋,Desktop,구분필요,-,기타,기타,기타,49,4,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250107_구글밋,Mobile app,구분필요,-,기타,기타,기타,5480,145,4.0,0,0,0.0,0.0,1370.0,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,1544,149,5.0,0,0,0.0,0.0,308.8,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,17,31,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,1856,276,11.0,0,0,0.0,0.0,168.72727272727272,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,1673,200,10.0,0,0,0.0,0.0,167.3,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,1766,203,6.0,0,0,0.0,0.0,294.3333333333333,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250123_세일즈매니저_그리팅,Desktop,구분필요,-,기타,기타,기타,1,3,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,1577,137,6.0,0,0,0.0,0.0,262.8333333333333,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250211_세일즈파트너즈_그리팅,Desktop,구분필요,-,기타,기타,기타,0,11,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,250211_세일즈파트너즈_그리팅,Mobile app,구분필요,-,기타,기타,기타,1377,155,2.0,0,0,0.0,0.0,688.5,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,[GM]241121_프라이싱_2_신디자인,Desktop,구분필요,-,기타,기타,기타,106,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-11,[GM]241121_프라이싱_2_신디자인,Mobile app,구분필요,-,기타,기타,기타,3925,74,0.0,0,0,0.0,0.0,0.0,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250107_구글밋,Desktop,구분필요,-,기타,기타,기타,549,9,1.0,0,0,0.0,0.0,549.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250107_구글밋,Mobile app,구분필요,-,기타,기타,기타,7694,153,8.0,0,0,0.0,0.0,961.75,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250107_구글밋,Mobile web,구분필요,-,기타,기타,기타,13,2,0.0,0,0,0.0,0.0,0.0,모바일웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250117_그로스마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,34,1,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250117_그로스마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,2103,220,8.0,0,0,0.0,0.0,262.875,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250117_파트너즈_마케터_그리팅,Desktop,구분필요,-,기타,기타,기타,19,10,0.0,0,0,0.0,0.0,0.0,웹,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250117_파트너즈_마케터_그리팅,Mobile app,구분필요,-,기타,기타,기타,2385,301,11.0,0,0,0.0,0.0,216.8181818181818,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250123_그로스PM_그리팅,Mobile app,구분필요,-,기타,기타,기타,2257,293,15.0,0,0,0.0,0.0,150.46666666666667,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250123_데이터애널리스트_그리팅,Mobile app,구분필요,-,기타,기타,기타,2182,270,7.0,0,0,0.0,0.0,311.7142857142857,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250123_세일즈매니저_그리팅,Mobile app,구분필요,-,기타,기타,기타,2343,235,9.0,0,0,0.0,0.0,260.3333333333333,앱,전환
2025-02,2025-02-10/2025-02-16,2025-02-12,250211_세일즈파트너즈_그리팅,Desktop,구분필요,-,기타,기타,기타,0,9,0.0,0,0,0.0,0.0,0.0,웹,전환
