월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas,비용_zscore,비용_grade,노출_zscore,노출_grade,클릭_zscore,클릭_grade,전환수_zscore,전환수_grade,전환값_zscore,전환값_grade,ctr_zscore,ctr_grade,cpc_zscore,cpc_grade,cpa_zscore,cpa_grade,cvr_zscore,cvr_grade,roas_zscore,roas_grade
2025. 3. 1,2025. 3. 10,앳드맹,기타,파트너쉽,메타_전환,2025-03-15,OUTCOME_SALES,파트너쉽 캠페인,25ss_셔츠_아이보리,896,60,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.62,중,-0.53,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,자켓,파트너쉽,메타_전환,2025-03-15,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_1,6335,772,35,0,0,4.53,181.0,0.0,0.0,0.0,-0.11,중,0.23,중,0.06,중,-0.34,중,-0.31,중,0.1,중,-0.37,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,자켓,파트너쉽,메타_전환,2025-03-15,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_2_모카무스,2062,108,1,0,0,0.93,2062.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.49,중,-0.34,중,-0.31,중,-0.72,중,4.04,상,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,니트,파트너쉽,메타_전환,2025-03-15,OUTCOME_SALES,파트너쉽 캠페인,메인_세일_니트_2,1237,75,5,0,0,6.67,247.0,0.0,0.0,0.0,-0.59,중,-0.51,중,-0.43,중,-0.34,중,-0.31,중,0.58,중,-0.22,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,기타,파트너쉽,메타_전환,2025-03-15,OUTCOME_SALES,파트너쉽 캠페인,메인_신상_1,326,13,1,0,0,7.69,326.0,0.0,0.0,0.0,-0.68,중,-0.58,중,-0.49,중,-0.34,중,-0.31,중,0.81,중,-0.03,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,자켓,파트너쉽,메타_전환,2025-03-15,OUTCOME_SALES,파트너쉽 캠페인,세일_트위드 자켓_1,7392,364,30,0,0,8.24,246.0,0.0,0.0,0.0,-0.01,중,-0.2,중,-0.02,중,-0.34,중,-0.31,중,0.94,중,-0.22,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,기타,파트너쉽,메타_전환,2025-03-16,OUTCOME_SALES,파트너쉽 캠페인,25ss_셔츠_아이보리,760,53,2,1,152100,3.77,380.0,760.0,50.0,20013.0,-0.64,중,-0.53,중,-0.48,중,0.47,중,0.45,중,-0.07,중,0.09,중,-0.22,중,4.36,상,5.02,상
2025. 3. 1,2025. 3. 10,앳드맹,자켓,파트너쉽,메타_전환,2025-03-16,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_1,11521,1136,36,0,0,3.17,320.0,0.0,0.0,0.0,0.39,중,0.62,중,0.08,중,-0.34,중,-0.31,중,-0.21,중,-0.05,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,자켓,파트너쉽,메타_전환,2025-03-16,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_2_모카무스,1058,71,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.61,중,-0.51,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,니트,파트너쉽,메타_전환,2025-03-16,OUTCOME_SALES,파트너쉽 캠페인,메인_세일_니트_2,966,76,3,0,0,3.95,322.0,0.0,0.0,0.0,-0.62,중,-0.51,중,-0.46,중,-0.34,중,-0.31,중,-0.03,중,-0.04,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,기타,파트너쉽,메타_전환,2025-03-16,OUTCOME_SALES,파트너쉽 캠페인,메인_신상_1,22,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.71,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 10,앳드맹,자켓,파트너쉽,메타_전환,2025-03-16,OUTCOME_SALES,파트너쉽 캠페인,세일_트위드 자켓_1,6488,319,23,0,0,7.21,282.0,0.0,0.0,0.0,-0.09,중,-0.25,중,-0.13,중,-0.34,중,-0.31,중,0.71,중,-0.14,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,기타,파트너쉽,메타_전환,2025-03-17,OUTCOME_SALES,파트너쉽 캠페인,25ss_셔츠_아이보리,22,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.71,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,자켓,파트너쉽,메타_전환,2025-03-17,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_1,10959,979,36,0,0,3.68,304.0,0.0,0.0,0.0,0.33,중,0.46,중,0.08,중,-0.34,중,-0.31,중,-0.1,중,-0.08,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,자켓,파트너쉽,메타_전환,2025-03-17,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_2_모카무스,119,10,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7,중,-0.58,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,니트,파트너쉽,메타_전환,2025-03-17,OUTCOME_SALES,파트너쉽 캠페인,메인_세일_니트_2,61,12,2,0,0,16.67,30.0,0.0,0.0,0.0,-0.7,중,-0.58,중,-0.48,중,-0.34,중,-0.31,중,2.85,상,-0.73,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,자켓,파트너쉽,메타_전환,2025-03-17,OUTCOME_SALES,파트너쉽 캠페인,세일_트위드 자켓_1,7930,463,25,0,0,5.4,317.0,0.0,0.0,0.0,0.05,중,-0.1,중,-0.1,중,-0.34,중,-0.31,중,0.29,중,-0.05,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,자켓,파트너쉽,메타_전환,2025-03-18,OUTCOME_SALES,파트너쉽 캠페인,25ss_자켓_1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.71,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,자켓,파트너쉽,메타_전환,2025-03-18,OUTCOME_SALES,파트너쉽 캠페인,세일_트위드 자켓_1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.71,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,니트,파트너쉽,메타_전환,2025-03-19,OUTCOME_SALES,파트너쉽 캠페인,메인_세일_니트_2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.71,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 17,앳드맹,기타,파트너쉽,메타_전환,2025-03-23,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,21043,1439,42,3,403200,2.92,501.0,7014.0,7.14,1916.0,1.29,상,0.95,중,0.18,중,2.1,상,1.72,상,-0.27,중,0.38,중,0.8,중,0.49,중,0.33,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-24,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,20249,1369,34,0,0,2.48,596.0,0.0,0.0,0.0,1.22,상,0.87,중,0.05,중,-0.34,중,-0.31,중,-0.37,중,0.6,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-24,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,147,12,1,0,0,8.33,147.0,0.0,0.0,0.0,-0.69,중,-0.58,중,-0.49,중,-0.34,중,-0.31,중,0.96,중,-0.45,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-25,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,24268,1604,52,1,134400,3.24,467.0,24268.0,1.92,554.0,1.6,상,1.12,상,0.34,중,0.47,중,0.36,중,-0.2,중,0.3,중,3.6,상,0.02,중,-0.02,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-25,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,45,8,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7,중,-0.58,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,33038,1957,44,3,403200,2.25,751.0,11013.0,6.82,1220.0,2.44,상,1.5,상,0.21,중,2.1,상,1.72,상,-0.42,중,0.96,중,1.45,상,0.46,중,0.15,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-26,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,656,64,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.65,중,-0.52,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,38511,2446,75,4,636200,3.07,513.0,9628.0,5.33,1652.0,2.96,상,2.02,상,0.72,중,2.91,상,2.89,상,-0.23,중,0.41,중,1.22,상,0.32,중,0.27,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-27,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,712,61,1,0,0,1.64,712.0,0.0,0.0,0.0,-0.64,중,-0.53,중,-0.49,중,-0.34,중,-0.31,중,-0.56,중,0.87,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,34443,2182,64,1,134400,2.93,538.0,34443.0,1.56,390.0,2.57,상,1.74,상,0.54,중,0.47,중,0.36,중,-0.27,중,0.46,중,5.26,상,-0.02,중,-0.06,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-28,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,322,26,1,0,0,3.85,322.0,0.0,0.0,0.0,-0.68,중,-0.56,중,-0.49,중,-0.34,중,-0.31,중,-0.06,중,-0.04,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-29,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,28765,1734,70,0,0,4.04,411.0,0.0,0.0,0.0,2.03,상,1.26,상,0.63,중,-0.34,중,-0.31,중,-0.01,중,0.17,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-29,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,256,21,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.68,중,-0.57,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-30,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,27814,1422,82,1,166600,5.77,339.0,27814.0,1.22,599.0,1.94,상,0.93,중,0.83,중,0.47,중,0.53,중,0.38,중,-0.0,중,4.18,상,-0.05,중,-0.01,중
2025. 3. 1,2025. 3. 24,앳드맹,기타,파트너쉽,메타_전환,2025-03-30,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,501,31,1,0,0,3.23,501.0,0.0,0.0,0.0,-0.66,중,-0.56,중,-0.49,중,-0.34,중,-0.31,중,-0.2,중,0.38,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-03-31,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 도파민지,717,54,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.64,중,-0.53,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 3. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-03-31,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,29976,1595,61,1,118300,3.82,491.0,29976.0,1.64,395.0,2.14,상,1.11,상,0.49,중,0.47,중,0.28,중,-0.06,중,0.35,중,4.53,상,-0.01,중,-0.06,중
2025. 3. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-03-31,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,23,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.71,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 도파민지,1122,79,2,0,0,2.53,561.0,0.0,0.0,0.0,-0.6,중,-0.51,중,-0.48,중,-0.34,중,-0.31,중,-0.36,중,0.52,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,29220,1768,42,1,134400,2.38,696.0,29220.0,2.38,460.0,2.07,상,1.3,상,0.18,중,0.47,중,0.36,중,-0.39,중,0.83,중,4.41,상,0.06,중,-0.04,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,268,26,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.68,중,-0.56,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-01,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,303,26,1,0,0,3.85,303.0,0.0,0.0,0.0,-0.68,중,-0.56,중,-0.49,중,-0.34,중,-0.31,중,-0.06,중,-0.09,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 도파민지,578,57,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.65,중,-0.53,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,24926,1480,42,0,0,2.84,593.0,0.0,0.0,0.0,1.66,상,0.99,중,0.18,중,-0.34,중,-0.31,중,-0.29,중,0.59,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,4738,278,11,1,132400,3.96,431.0,4738.0,9.09,2794.0,-0.26,중,-0.29,중,-0.33,중,0.47,중,0.35,중,-0.03,중,0.21,중,0.42,중,0.66,중,0.56,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-02,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,2277,184,3,0,0,1.63,759.0,0.0,0.0,0.0,-0.49,중,-0.39,중,-0.46,중,-0.34,중,-0.31,중,-0.56,중,0.98,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 도파민지,501,19,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.66,중,-0.57,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,13661,553,23,0,0,4.16,594.0,0.0,0.0,0.0,0.59,중,0.0,중,-0.13,중,-0.34,중,-0.31,중,0.01,중,0.6,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,19799,885,39,4,537600,4.41,508.0,4950.0,10.26,2715.0,1.18,상,0.36,중,0.13,중,2.91,상,2.4,상,0.07,중,0.39,중,0.46,중,0.77,중,0.54,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-03,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,1167,54,2,0,0,3.7,584.0,0.0,0.0,0.0,-0.6,중,-0.53,중,-0.48,중,-0.34,중,-0.31,중,-0.09,중,0.57,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,6930,334,4,0,0,1.2,1732.0,0.0,0.0,0.0,-0.05,중,-0.23,중,-0.44,중,-0.34,중,-0.31,중,-0.66,중,3.26,상,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,21868,1084,36,1,134400,3.32,607.0,21868.0,2.78,615.0,1.37,상,0.57,중,0.08,중,0.47,중,0.36,중,-0.18,중,0.63,중,3.21,상,0.09,중,-0.0,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 보라보나,4798,314,13,0,0,4.14,369.0,0.0,0.0,0.0,-0.25,중,-0.26,중,-0.3,중,-0.34,중,-0.31,중,0.01,중,0.07,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-04,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,966,30,1,0,0,3.33,966.0,0.0,0.0,0.0,-0.62,중,-0.56,중,-0.49,중,-0.34,중,-0.31,중,-0.17,중,1.47,상,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,2685,100,6,0,0,6.0,448.0,0.0,0.0,0.0,-0.45,중,-0.48,중,-0.41,중,-0.34,중,-0.31,중,0.43,중,0.25,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,14402,777,39,0,0,5.02,369.0,0.0,0.0,0.0,0.66,중,0.24,중,0.13,중,-0.34,중,-0.31,중,0.21,중,0.07,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 보라보나,12440,696,50,2,254480,7.18,249.0,6220.0,4.0,2046.0,0.48,중,0.15,중,0.31,중,1.28,상,0.97,중,0.7,중,-0.21,중,0.67,중,0.2,중,0.37,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-05,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,125,11,1,1,136468,9.09,125.0,125.0,100.0,109174.0,-0.7,중,-0.58,중,-0.49,중,0.47,중,0.37,중,1.13,상,-0.5,중,-0.33,중,8.88,상,28.13,상
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,4676,168,7,1,134400,4.17,668.0,4676.0,14.29,2874.0,-0.26,중,-0.41,중,-0.39,중,0.47,중,0.36,중,0.02,중,0.77,중,0.41,중,1.13,상,0.58,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,11354,514,24,1,238700,4.67,473.0,11354.0,4.17,2102.0,0.37,중,-0.04,중,-0.12,중,0.47,중,0.89,중,0.13,중,0.31,중,1.5,상,0.22,중,0.38,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 보라보나,22463,963,47,1,120080,4.88,478.0,22463.0,2.13,535.0,1.43,상,0.44,중,0.26,중,0.47,중,0.29,중,0.18,중,0.32,중,3.31,상,0.04,중,-0.02,중
2025. 4. 1,2025. 3. 31,앳드맹,기타,파트너쉽,메타_전환,2025-04-06,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,105,4,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,3717,129,8,1,120080,6.2,465.0,3717.0,12.5,3231.0,-0.35,중,-0.45,중,-0.38,중,0.47,중,0.29,중,0.48,중,0.29,중,0.26,중,0.97,중,0.68,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,4997,228,7,0,0,3.07,714.0,0.0,0.0,0.0,-0.23,중,-0.35,중,-0.39,중,-0.34,중,-0.31,중,-0.23,중,0.88,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 보라보나,25851,1290,79,4,598940,6.12,327.0,6463.0,5.06,2317.0,1.75,상,0.79,중,0.78,중,2.91,상,2.71,상,0.46,중,-0.03,중,0.71,중,0.3,중,0.44,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 오직윤선,3322,150,6,0,0,4.0,554.0,0.0,0.0,0.0,-0.39,중,-0.43,중,-0.41,중,-0.34,중,-0.31,중,-0.02,중,0.5,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-07,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,127,4,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,5843,307,16,1,134400,5.21,365.0,5843.0,6.25,2300.0,-0.15,중,-0.26,중,-0.25,중,0.47,중,0.36,중,0.25,중,0.06,중,0.6,중,0.41,중,0.43,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,5805,336,13,0,0,3.87,447.0,0.0,0.0,0.0,-0.16,중,-0.23,중,-0.3,중,-0.34,중,-0.31,중,-0.05,중,0.25,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 보라보나,19616,871,45,0,0,5.17,436.0,0.0,0.0,0.0,1.16,상,0.34,중,0.23,중,-0.34,중,-0.31,중,0.24,중,0.22,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 오직윤선,3612,207,11,0,0,5.31,328.0,0.0,0.0,0.0,-0.36,중,-0.37,중,-0.33,중,-0.34,중,-0.31,중,0.27,중,-0.03,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-08,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 지유,134,5,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7,중,-0.59,중,-0.51,중,-0.34,중,-0.31,중,-0.93,중,-0.8,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 러브니,7966,488,20,0,0,4.1,398.0,0.0,0.0,0.0,0.05,중,-0.07,중,-0.18,중,-0.34,중,-0.31,중,0.0,중,0.14,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 버터씨,5772,295,8,0,0,2.71,722.0,0.0,0.0,0.0,-0.16,중,-0.28,중,-0.38,중,-0.34,중,-0.31,중,-0.32,중,0.9,중,-0.35,중,-0.16,중,-0.16,중
2025. 4. 1,2025. 4. 7,앳드맹,기타,파트너쉽,메타_전환,2025-04-09,OUTCOME_SALES,파트너쉽 캠페인,파트너쉽광고 - 보라보나,13615,738,32,3,382920,4.34,425.0,4538.0,9.38,2812.0,0.59,중,0.2,중,0.01,중,2.1,상,1.62,상,0.05,중,0.2,중,0.39,중,0.69,중,0.57,중
