channel,funnel,month,week,Day,Session source,Session medium,Session campaign,Event name,Total users,New users,Event count,Event value,Sessions,Engaged sessions,Average session duration,Bounce rate
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234372272650122,session_start,53,0,54,0,54,37,0,0.3148148148
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234372272650122,user_engagement,29,0,123,0,29,29,92.0698171,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234372272650122,view_item,23,0,70,3231500,23,22,0.885455087,0.04347826087
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234372272650122,view_item_list,47,0,132,0,48,36,5.399783917,0.25
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,first_visit,10,10,10,0,10,5,0,0.5
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,page_view,12,0,37,0,12,7,10.5650615,0.4166666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,scroll,7,0,16,0,7,7,23.13420729,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,select_item,3,0,5,0,3,3,10.235369,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,session_start,12,0,12,0,12,7,0,0.4166666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,user_engagement,7,0,19,0,7,7,23.88342414,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,view_item,3,0,7,725800,3,3,0,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,ig,paid,120234736322170122,view_item_list,7,0,18,0,7,7,0,0
메타 광고,관심,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),add_to_cart,1,0,1,123000,1,1,72.507553,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),click,1,0,4,0,2,2,8.412882,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),first_visit,25,25,25,0,25,23,0,0.08
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),page_view,33,0,203,0,34,30,122.5265849,0.1176470588
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),scroll,27,0,92,0,28,27,25.92459304,0.03571428571
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),select_item,14,0,40,0,15,15,14.16192467,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),session_start,33,0,34,0,34,30,0,0.1176470588
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),user_engagement,28,0,125,0,29,29,95.8654061,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),view_item,17,0,50,4644400,18,18,0.2770252778,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,l.instagram.com,referral,(referral),view_item_list,31,0,104,0,32,29,57.94101153,0.09375
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,m.facebook.com,referral,(referral),first_visit,1,1,1,0,1,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,m.facebook.com,referral,(referral),page_view,1,0,1,0,1,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,m.facebook.com,referral,(referral),session_start,1,0,1,0,1,0,0,1
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,m.facebook.com,referral,(referral),view_item_list,1,0,1,0,1,0,5.523362,1
네이버 Organic,관심,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),add_to_cart,1,0,3,627500,1,1,39.30351,0
네이버 Organic,결제진행,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),begin_checkout,2,0,2,627000,2,2,2.504387,0
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),click,5,0,10,0,5,5,6.346056,0
네이버 Organic,유입,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),first_visit,33,33,33,0,32,32,0,0
네이버 Organic,기타,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),form_start,2,0,9,0,2,2,35.418605,0
네이버 Organic,기타,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),form_submit,2,0,9,0,2,2,15.2323255,0
네이버 Organic,유입,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),page_view,41,0,272,0,44,40,96.91389984,0.09090909091
네이버 Organic,구매완료,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),purchase,1,0,1,100000,1,1,0.005837,0
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),scroll,37,0,126,0,39,38,27.32506618,0.02564102564
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),select_item,16,0,38,0,16,16,43.85892181,0
네이버 Organic,유입,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),session_start,41,0,45,0,44,40,0,0.09090909091
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),user_engagement,37,0,178,0,38,37,146.2147446,0.02631578947
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),view_item,23,0,72,8910450,25,24,1.85804772,0.04
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),view_item_list,36,0,105,0,37,37,2.066948054,0
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,m.search.naver.com,referral,(referral),view_search_results,1,0,3,0,1,1,10.015844,0
네이버 Organic,유입,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),first_visit,2,2,2,0,2,2,0,0
네이버 Organic,유입,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),page_view,3,0,12,0,4,3,116.8235245,0.25
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),scroll,3,0,5,0,3,3,216.95147,0
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),select_item,1,0,1,0,1,1,0,0
네이버 Organic,유입,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),session_start,3,0,5,0,5,3,0,0.4
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),user_engagement,3,0,11,0,4,3,749.1069028,0.25
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),view_item,1,0,3,369000,2,1,2.573041,0.5
네이버 Organic,활동,2025-11-01,2025-11-03,2025-11-04,naver,organic,(organic),view_item_list,3,0,5,0,3,3,0,0
네이버페이,유입,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
네이버페이,유입,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),page_view,1,0,5,0,1,1,20.582631,0
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),scroll,1,0,1,0,1,1,14.300735,0
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),select_item,1,0,1,0,1,1,16.934691,0
네이버페이,유입,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),user_engagement,1,0,4,0,1,1,22.110517,0
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),view_item,1,0,3,106200,1,1,5.282348,0
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,orders.pay.naver.com,referral,(referral),view_item_list,1,0,1,0,1,1,0,0
네이버페이,유입,2025-11-01,2025-11-03,2025-11-04,pay.naver.com,referral,(referral),page_view,1,0,1,0,1,0,0,1
네이버페이,유입,2025-11-01,2025-11-03,2025-11-04,pay.naver.com,referral,(referral),session_start,1,0,1,0,1,0,0,1
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,pay.naver.com,referral,(referral),user_engagement,1,0,1,0,1,0,0.003031,1
네이버페이,활동,2025-11-01,2025-11-03,2025-11-04,pay.naver.com,referral,(referral),view_item,1,0,1,66000,1,0,1.281665,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120232533727130122,page_view,1,0,1,0,1,1,0,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,th,paid,120232533727130122,scroll,1,0,1,0,1,1,6.776123,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120232533727130122,session_start,1,0,1,0,1,1,0,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,th,paid,120232533727130122,view_item,1,0,1,163500,1,1,4.801406,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120234213208510122,first_visit,3,3,3,0,3,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120234213208510122,page_view,3,0,3,0,3,0,0,1
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,th,paid,120234213208510122,scroll,1,0,1,0,1,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120234213208510122,session_start,3,0,4,0,4,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120234372272650122,first_visit,2,2,2,0,2,2,0,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120234372272650122,page_view,2,0,4,0,2,2,6.4693705,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,th,paid,120234372272650122,scroll,2,0,3,0,2,2,11.4710005,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-04,th,paid,120234372272650122,session_start,2,0,2,0,2,2,0,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,th,paid,120234372272650122,user_engagement,2,0,3,0,2,2,7.2023205,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-04,th,paid,120234372272650122,view_item_list,2,0,3,0,2,2,2.4864365,0
Direct,관심,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),add_to_cart,1,0,3,279000,1,1,187.099124,0
Direct,유입,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),first_visit,21,22,22,0,21,16,0.00002371428571,0.2380952381
Direct,기타,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),form_start,2,0,2,0,2,2,4.788464,0
Direct,기타,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),form_submit,2,0,2,0,2,2,20.3030695,0
Direct,유입,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),page_view,29,0,133,0,33,21,85.30858852,0.3636363636
Direct,활동,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),scroll,18,0,71,0,20,17,16.4142404,0.15
Direct,활동,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),select_item,5,0,13,0,5,5,15.591983,0
Direct,유입,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),session_start,29,0,35,0,34,21,0,0.3823529412
Direct,활동,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),sign_up,1,0,1,0,1,1,0,0
Direct,활동,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),user_engagement,15,0,73,0,16,16,110.7414939,0
Direct,활동,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),view_item,12,0,33,4165500,15,10,4.926614133,0.3333333333
Direct,활동,2025-11-01,2025-11-03,2025-11-05,(direct),(none),(direct),view_item_list,20,0,50,0,20,16,4.79768135,0.2
구분 불가 (not set),유입,2025-11-01,2025-11-03,2025-11-05,(not set),(not set),(not set),page_view,29,0,79,0,29,0,32.64347224,1
구분 불가 (not set),활동,2025-11-01,2025-11-03,2025-11-05,(not set),(not set),(not set),scroll,23,0,35,0,23,0,22.3878103,1
구분 불가 (not set),활동,2025-11-01,2025-11-03,2025-11-05,(not set),(not set),(not set),select_item,7,0,14,0,7,0,11.84281,1
구분 불가 (not set),활동,2025-11-01,2025-11-03,2025-11-05,(not set),(not set),(not set),user_engagement,10,0,30,0,10,0,37.1545707,1
구분 불가 (not set),활동,2025-11-01,2025-11-03,2025-11-05,(not set),(not set),(not set),view_item,18,0,29,3712900,18,0,0,1
구분 불가 (not set),활동,2025-11-01,2025-11-03,2025-11-05,(not set),(not set),(not set),view_item_list,25,0,44,0,25,0,0.40069436,1
자사 (디버깅),유입,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),page_view,2,0,23,0,9,5,97.39563911,0.4444444444
자사 (디버깅),활동,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),scroll,2,0,4,0,3,2,26.58421167,0.3333333333
자사 (디버깅),활동,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),select_item,2,0,5,0,3,3,0.9965766667,0
자사 (디버깅),유입,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),session_start,2,0,10,0,10,6,0,0.4
자사 (디버깅),활동,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),user_engagement,2,0,15,0,7,5,609.3000569,0.2857142857
자사 (디버깅),활동,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),view_item,2,0,6,730500,4,4,1.19243075,0
자사 (디버깅),활동,2025-11-01,2025-11-03,2025-11-05,antome.cafe24.com,referral,(referral),view_item_list,2,0,8,0,4,4,0,0
빙 (bing),유입,2025-11-01,2025-11-03,2025-11-05,bing,organic,(organic),first_visit,1,1,1,0,1,1,0,0
빙 (bing),유입,2025-11-01,2025-11-03,2025-11-05,bing,organic,(organic),page_view,1,0,3,0,1,1,10.298573,0
빙 (bing),유입,2025-11-01,2025-11-03,2025-11-05,bing,organic,(organic),session_start,1,0,1,0,1,1,0,0
빙 (bing),활동,2025-11-01,2025-11-03,2025-11-05,bing,organic,(organic),user_engagement,1,0,3,0,1,1,8.916479,0
빙 (bing),활동,2025-11-01,2025-11-03,2025-11-05,bing,organic,(organic),view_item_list,1,0,2,0,1,1,0,0
네이버 블로그,유입,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),page_view,1,0,8,0,1,1,33.802419,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),scroll,1,0,5,0,1,1,34.381503,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),select_item,1,0,2,0,1,1,12.13322,0
네이버 블로그,유입,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),user_engagement,1,0,6,0,1,1,120.42794,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),view_item,1,0,4,721500,1,1,4.435433,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,blog.naver.com,referral,(referral),view_item_list,1,0,4,0,1,1,0,0
자사 (디버깅),유입,2025-11-01,2025-11-03,2025-11-05,center-pf.kakao.com,referral,(referral),page_view,1,0,1,0,1,1,176.510959,0
자사 (디버깅),유입,2025-11-01,2025-11-03,2025-11-05,center-pf.kakao.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
자사 (디버깅),활동,2025-11-01,2025-11-03,2025-11-05,center-pf.kakao.com,referral,(referral),user_engagement,1,0,1,0,1,1,0,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,facebook.com,referral,(referral),first_visit,80,80,80,0,80,53,0,0.3375
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,facebook.com,referral,(referral),page_view,80,0,80,0,80,53,0,0.3375
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,facebook.com,referral,(referral),scroll,1,0,1,0,1,1,16.01036,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,facebook.com,referral,(referral),session_start,80,0,80,0,80,53,0,0.3375
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,facebook.com,referral,(referral),user_engagement,54,0,54,0,54,53,23.3026498,0.01851851852
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,facebook.com,referral,(referral),view_item_list,3,0,3,0,3,2,5.235631333,0.3333333333
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,fb,paid,120234736322170122,first_visit,1,1,1,0,1,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,fb,paid,120234736322170122,page_view,1,0,1,0,1,0,0,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,fb,paid,120234736322170122,session_start,1,0,1,0,1,0,0,1
구글 Organic,유입,2025-11-01,2025-11-03,2025-11-05,google,organic,(organic),page_view,3,0,4,0,4,0,0,1
구글 Organic,활동,2025-11-01,2025-11-03,2025-11-05,google,organic,(organic),scroll,2,0,3,0,3,0,0.849393,1
구글 Organic,유입,2025-11-01,2025-11-03,2025-11-05,google,organic,(organic),session_start,3,0,4,0,4,0,0.00038625,1
구글 Organic,활동,2025-11-01,2025-11-03,2025-11-05,google,organic,(organic),user_engagement,1,0,1,0,1,0,2.676374,1
구글 Organic,활동,2025-11-01,2025-11-03,2025-11-05,google,organic,(organic),view_item,1,0,1,106500,1,0,0.002375,1
구글 Organic,활동,2025-11-01,2025-11-03,2025-11-05,google,organic,(organic),view_item_list,1,0,1,0,1,0,5.007373,1
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,first_visit,17,17,17,0,17,3,0,0.8235294118
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,page_view,23,0,48,0,25,8,42.92988752,0.68
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,scroll,6,0,17,0,6,6,25.129195,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,select_item,2,0,3,0,2,2,2.9804715,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,session_start,23,0,25,0,25,8,0,0.68
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,user_engagement,8,0,19,0,8,7,18.357167,0.125
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,view_item,21,0,28,4672500,21,8,4.161688238,0.619047619
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120232533727130122,view_item_list,7,0,14,0,8,6,1.975728375,0.25
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,first_visit,16,16,16,0,16,8,0,0.5
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,page_view,21,0,43,0,21,10,4.661296095,0.5238095238
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,scroll,7,0,14,0,7,7,17.92261843,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,select_item,3,0,5,0,3,3,4.111389667,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,session_start,21,0,21,0,21,10,0,0.5238095238
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,user_engagement,9,0,18,0,9,8,69.27180578,0.1111111111
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,view_item,17,0,26,2937000,17,10,5.433362647,0.4117647059
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234213208510122,view_item_list,5,0,10,0,5,5,0,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,first_visit,27,27,27,0,27,15,0,0.4444444444
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,page_view,39,0,111,0,41,25,9.869496268,0.3902439024
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,scroll,25,0,52,0,27,24,13.58984348,0.1111111111
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,select_item,9,0,21,0,9,9,32.769926,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,session_start,39,0,42,0,42,25,0.00002633333333,0.4047619048
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,user_engagement,20,0,48,0,20,20,28.1031351,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,view_item,17,0,33,1980700,18,15,1.670716222,0.1666666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234372272650122,view_item_list,32,0,62,0,33,25,4.078848212,0.2424242424
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,click,2,0,3,0,2,2,2.5651835,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,first_visit,177,177,177,0,177,97,0,0.4519774011
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,page_view,201,0,464,0,203,114,29.87330641,0.4384236453
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,scroll,94,0,177,0,96,92,48.47643915,0.04166666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,select_item,41,0,72,0,42,38,9.263535143,0.09523809524
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,session_start,201,0,203,0,203,114,0,0.4384236453
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,user_engagement,86,0,189,0,88,83,94.30951617,0.05681818182
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,view_item,49,0,100,15249900,51,45,1.188106882,0.1176470588
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,ig,paid,120234736322170122,view_item_list,128,0,217,0,129,101,17.28419882,0.2170542636
메타 광고,관심,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),add_to_cart,1,0,2,364500,1,1,66.735277,0
메타 광고,결제진행,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),begin_checkout,1,0,2,729000,1,1,5.011354,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),click,1,0,1,0,1,1,0,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),first_visit,2,2,2,0,2,2,0,0
메타 광고,기타,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),form_start,1,0,8,0,1,1,21.442381,0
메타 광고,기타,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),form_submit,1,0,5,0,1,1,2.999567,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),page_view,2,0,61,0,3,3,260.34015,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),scroll,2,0,29,0,3,3,66.27006767,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),select_item,1,0,5,0,1,1,55.661351,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),session_start,2,0,3,0,3,3,0,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),user_engagement,2,0,34,0,3,3,101.755177,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),view_item,2,0,14,2767500,2,2,4.9851955,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),view_item_list,2,0,23,0,3,3,6.611254667,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,instagram.com,referral,(referral),view_search_results,1,0,1,0,1,1,5.015054,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),first_visit,22,22,22,0,22,18,0,0.1818181818
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),page_view,35,0,145,0,35,29,20.2110156,0.1714285714
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),scroll,29,0,59,0,29,28,36.16789038,0.03448275862
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),select_item,11,0,28,0,11,11,73.69017164,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),session_start,35,0,35,0,35,29,0,0.1714285714
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),user_engagement,30,0,85,0,30,28,52.83418937,0.06666666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),view_item,14,0,35,5453900,14,14,0,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,l.instagram.com,referral,(referral),view_item_list,34,0,76,0,34,29,1.406500647,0.1470588235
네이버 블로그,유입,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
네이버 블로그,유입,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),page_view,1,0,5,0,1,1,21.222678,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),scroll,1,0,4,0,1,1,54.672277,0
네이버 블로그,유입,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),user_engagement,1,0,2,0,1,1,6.410803,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),view_item,1,0,3,288000,1,1,5.025375,0
네이버 블로그,활동,2025-11-01,2025-11-03,2025-11-05,m.blog.naver.com,referral,(referral),view_item_list,1,0,2,0,1,1,0,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),first_visit,9,9,9,0,9,3,0,0.6666666667
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),page_view,9,0,13,0,9,3,2.687013667,0.6666666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),scroll,2,0,2,0,2,2,11.027901,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),select_item,2,0,2,0,2,2,1.4655255,0
메타 광고,유입,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),session_start,9,0,9,0,9,3,0,0.6666666667
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),user_engagement,1,0,2,0,1,1,5.825413,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),view_item,2,0,2,321000,2,2,2.538317,0
메타 광고,활동,2025-11-01,2025-11-03,2025-11-05,m.facebook.com,referral,(referral),view_item_list,8,0,9,0,8,2,4.045296,0.75
네이버 Organic,결제진행,2025-11-01,2025-11-03,2025-11-05,m.search.naver.com,referral,(referral),begin_checkout,1,0,1,405000,1,1,1.60413,0
