channel,funnel,month,week,Day,Session source,Session medium,Session campaign,Event name,Total users,New users,Event count,Event value,Sessions,Engaged sessions,Average session duration,Bounce rate
Direct,관심,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),add_to_cart,1,0,1,138000,1,1,13.213255,0
Direct,결제진행,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),begin_checkout,1,0,1,138000,1,1,0,0
Direct,유입,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),first_visit,16,17,17,0,16,11,0.0000791875,0.3125
Direct,기타,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),form_start,2,0,2,0,2,2,5.9034895,0
Direct,기타,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),form_submit,2,0,2,0,2,2,0,0
Direct,유입,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),page_view,17,0,54,0,22,15,88.03523732,0.3181818182
Direct,활동,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),scroll,11,0,21,0,11,10,17.80211309,0.09090909091
Direct,활동,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),select_item,2,0,2,0,2,2,15.1422705,0
Direct,유입,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),session_start,17,0,24,0,23,15,0,0.347826087
Direct,활동,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),user_engagement,10,0,25,0,14,12,123.9570158,0.1428571429
Direct,활동,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),view_item,7,0,7,703300,7,4,2.272329857,0.4285714286
Direct,활동,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),view_item_list,6,0,14,0,8,8,2.039179625,0
Direct,활동,2025-03-01,2025-03-17,2025-03-20,(direct),(none),(direct),view_search_results,1,0,2,0,2,1,4.98406,0.5
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),click,2,0,2,0,2,0,3.623163,1
구분 불가 (not set),유입,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),page_view,6,0,73,0,6,0,156.433572,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),scroll,4,0,39,0,4,0,93.848838,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),select_item,1,0,25,0,1,0,204.59886,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),user_engagement,5,0,39,0,5,0,74.3416556,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),view_item,1,0,26,2688400,1,0,0,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-20,(not set),(not set),(not set),view_item_list,3,0,29,0,3,0,0,1
자사 (디버깅),유입,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
자사 (디버깅),기타,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),form_start,1,0,1,0,1,1,3.032933,0
자사 (디버깅),기타,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),form_submit,1,0,2,0,1,1,0,0
자사 (디버깅),유입,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),page_view,2,0,21,0,3,3,577.3750623,0
자사 (디버깅),활동,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),scroll,2,0,7,0,2,2,81.674297,0
자사 (디버깅),활동,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),select_item,1,0,4,0,2,2,0.229052,0
자사 (디버깅),유입,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),session_start,2,0,3,0,3,3,0,0
자사 (디버깅),활동,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),user_engagement,2,0,17,0,3,3,521.0835343,0
자사 (디버깅),활동,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),view_item,2,0,7,749200,3,3,0,0
자사 (디버깅),활동,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),view_item_list,2,0,9,0,3,3,0,0
자사 (디버깅),활동,2025-03-01,2025-03-17,2025-03-20,antome.cafe24.com,referral,(referral),view_search_results,1,0,2,0,1,1,8.776305,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,facebook.com,referral,(referral),first_visit,1,1,1,0,1,0,0,1
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,facebook.com,referral,(referral),page_view,1,0,1,0,1,0,0,1
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,facebook.com,referral,(referral),session_start,1,0,1,0,1,0,0,1
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,first_visit,2,2,2,0,2,1,0,0.5
메타 광고,기타,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,form_start,1,0,1,0,1,1,5.282281,0
메타 광고,기타,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,form_submit,1,0,1,0,1,1,0.4307,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,page_view,2,0,10,0,2,1,16.0055755,0.5
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,scroll,1,0,5,0,1,1,29.019623,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,select_item,1,0,1,0,1,1,4.775233,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,session_start,2,0,2,0,2,1,0,0.5
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,user_engagement,1,0,5,0,1,1,64.740086,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,view_item,1,0,3,201800,1,1,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,ig,paid,120217103650280122,view_item_list,2,0,3,0,2,1,5.2320215,0.5
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),click,1,0,1,0,1,1,14.325536,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),first_visit,4,4,4,0,4,3,0,0.25
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),page_view,4,0,8,0,4,3,13.8510295,0.25
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),scroll,3,0,5,0,3,2,11.01464267,0.3333333333
메타 광고,유입,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),session_start,4,0,4,0,4,3,0,0.25
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),user_engagement,3,0,5,0,3,3,24.651485,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-20,l.instagram.com,referral,(referral),view_item_list,1,0,1,0,1,1,5.011341,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),page_view,1,0,19,0,5,2,10.8248904,0.6
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),scroll,1,0,3,0,2,2,7.56621,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),select_item,1,0,6,0,2,2,5.070722,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),session_start,1,0,5,0,5,2,0,0.6
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),user_engagement,1,0,7,0,1,1,709.147131,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),view_item,1,0,8,770200,4,2,2.81007525,0.5
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-20,naver.com,referral,(referral),view_item_list,1,0,9,0,3,2,3.571509,0.3333333333
기타,유입,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},first_visit,4,4,4,0,4,2,0,0.5
기타,유입,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},page_view,4,0,18,0,4,2,14.34311225,0.5
기타,활동,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},scroll,1,0,5,0,1,1,22.005402,0
기타,활동,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},select_item,1,0,5,0,1,1,33.942708,0
기타,유입,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},session_start,4,0,4,0,4,2,0,0.5
기타,활동,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},user_engagement,2,0,10,0,2,2,42.6928525,0
기타,활동,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},view_item,1,0,5,510900,1,1,0,0
기타,활동,2025-03-01,2025-03-17,2025-03-20,{{meta_ad}},{{instagram}},{{0318reels}},view_item_list,1,0,7,0,1,1,7.442768,0
Direct,유입,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),first_visit,4,4,4,0,4,2,0,0.5
Direct,기타,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),form_start,1,0,1,0,1,1,0.351566,0
Direct,기타,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),form_submit,1,0,1,0,1,1,0,0
Direct,유입,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),page_view,6,0,104,0,7,5,209.9394839,0.2857142857
Direct,활동,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),scroll,4,0,35,0,5,5,30.8958432,0
Direct,활동,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),select_item,4,0,33,0,5,5,21.762812,0
Direct,유입,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),session_start,6,0,8,0,8,5,0,0.375
Direct,활동,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),user_engagement,4,0,65,0,6,5,884.404108,0.1666666667
Direct,활동,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),view_item,4,0,38,4334100,5,5,1.0675138,0
Direct,활동,2025-03-01,2025-03-17,2025-03-21,(direct),(none),(direct),view_item_list,5,0,49,0,6,5,5.390303333,0.1666666667
구분 불가 (not set),유입,2025-03-01,2025-03-17,2025-03-21,(not set),(not set),(not set),page_view,5,0,14,0,5,0,7.895485,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-21,(not set),(not set),(not set),scroll,5,0,10,0,5,0,12.9795648,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-21,(not set),(not set),(not set),select_item,1,0,4,0,1,0,1.647988,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-21,(not set),(not set),(not set),user_engagement,1,0,4,0,1,0,418.345729,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-21,(not set),(not set),(not set),view_item,1,0,5,584000,1,0,0,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-21,(not set),(not set),(not set),view_item_list,5,0,9,0,5,0,0,1
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,facebook.com,referral,(referral),first_visit,7,7,7,0,7,4,0,0.4285714286
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,facebook.com,referral,(referral),page_view,7,0,7,0,7,4,0,0.4285714286
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,facebook.com,referral,(referral),scroll,1,0,1,0,1,1,21.129141,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,facebook.com,referral,(referral),session_start,7,0,7,0,7,4,0,0.4285714286
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,facebook.com,referral,(referral),user_engagement,4,0,4,0,4,4,13.88500525,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,first_visit,28,28,28,0,28,23,0,0.1785714286
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,page_view,28,0,73,0,28,23,16.7037925,0.1785714286
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,scroll,19,0,35,0,19,18,61.93083074,0.05263157895
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,select_item,5,0,8,0,5,5,4.0689366,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,session_start,28,0,28,0,28,23,0,0.1785714286
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,user_engagement,21,0,44,0,21,21,16.24056795,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,view_item,4,0,11,1291600,4,4,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,ig,paid,120217242018590122,view_item_list,21,0,32,0,21,21,0.4769951905,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),first_visit,11,11,11,0,11,9,0,0.1818181818
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),page_view,11,0,26,0,11,9,5.413188727,0.1818181818
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),scroll,7,0,11,0,7,7,6.687331286,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),session_start,11,0,11,0,11,9,0,0.1818181818
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),user_engagement,10,0,18,0,10,9,18.6319443,0.1
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),view_item,3,0,3,384000,3,3,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,l.instagram.com,referral,(referral),view_item_list,8,0,11,0,8,8,1.70014825,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,m.facebook.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,m.facebook.com,referral,(referral),page_view,1,0,1,0,1,1,0,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-21,m.facebook.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-21,m.facebook.com,referral,(referral),user_engagement,1,0,1,0,1,1,20.019886,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),first_visit,2,2,2,0,2,1,0,0.5
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),page_view,2,0,17,0,2,1,29.783414,0.5
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),scroll,1,0,8,0,1,1,41.607027,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),select_item,1,0,4,0,1,1,14.490183,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),session_start,2,0,2,0,2,1,0,0.5
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),user_engagement,1,0,12,0,1,1,451.824012,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),view_item,1,0,4,419800,1,1,0,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver,organic,(organic),view_item_list,1,0,8,0,1,1,10.008088,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-21,naver.com,referral,(referral),page_view,1,0,2,0,1,1,521.276857,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver.com,referral,(referral),scroll,1,0,1,0,1,1,0.238373,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-21,naver.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-21,naver.com,referral,(referral),view_item,1,0,2,176800,1,1,5.018218,0
기타,유입,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},first_visit,7,7,7,0,7,3,0,0.5714285714
기타,유입,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},page_view,7,0,12,0,7,3,3.130330857,0.5714285714
기타,활동,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},scroll,2,0,2,0,2,2,5.536456,0
기타,활동,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},select_item,1,0,1,0,1,1,0,0
기타,유입,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},session_start,7,0,7,0,7,3,0,0.5714285714
기타,활동,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},user_engagement,5,0,7,0,5,3,5.807359,0.4
기타,활동,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},view_item,1,0,1,105400,1,1,0,0
기타,활동,2025-03-01,2025-03-17,2025-03-21,{{meta_ad}},{{instagram}},{{0318reels}},view_item_list,3,0,3,0,3,3,0,0
Direct,유입,2025-03-01,2025-03-17,2025-03-22,(direct),(none),(direct),first_visit,3,3,3,0,3,1,0,0.6666666667
Direct,유입,2025-03-01,2025-03-17,2025-03-22,(direct),(none),(direct),page_view,3,0,3,0,3,1,0,0.6666666667
Direct,활동,2025-03-01,2025-03-17,2025-03-22,(direct),(none),(direct),scroll,1,0,1,0,1,1,4.994431,0
Direct,유입,2025-03-01,2025-03-17,2025-03-22,(direct),(none),(direct),session_start,3,0,3,0,3,1,0,0.6666666667
Direct,활동,2025-03-01,2025-03-17,2025-03-22,(direct),(none),(direct),user_engagement,2,0,2,0,2,1,120.5769015,0.5
Direct,활동,2025-03-01,2025-03-17,2025-03-22,(direct),(none),(direct),view_item_list,1,0,1,0,1,1,4.920115,0
구분 불가 (not set),유입,2025-03-01,2025-03-17,2025-03-22,(not set),(not set),(not set),page_view,8,0,15,0,8,0,12.78508538,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-22,(not set),(not set),(not set),scroll,6,0,12,0,6,0,51.3568225,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-22,(not set),(not set),(not set),user_engagement,5,0,7,0,5,0,10.1311166,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-22,(not set),(not set),(not set),view_item,4,0,4,322800,4,0,0,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-22,(not set),(not set),(not set),view_item_list,8,0,10,0,8,0,0,1
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,click,2,0,2,0,2,2,0.9387075,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,first_visit,64,64,64,0,64,55,0,0.140625
메타 광고,유입,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,page_view,64,0,252,0,65,56,15.38578448,0.1384615385
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,scroll,54,0,139,0,55,50,28.37112215,0.09090909091
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,select_item,10,0,34,0,10,10,25.5904295,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,session_start,64,0,65,0,65,56,0,0.1384615385
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,user_engagement,58,0,161,0,59,55,55.86516331,0.06779661017
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,view_item,20,0,55,7121300,20,20,0.25237285,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,ig,paid,120217242018590122,view_item_list,50,0,109,0,51,51,0.6442574902,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),first_visit,11,11,11,0,11,9,0,0.1818181818
메타 광고,유입,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),page_view,11,0,46,0,12,10,11.91993567,0.1666666667
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),scroll,8,0,23,0,9,8,33.694248,0.1111111111
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),select_item,4,0,7,0,4,4,26.27037025,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),session_start,11,0,12,0,12,10,0,0.1666666667
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),user_engagement,10,0,29,0,11,10,22.52953418,0.09090909091
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),view_item,5,0,12,1334100,6,6,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-22,l.instagram.com,referral,(referral),view_item_list,9,0,21,0,10,10,1.503058,0
네이버킵,유입,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),first_visit,2,2,2,0,2,1,0,0.5
네이버킵,유입,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),page_view,2,0,6,0,2,1,10.2265745,0.5
네이버킵,활동,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),scroll,1,0,2,0,1,1,20.360341,0
네이버킵,활동,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),select_item,1,0,1,0,1,1,11.216744,0
네이버킵,유입,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),session_start,2,0,2,0,2,1,0,0.5
네이버킵,활동,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),user_engagement,2,0,4,0,2,1,17.5450905,0.5
네이버킵,활동,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),view_item,1,0,1,144000,1,1,0,0
네이버킵,활동,2025-03-01,2025-03-17,2025-03-22,m.keep.naver.com,referral,(referral),view_item_list,1,0,3,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),first_visit,2,2,2,0,2,1,0,0.5
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),page_view,3,0,24,0,4,2,14.63028475,0.5
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),scroll,2,0,14,0,2,2,31.050928,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),select_item,1,0,6,0,1,1,9.0309,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),session_start,3,0,4,0,4,2,0,0.5
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),user_engagement,2,0,16,0,2,2,46.5185575,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),view_item,1,0,10,1164400,1,1,2.574608,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-22,naver.com,referral,(referral),view_item_list,3,0,12,0,4,2,7.61446475,0.5
Direct,유입,2025-03-01,2025-03-17,2025-03-23,(direct),(none),(direct),first_visit,2,2,2,0,2,0,0,1
Direct,유입,2025-03-01,2025-03-17,2025-03-23,(direct),(none),(direct),page_view,3,0,3,0,3,0,0,1
Direct,유입,2025-03-01,2025-03-17,2025-03-23,(direct),(none),(direct),session_start,3,0,3,0,3,0,0,1
Direct,활동,2025-03-01,2025-03-17,2025-03-23,(direct),(none),(direct),view_item_list,1,0,1,0,1,0,1.752728,1
구분 불가 (not set),유입,2025-03-01,2025-03-17,2025-03-23,(not set),(not set),(not set),page_view,9,0,27,0,9,0,9.491808778,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-23,(not set),(not set),(not set),scroll,7,0,15,0,7,0,36.92338214,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-23,(not set),(not set),(not set),select_item,3,0,6,0,3,0,22.17564,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-23,(not set),(not set),(not set),user_engagement,3,0,12,0,3,0,50.35332367,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-23,(not set),(not set),(not set),view_item,3,0,9,1178000,3,0,0,1
구분 불가 (not set),활동,2025-03-01,2025-03-17,2025-03-23,(not set),(not set),(not set),view_item_list,9,0,18,0,9,0,0.5566951111,1
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,click,1,0,1,0,1,1,0,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,first_visit,111,111,111,0,111,83,0,0.2522522523
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,page_view,114,0,399,0,118,87,11.38973219,0.2627118644
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,scroll,89,0,200,0,90,74,52.79125997,0.1777777778
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,select_item,30,0,65,0,30,30,10.40686453,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,session_start,114,0,119,0,119,87,0,0.268907563
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,user_engagement,89,0,236,0,90,82,20.20410817,0.08888888889
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,view_item,33,0,91,10766900,33,31,0.2986506364,0.06060606061
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217242018590122,view_item_list,82,0,168,0,85,81,99.06683665,0.04705882353
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,first_visit,17,17,17,0,17,14,0,0.1764705882
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,page_view,17,0,50,0,17,14,8.900269353,0.1764705882
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,scroll,14,0,28,0,14,13,20.55755871,0.07142857143
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,select_item,4,0,5,0,4,4,3.156023,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,session_start,17,0,17,0,17,14,0,0.1764705882
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,user_engagement,14,0,28,0,14,14,14.57588021,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,view_item,6,0,8,1179400,6,6,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,ig,paid,120217332375750122,view_item_list,15,0,22,0,15,14,0.3425257333,0.06666666667
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),click,1,0,13,0,1,1,53.505456,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),first_visit,19,19,19,0,19,18,0,0.05263157895
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),page_view,20,0,110,0,20,19,37.4161547,0.05
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),scroll,19,0,47,0,19,19,46.54107463,0
