유형구분,비용,노출,클릭,전환수,전환값,ROAS,CPA,CPC,CTR,CVR
구글_디맨드젠,8941649.53,3612011.0,19310.0,459.58,12530673.36,140.13827446444324,19456.132838678794,463.0579766960124,0.5346052379131736,2.3800103573278095
구분필요,94434611.2,51352905.0,258708.0,6415.09,181481877.55,192.17729097824676,14720.699351061327,365.0239312274843,0.5037845473396296,2.4796643319881873
네이버_브랜드검색광고,19689999.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
네이버_쇼핑검색,41023818.0,3743412.0,33790.0,784.0,77559960.0,189.06080365313633,52326.29846938775,1214.0816217815923,0.9026524464846509,2.3202130807931343
네이버_신제품검색광고,714994.0,64302.0,15904.0,656.0,99741800.0,13950.019160999951,1089.9298780487804,44.956866197183096,24.733289788809056,4.124748490945674
네이버_파워링크,9530444.0,1469330.0,12970.0,266.0,27648840.0,290.11072306809626,35828.73684210526,734.8067848882035,0.8827152511689002,2.0508866615266
메타_도달,1179285.0,42765.0,30.0,0.0,0.0,0.0,0.0,39309.5,0.07015082427218519,0.0
메타_전환,1056386785.0,66809609.0,1184489.0,61789.0,2008592392.0,190.13797034577632,17096.680396187025,891.8502282418832,1.772932094244108,5.216511086215237
메타_트래픽,48357500.0,5663996.0,186854.0,670.0,15778700.0,32.629271571111,72175.37313432836,258.7983131214745,3.298978318487513,0.3585687221038886
