월,주,일,광고세트,기기유형,유형구분,타겟팅,브랜드명,상품명,프로모션,비용,노출,클릭,전환수,전환값,ROAS,CPA,기기유형_통합
2025-06,2025-05-26/2025-06-01,2025-06-01,1번째 애셋 그룹,Computers,구분필요,리타겟팅,기타,기타,기타,12537.84,5008.0,8.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,1번째 애셋 그룹,Mobile phones,구분필요,리타겟팅,기타,기타,기타,124177.25,52905.0,344.0,10.0,344242.61,277.2187417582528,12417.725,모바일
2025-06,2025-05-26/2025-06-01,2025-06-01,1번째 애셋 그룹,TV screens,구분필요,리타겟팅,기타,기타,기타,240.22,40.0,0.0,0.0,0.0,0.0,0.0,TV
2025-06,2025-05-26/2025-06-01,2025-06-01,1번째 애셋 그룹,Tablets,구분필요,리타겟팅,기타,기타,기타,444.11,146.0,0.0,0.0,0.0,0.0,0.0,모바일
2025-06,2025-05-26/2025-06-01,2025-06-01,2번째 애셋 그룹,Computers,구분필요,리타겟팅,기타,기타,기타,0.0,1201.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,2번째 애셋 그룹,Mobile phones,구분필요,리타겟팅,기타,기타,기타,16127.92,4623.0,45.0,0.04,1172.26,7.268513236672801,403198.0,모바일
2025-06,2025-05-26/2025-06-01,2025-06-01,2번째 애셋 그룹,Tablets,구분필요,리타겟팅,기타,기타,기타,2.6,26.0,0.0,0.0,0.0,0.0,0.0,모바일
2025-06,2025-05-26/2025-06-01,2025-06-01,데이지-1865-여성-구매60일제외,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,96202.0,3902.0,71.0,3.0,79200.0,82.32677075320679,32067.333333333332,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,데이지-1865-여성-구매60일제외,Android Tablet,메타_전환,타겟팅,기타,기타,기타,41.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,데이지-1865-여성-구매60일제외,Desktop,메타_전환,타겟팅,기타,기타,기타,18.0,2.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,데이지-1865-여성-구매60일제외,iPad,메타_전환,타겟팅,기타,기타,기타,3.0,1.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,데이지-1865-여성-구매60일제외,iPhone,메타_전환,타겟팅,기타,기타,기타,65477.0,4021.0,67.0,3.0,114500.0,174.870565236648,21825.666666666668,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,마우스패드 100원 - 사본,Android Smartphone,메타_트래픽,타겟팅,기타,기타,기타,20725.0,1296.0,46.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,마우스패드 100원 - 사본,Android Tablet,메타_트래픽,타겟팅,기타,기타,기타,23.0,3.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,마우스패드 100원 - 사본,Desktop,메타_트래픽,타겟팅,기타,기타,기타,13.0,1.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,마우스패드 100원 - 사본,iPad,메타_트래픽,타겟팅,기타,기타,기타,10.0,2.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,마우스패드 100원 - 사본,iPhone,메타_트래픽,타겟팅,기타,기타,기타,4216.0,530.0,17.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,매니저 이미지-1(래빗) - 사본,Android Smartphone,메타_트래픽,타겟팅,기타,기타,기타,7855.0,688.0,36.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,매니저 이미지-1(래빗) - 사본,Android Tablet,메타_트래픽,타겟팅,기타,기타,기타,11.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,매니저 이미지-1(래빗) - 사본,iPad,메타_트래픽,타겟팅,기타,기타,기타,38.0,5.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,매니저 이미지-1(래빗) - 사본,iPhone,메타_트래픽,타겟팅,기타,기타,기타,19484.0,2022.0,90.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,사라음성,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,165070.0,7155.0,98.0,7.0,233600.0,141.51572060338037,23581.428571428572,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,사라음성,Android Tablet,메타_전환,타겟팅,기타,기타,기타,70.0,3.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,사라음성,Desktop,메타_전환,타겟팅,기타,기타,기타,19.0,2.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,사라음성,iPad,메타_전환,타겟팅,기타,기타,기타,54.0,7.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,사라음성,iPhone,메타_전환,타겟팅,기타,기타,기타,173258.0,11319.0,152.0,10.0,339900.0,196.18141730829169,17325.8,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,어드벤 토끼콤마 0416 광고 세트,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,126525.0,5176.0,106.0,3.0,107600.0,85.04248172297964,42175.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,어드벤 토끼콤마 0416 광고 세트,Android Tablet,메타_전환,타겟팅,기타,기타,기타,24.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,어드벤 토끼콤마 0416 광고 세트,Desktop,메타_전환,타겟팅,기타,기타,기타,17.0,5.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,어드벤 토끼콤마 0416 광고 세트,iPad,메타_전환,타겟팅,기타,기타,기타,322.0,11.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,어드벤 토끼콤마 0416 광고 세트,iPhone,메타_전환,타겟팅,기타,기타,기타,245528.0,14746.0,303.0,17.0,525100.0,213.86562836010557,14442.823529411764,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver2),Android Smartphone,메타_전환,타겟팅,기타,기타,기타,42712.0,1362.0,24.0,1.0,29600.0,69.30136729724667,42712.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver2),Android Tablet,메타_전환,타겟팅,기타,기타,기타,2.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver2),iPad,메타_전환,타겟팅,기타,기타,기타,14.0,1.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver2),iPhone,메타_전환,타겟팅,기타,기타,기타,20289.0,1048.0,10.0,1.0,21800.0,107.4473852826655,20289.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver3),Android Smartphone,메타_전환,타겟팅,기타,기타,기타,51428.0,1873.0,23.0,3.0,111700.0,217.19685774286378,17142.666666666668,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver3),Android Tablet,메타_전환,타겟팅,기타,기타,기타,1.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver3),iPad,메타_전환,타겟팅,기타,기타,기타,31.0,5.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,예일_짜집기(ver3),iPhone,메타_전환,타겟팅,기타,기타,기타,56424.0,2850.0,42.0,2.0,47400.0,84.00680561463207,28212.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,전제품-어드밴티지-1865,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,183514.0,12932.0,115.0,6.0,161000.0,87.73172618982747,30585.666666666668,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,전제품-어드밴티지-1865,Android Tablet,메타_전환,타겟팅,기타,기타,기타,132.0,10.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,전제품-어드밴티지-1865,Desktop,메타_전환,타겟팅,기타,기타,기타,691.0,22.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-05-26/2025-06-01,2025-06-01,전제품-어드밴티지-1865,iPad,메타_전환,타겟팅,기타,기타,기타,69.0,12.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,전제품-어드밴티지-1865,iPhone,메타_전환,타겟팅,기타,기타,기타,135743.0,13242.0,99.0,9.0,210200.0,154.8514472201145,15082.555555555555,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 데이지 이미지,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,15695.0,1423.0,64.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 데이지 이미지,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,42.0,3.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 데이지 이미지,iPad,메타_트래픽,리타겟팅,기타,기타,기타,11.0,7.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 데이지 이미지,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,7729.0,1000.0,28.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 민혁,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,23797.0,2670.0,102.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 민혁,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,63.0,6.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 민혁,iPad,메타_트래픽,리타겟팅,기타,기타,기타,37.0,6.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 민혁,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,3522.0,450.0,8.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 사라음성 -,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,10642.0,1001.0,64.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 사라음성 -,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,5.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 사라음성 -,iPad,메타_트래픽,리타겟팅,기타,기타,기타,33.0,3.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 사라음성 -,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,11477.0,1345.0,32.0,1.0,29600.0,257.90711858499606,11477.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 호랑이 파란이미지,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,11464.0,1726.0,54.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 호랑이 파란이미지,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,20.0,4.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 호랑이 파란이미지,iPad,메타_트래픽,리타겟팅,기타,기타,기타,53.0,13.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-05-26/2025-06-01,2025-06-01,트래픽 호랑이 파란이미지,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,21400.0,4510.0,121.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,1번째 애셋 그룹,Computers,구분필요,리타겟팅,기타,기타,기타,25781.92,18526.0,24.0,2.0,35600.0,138.08126004579955,12890.96,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,1번째 애셋 그룹,Mobile phones,구분필요,리타겟팅,기타,기타,기타,122355.93,42994.0,313.0,11.0,362844.21,296.5481198990519,11123.266363636363,모바일
2025-06,2025-06-02/2025-06-08,2025-06-02,1번째 애셋 그룹,TV screens,구분필요,리타겟팅,기타,기타,기타,846.5,147.0,0.0,0.0,0.0,0.0,0.0,TV
2025-06,2025-06-02/2025-06-08,2025-06-02,1번째 애셋 그룹,Tablets,구분필요,리타겟팅,기타,기타,기타,951.4,256.0,2.0,1.0,29600.0,3111.2045406768975,951.4,모바일
2025-06,2025-06-02/2025-06-08,2025-06-02,2번째 애셋 그룹,Computers,구분필요,리타겟팅,기타,기타,기타,169.16,205.0,1.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,2번째 애셋 그룹,Mobile phones,구분필요,리타겟팅,기타,기타,기타,6096.04,977.0,16.0,1.0,54400.0,892.3825959147249,6096.04,모바일
2025-06,2025-06-02/2025-06-08,2025-06-02,2번째 애셋 그룹,TV screens,구분필요,리타겟팅,기타,기타,기타,3.64,2.0,0.0,0.0,0.0,0.0,0.0,TV
2025-06,2025-06-02/2025-06-08,2025-06-02,2번째 애셋 그룹,Tablets,구분필요,리타겟팅,기타,기타,기타,43.94,6.0,0.0,0.0,0.0,0.0,0.0,모바일
2025-06,2025-06-02/2025-06-08,2025-06-02,데이지-1865-여성-구매60일제외,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,92446.0,3682.0,66.0,9.0,264400.0,286.00480280379895,10271.777777777777,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,데이지-1865-여성-구매60일제외,Android Tablet,메타_전환,타겟팅,기타,기타,기타,74.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,데이지-1865-여성-구매60일제외,Desktop,메타_전환,타겟팅,기타,기타,기타,976.0,51.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,데이지-1865-여성-구매60일제외,iPad,메타_전환,타겟팅,기타,기타,기타,72.0,7.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,데이지-1865-여성-구매60일제외,iPhone,메타_전환,타겟팅,기타,기타,기타,56331.0,3327.0,31.0,5.0,94600.0,167.9359500097637,11266.2,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,마우스패드 100원 - 사본,Android Smartphone,메타_트래픽,타겟팅,기타,기타,기타,17135.0,1565.0,54.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,마우스패드 100원 - 사본,Android Tablet,메타_트래픽,타겟팅,기타,기타,기타,38.0,11.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,마우스패드 100원 - 사본,Desktop,메타_트래픽,타겟팅,기타,기타,기타,25.0,4.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,마우스패드 100원 - 사본,iPad,메타_트래픽,타겟팅,기타,기타,기타,140.0,6.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,마우스패드 100원 - 사본,iPhone,메타_트래픽,타겟팅,기타,기타,기타,3734.0,545.0,7.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,매니저 이미지-1(래빗) - 사본,Android Smartphone,메타_트래픽,타겟팅,기타,기타,기타,6255.0,518.0,20.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,매니저 이미지-1(래빗) - 사본,iPad,메타_트래픽,타겟팅,기타,기타,기타,46.0,7.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,매니저 이미지-1(래빗) - 사본,iPhone,메타_트래픽,타겟팅,기타,기타,기타,18528.0,1898.0,73.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,사라음성,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,171119.0,7997.0,132.0,16.0,555300.0,324.5110128039551,10694.9375,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,사라음성,Android Tablet,메타_전환,타겟팅,기타,기타,기타,4.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,사라음성,Desktop,메타_전환,타겟팅,기타,기타,기타,87.0,5.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,사라음성,iPad,메타_전환,타겟팅,기타,기타,기타,19.0,2.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,사라음성,iPhone,메타_전환,타겟팅,기타,기타,기타,142232.0,9683.0,124.0,7.0,166000.0,116.71072613757805,20318.85714285714,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,어드벤 토끼콤마 0416 광고 세트,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,121606.0,4851.0,102.0,6.0,301400.0,247.8496126835847,20267.666666666668,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,어드벤 토끼콤마 0416 광고 세트,Android Tablet,메타_전환,타겟팅,기타,기타,기타,9.0,2.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,어드벤 토끼콤마 0416 광고 세트,Desktop,메타_전환,타겟팅,기타,기타,기타,562.0,18.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,어드벤 토끼콤마 0416 광고 세트,iPad,메타_전환,타겟팅,기타,기타,기타,81.0,5.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,어드벤 토끼콤마 0416 광고 세트,iPhone,메타_전환,타겟팅,기타,기타,기타,222251.0,12854.0,247.0,11.0,278000.0,125.08380164768663,20204.636363636364,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver2),Android Smartphone,메타_전환,타겟팅,기타,기타,기타,43096.0,1211.0,27.0,1.0,11800.0,27.380731390384263,43096.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver2),Desktop,메타_전환,타겟팅,기타,기타,기타,86.0,2.0,1.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver2),iPad,메타_전환,타겟팅,기타,기타,기타,1.0,1.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver2),iPhone,메타_전환,타겟팅,기타,기타,기타,17309.0,880.0,12.0,1.0,17800.0,102.8366745623664,17309.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver3),Android Smartphone,메타_전환,타겟팅,기타,기타,기타,49605.0,1530.0,28.0,2.0,110600.0,222.96139502066325,24802.5,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver3),Android Tablet,메타_전환,타겟팅,기타,기타,기타,41.0,1.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver3),Desktop,메타_전환,타겟팅,기타,기타,기타,181.0,5.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,예일_짜집기(ver3),iPhone,메타_전환,타겟팅,기타,기타,기타,48940.0,2223.0,37.0,5.0,125600.0,256.640784634246,9788.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,전제품-어드밴티지-1865,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,181130.0,12161.0,82.0,5.0,184000.0,101.58449732236514,36226.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,전제품-어드밴티지-1865,Android Tablet,메타_전환,타겟팅,기타,기타,기타,31.0,4.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,전제품-어드밴티지-1865,Desktop,메타_전환,타겟팅,기타,기타,기타,1120.0,86.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-02,전제품-어드밴티지-1865,iPad,메타_전환,타겟팅,기타,기타,기타,73.0,9.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,전제품-어드밴티지-1865,iPhone,메타_전환,타겟팅,기타,기타,기타,112003.0,10181.0,73.0,8.0,224800.0,200.70890958277903,14000.375,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 데이지 이미지,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,13831.0,1459.0,39.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 데이지 이미지,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,50.0,15.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 데이지 이미지,iPad,메타_트래픽,리타겟팅,기타,기타,기타,69.0,3.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 데이지 이미지,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,5574.0,740.0,15.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 민혁,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,22434.0,2530.0,102.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 민혁,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,26.0,6.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 민혁,iPad,메타_트래픽,리타겟팅,기타,기타,기타,27.0,5.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 민혁,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,2408.0,356.0,4.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 사라음성 -,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,12226.0,1183.0,47.0,1.0,11800.0,96.51562244397186,12226.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 사라음성 -,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,26.0,2.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 사라음성 -,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,7146.0,842.0,25.0,1.0,24800.0,347.0472991883571,7146.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 호랑이 파란이미지,Android Smartphone,메타_트래픽,리타겟팅,기타,기타,기타,7690.0,1257.0,30.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 호랑이 파란이미지,Android Tablet,메타_트래픽,리타겟팅,기타,기타,기타,21.0,2.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 호랑이 파란이미지,iPad,메타_트래픽,리타겟팅,기타,기타,기타,89.0,18.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-02,트래픽 호랑이 파란이미지,iPhone,메타_트래픽,리타겟팅,기타,기타,기타,22142.0,4546.0,123.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-03,1번째 애셋 그룹,Computers,구분필요,리타겟팅,기타,기타,기타,6879.47,7383.0,3.0,1.0,37200.0,540.7393302100307,6879.47,웹
2025-06,2025-06-02/2025-06-08,2025-06-03,1번째 애셋 그룹,Mobile phones,구분필요,리타겟팅,기타,기타,기타,86740.06,29202.0,222.0,3.0,98779.37,113.87975751919008,28913.353333333333,모바일
2025-06,2025-06-02/2025-06-08,2025-06-03,1번째 애셋 그룹,TV screens,구분필요,리타겟팅,기타,기타,기타,644.3,112.0,0.0,0.0,0.0,0.0,0.0,TV
2025-06,2025-06-02/2025-06-08,2025-06-03,1번째 애셋 그룹,Tablets,구분필요,리타겟팅,기타,기타,기타,288.54,148.0,0.0,0.0,0.0,0.0,0.0,모바일
2025-06,2025-06-02/2025-06-08,2025-06-03,2번째 애셋 그룹,Computers,구분필요,리타겟팅,기타,기타,기타,25.54,270.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-03,2번째 애셋 그룹,Mobile phones,구분필요,리타겟팅,기타,기타,기타,8514.36,1238.0,29.0,1.0,17800.0,209.05857868354167,8514.36,모바일
2025-06,2025-06-02/2025-06-08,2025-06-03,2번째 애셋 그룹,TV screens,구분필요,리타겟팅,기타,기타,기타,3.85,2.0,0.0,0.0,0.0,0.0,0.0,TV
2025-06,2025-06-02/2025-06-08,2025-06-03,2번째 애셋 그룹,Tablets,구분필요,리타겟팅,기타,기타,기타,0.0,15.0,0.0,0.0,0.0,0.0,0.0,모바일
2025-06,2025-06-02/2025-06-08,2025-06-03,데이지-1865-여성-구매60일제외,Android Smartphone,메타_전환,타겟팅,기타,기타,기타,96531.0,3928.0,101.0,15.0,401700.0,416.13574913758276,6435.4,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-03,데이지-1865-여성-구매60일제외,Android Tablet,메타_전환,타겟팅,기타,기타,기타,42.0,2.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-03,데이지-1865-여성-구매60일제외,Desktop,메타_전환,타겟팅,기타,기타,기타,339.0,12.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-03,데이지-1865-여성-구매60일제외,iPhone,메타_전환,타겟팅,기타,기타,기타,58992.0,3826.0,58.0,9.0,298600.0,506.17032818009216,6554.666666666667,애플
2025-06,2025-06-02/2025-06-08,2025-06-03,마우스패드 100원 - 사본,Android Smartphone,메타_트래픽,타겟팅,기타,기타,기타,11348.0,1300.0,29.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-03,마우스패드 100원 - 사본,Android Tablet,메타_트래픽,타겟팅,기타,기타,기타,8.0,7.0,0.0,0.0,0.0,0.0,0.0,안드로이드
2025-06,2025-06-02/2025-06-08,2025-06-03,마우스패드 100원 - 사본,Desktop,메타_트래픽,타겟팅,기타,기타,기타,53.0,4.0,0.0,0.0,0.0,0.0,0.0,웹
2025-06,2025-06-02/2025-06-08,2025-06-03,마우스패드 100원 - 사본,iPad,메타_트래픽,타겟팅,기타,기타,기타,75.0,9.0,0.0,0.0,0.0,0.0,0.0,애플
2025-06,2025-06-02/2025-06-08,2025-06-03,마우스패드 100원 - 사본,iPhone,메타_트래픽,타겟팅,기타,기타,기타,6966.0,960.0,19.0,0.0,0.0,0.0,0.0,애플
