광고세트,연령,성별,유형구분,타겟팅,브랜드명,상품명,프로모션,비용,노출,링크클릭,전환수,전환값,ROAS,CPA
신제품-부클-1865,18-24,Female,메타_전환,타겟팅,신제품,기타,기타,34043.0,4104,51.0,0.0,0.0,0.0,0.0
신제품-부클-1865,18-24,Male,메타_전환,타겟팅,신제품,기타,기타,3889.0,469,7.0,0.0,0.0,0.0,0.0
신제품-부클-1865,18-24,Unknown,메타_전환,타겟팅,신제품,기타,기타,153.0,17,0.0,0.0,0.0,0.0,0.0
신제품-부클-1865,25-34,Female,메타_전환,타겟팅,신제품,기타,기타,179571.0,14997,320.0,7.0,380525.0,211.90782476012276,25653.0
신제품-부클-1865,25-34,Male,메타_전환,타겟팅,신제품,기타,기타,23112.0,1713,21.0,1.0,17800.0,77.01626860505365,23112.0
신제품-부클-1865,25-34,Unknown,메타_전환,타겟팅,신제품,기타,기타,251.0,38,2.0,0.0,0.0,0.0,0.0
신제품-부클-1865,35-44,Female,메타_전환,타겟팅,신제품,기타,기타,252947.0,9775,320.0,8.0,404900.0,160.07305878306525,31618.375
신제품-부클-1865,35-44,Male,메타_전환,타겟팅,신제품,기타,기타,20491.0,884,9.0,1.0,29800.0,145.4297008442731,20491.0
신제품-부클-1865,35-44,Unknown,메타_전환,타겟팅,신제품,기타,기타,494.0,28,0.0,0.0,0.0,0.0,0.0
신제품-부클-1865,45-54,Female,메타_전환,타겟팅,신제품,기타,기타,352441.0,10120,378.0,17.0,1012575.0,287.30340681135283,20731.823529411766
신제품-부클-1865,45-54,Male,메타_전환,타겟팅,신제품,기타,기타,21036.0,743,19.0,0.0,0.0,0.0,0.0
신제품-부클-1865,45-54,Unknown,메타_전환,타겟팅,신제품,기타,기타,1088.0,30,0.0,0.0,0.0,0.0,0.0
신제품-부클-1865,55-64,Female,메타_전환,타겟팅,신제품,기타,기타,122192.0,2674,100.0,1.0,59800.0,48.939374099777396,122192.0
신제품-부클-1865,55-64,Male,메타_전환,타겟팅,신제품,기타,기타,8485.0,237,6.0,0.0,0.0,0.0,0.0
신제품-부클-1865,55-64,Unknown,메타_전환,타겟팅,신제품,기타,기타,282.0,8,1.0,0.0,0.0,0.0,0.0
신제품-부클-1865,65+,Female,메타_전환,타겟팅,신제품,기타,기타,13653.0,274,15.0,1.0,39800.0,291.5110232183403,13653.0
신제품-부클-1865,65+,Male,메타_전환,타겟팅,신제품,기타,기타,1913.0,39,0.0,0.0,0.0,0.0,0.0
신제품-부클-1865,65+,Unknown,메타_전환,타겟팅,신제품,기타,기타,168.0,6,0.0,0.0,0.0,0.0,0.0
신제품-부클-1865,Unknown,Unknown,메타_전환,타겟팅,신제품,기타,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,18-24,Female,메타_전환,타겟팅,신제품,발매트,기타,11515.0,912,11.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,18-24,Male,메타_전환,타겟팅,신제품,발매트,기타,1952.0,273,5.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,18-24,Unknown,메타_전환,타겟팅,신제품,발매트,기타,45.0,2,0.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,25-34,Female,메타_전환,타겟팅,신제품,발매트,기타,134316.0,8929,155.0,8.0,332500.0,247.5505524286012,16789.5
신제품-토마토앞치마-1865,25-34,Male,메타_전환,타겟팅,신제품,발매트,기타,28494.0,2560,22.0,1.0,29600.0,103.88151891626308,28494.0
신제품-토마토앞치마-1865,25-34,Unknown,메타_전환,타겟팅,신제품,발매트,기타,600.0,38,1.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,35-44,Female,메타_전환,타겟팅,신제품,발매트,기타,176163.0,7048,142.0,11.0,422800.0,240.00499537360284,16014.818181818182
신제품-토마토앞치마-1865,35-44,Male,메타_전환,타겟팅,신제품,발매트,기타,17892.0,1026,12.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,35-44,Unknown,메타_전환,타겟팅,신제품,발매트,기타,877.0,38,1.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,45-54,Female,메타_전환,타겟팅,신제품,발매트,기타,241405.0,6520,169.0,3.0,71400.0,29.576852177875356,80468.33333333333
신제품-토마토앞치마-1865,45-54,Male,메타_전환,타겟팅,신제품,발매트,기타,10732.0,447,19.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,45-54,Unknown,메타_전환,타겟팅,신제품,발매트,기타,703.0,29,0.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,55-64,Female,메타_전환,타겟팅,신제품,발매트,기타,141791.0,2750,83.0,4.0,99200.0,69.96212735646127,35447.75
신제품-토마토앞치마-1865,55-64,Male,메타_전환,타겟팅,신제품,발매트,기타,8782.0,158,7.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,55-64,Unknown,메타_전환,타겟팅,신제품,발매트,기타,463.0,8,0.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,65+,Female,메타_전환,타겟팅,신제품,발매트,기타,12764.0,256,7.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,65+,Male,메타_전환,타겟팅,신제품,발매트,기타,937.0,24,1.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,65+,Unknown,메타_전환,타겟팅,신제품,발매트,기타,70.0,1,0.0,0.0,0.0,0.0,0.0
신제품-토마토앞치마-1865,Unknown,Unknown,메타_전환,타겟팅,신제품,발매트,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,18-24,Female,메타_전환,타겟팅,신제품,파우치,기타,421147.0,85277,1527.0,28.0,792600.0,188.20031960336888,15040.964285714286
신제품-패드하우스-1865,18-24,Male,메타_전환,타겟팅,신제품,파우치,기타,24465.0,5738,76.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,18-24,Unknown,메타_전환,타겟팅,신제품,파우치,기타,1616.0,357,6.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,25-34,Female,메타_전환,타겟팅,신제품,파우치,기타,725245.0,93413,2107.0,56.0,1614100.0,222.5592730732373,12950.80357142857
신제품-패드하우스-1865,25-34,Male,메타_전환,타겟팅,신제품,파우치,기타,33099.0,5005,83.0,4.0,116300.0,351.37013202815797,8274.75
신제품-패드하우스-1865,25-34,Unknown,메타_전환,타겟팅,신제품,파우치,기타,2704.0,326,7.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,35-44,Female,메타_전환,타겟팅,신제품,파우치,기타,139185.0,9158,248.0,4.0,113200.0,81.3306031540755,34796.25
신제품-패드하우스-1865,35-44,Male,메타_전환,타겟팅,신제품,파우치,기타,5791.0,447,6.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,35-44,Unknown,메타_전환,타겟팅,신제품,파우치,기타,774.0,50,3.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,45-54,Female,메타_전환,타겟팅,신제품,파우치,기타,52170.0,2318,73.0,2.0,56700.0,108.68315123634274,26085.0
신제품-패드하우스-1865,45-54,Male,메타_전환,타겟팅,신제품,파우치,기타,1784.0,154,4.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,45-54,Unknown,메타_전환,타겟팅,신제품,파우치,기타,363.0,10,0.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,55-64,Female,메타_전환,타겟팅,신제품,파우치,기타,5978.0,300,6.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,55-64,Male,메타_전환,타겟팅,신제품,파우치,기타,317.0,29,0.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,65+,Female,메타_전환,타겟팅,신제품,파우치,기타,1885.0,263,13.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,65+,Male,메타_전환,타겟팅,신제품,파우치,기타,81.0,22,0.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,65+,Unknown,메타_전환,타겟팅,신제품,파우치,기타,95.0,5,0.0,0.0,0.0,0.0,0.0
신제품-패드하우스-1865,Unknown,Unknown,메타_전환,타겟팅,신제품,파우치,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,18-24,Female,메타_전환,타겟팅,신제품,파자마,기타,15990.0,1380,29.0,2.0,68200.0,426.5165728580363,7995.0
신제품-홀리데이_오버핏_파자마-1865,18-24,Male,메타_전환,타겟팅,신제품,파자마,기타,2198.0,279,1.0,1.0,29600.0,1346.6787989080983,2198.0
신제품-홀리데이_오버핏_파자마-1865,18-24,Unknown,메타_전환,타겟팅,신제품,파자마,기타,42.0,6,0.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,25-34,Female,메타_전환,타겟팅,신제품,파자마,기타,106131.0,7102,180.0,3.0,266000.0,250.63365086543988,35377.0
신제품-홀리데이_오버핏_파자마-1865,25-34,Male,메타_전환,타겟팅,신제품,파자마,기타,18726.0,1578,23.0,1.0,51800.0,276.6207412154224,18726.0
신제품-홀리데이_오버핏_파자마-1865,25-34,Unknown,메타_전환,타겟팅,신제품,파자마,기타,223.0,19,0.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,35-44,Female,메타_전환,타겟팅,신제품,파자마,기타,137558.0,5019,164.0,5.0,355200.0,258.21835153171753,27511.6
신제품-홀리데이_오버핏_파자마-1865,35-44,Male,메타_전환,타겟팅,신제품,파자마,기타,20186.0,907,24.0,1.0,51800.0,256.61349450113937,20186.0
신제품-홀리데이_오버핏_파자마-1865,35-44,Unknown,메타_전환,타겟팅,신제품,파자마,기타,623.0,27,3.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,45-54,Female,메타_전환,타겟팅,신제품,파자마,기타,192956.0,4150,162.0,2.0,84600.0,43.8441924583843,96478.0
신제품-홀리데이_오버핏_파자마-1865,45-54,Male,메타_전환,타겟팅,신제품,파자마,기타,10727.0,357,13.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,45-54,Unknown,메타_전환,타겟팅,신제품,파자마,기타,505.0,21,1.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,55-64,Female,메타_전환,타겟팅,신제품,파자마,기타,77353.0,1156,67.0,6.0,438400.0,566.7524207205927,12892.166666666666
신제품-홀리데이_오버핏_파자마-1865,55-64,Male,메타_전환,타겟팅,신제품,파자마,기타,7339.0,145,4.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,55-64,Unknown,메타_전환,타겟팅,신제품,파자마,기타,47.0,1,0.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,65+,Female,메타_전환,타겟팅,신제품,파자마,기타,5083.0,118,3.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,65+,Male,메타_전환,타겟팅,신제품,파자마,기타,836.0,22,0.0,0.0,0.0,0.0,0.0
신제품-홀리데이_오버핏_파자마-1865,Unknown,Unknown,메타_전환,타겟팅,신제품,파자마,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,18-24,Female,메타_전환,타겟팅,기존제품,앞치마,기타,29714.0,9610,140.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,18-24,Male,메타_전환,타겟팅,기존제품,앞치마,기타,4565.0,2577,19.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,18-24,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,186.0,67,0.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,25-34,Female,메타_전환,타겟팅,기존제품,앞치마,기타,209603.0,40657,1378.0,5.0,152000.0,72.51804602033368,41920.6
앞치마 콘텐츠조회,25-34,Male,메타_전환,타겟팅,기존제품,앞치마,기타,14470.0,5220,75.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,25-34,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,737.0,167,3.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,35-44,Female,메타_전환,타겟팅,기존제품,앞치마,기타,110182.0,17583,674.0,3.0,106800.0,96.93053311793214,36727.333333333336
앞치마 콘텐츠조회,35-44,Male,메타_전환,타겟팅,기존제품,앞치마,기타,8010.0,2360,41.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,35-44,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,563.0,81,5.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,45-54,Female,메타_전환,타겟팅,기존제품,앞치마,기타,45111.0,6095,315.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,45-54,Male,메타_전환,타겟팅,기존제품,앞치마,기타,3318.0,1127,17.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,45-54,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,245.0,35,0.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,55-64,Female,메타_전환,타겟팅,기존제품,앞치마,기타,14986.0,2028,112.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,55-64,Male,메타_전환,타겟팅,기존제품,앞치마,기타,2699.0,717,16.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,55-64,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,31.0,8,1.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,65+,Female,메타_전환,타겟팅,기존제품,앞치마,기타,3181.0,435,18.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,65+,Male,메타_전환,타겟팅,기존제품,앞치마,기타,877.0,279,0.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,65+,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,19.0,6,0.0,0.0,0.0,0.0,0.0
앞치마 콘텐츠조회,Unknown,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,18-24,Female,메타_전환,타겟팅,기존제품,앞치마,기타,7223.0,653,10.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,18-24,Male,메타_전환,타겟팅,기존제품,앞치마,기타,2182.0,370,10.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,18-24,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,2.0,2,0.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,25-34,Female,메타_전환,타겟팅,기존제품,앞치마,기타,46825.0,3889,47.0,3.0,119700.0,255.63267485317672,15608.333333333334
앞치마-야구-1865,25-34,Male,메타_전환,타겟팅,기존제품,앞치마,기타,8311.0,929,15.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,25-34,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,466.0,40,1.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,35-44,Female,메타_전환,타겟팅,기존제품,앞치마,기타,103694.0,5372,80.0,2.0,46860.0,45.19065712577392,51847.0
앞치마-야구-1865,35-44,Male,메타_전환,타겟팅,기존제품,앞치마,기타,6131.0,627,1.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,35-44,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,959.0,30,1.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,45-54,Female,메타_전환,타겟팅,기존제품,앞치마,기타,263431.0,8108,171.0,8.0,273300.0,103.74633205659167,32928.875
앞치마-야구-1865,45-54,Male,메타_전환,타겟팅,기존제품,앞치마,기타,12300.0,602,14.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,45-54,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,970.0,29,2.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,55-64,Female,메타_전환,타겟팅,기존제품,앞치마,기타,209660.0,4545,158.0,2.0,59600.0,28.426977010397785,104830.0
앞치마-야구-1865,55-64,Male,메타_전환,타겟팅,기존제품,앞치마,기타,17498.0,471,16.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,55-64,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,642.0,9,0.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,65+,Female,메타_전환,타겟팅,기존제품,앞치마,기타,24342.0,493,28.0,1.0,29800.0,122.42215101470708,24342.0
앞치마-야구-1865,65+,Male,메타_전환,타겟팅,기존제품,앞치마,기타,3118.0,83,2.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,65+,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,228.0,8,0.0,0.0,0.0,0.0,0.0
앞치마-야구-1865,Unknown,Unknown,메타_전환,타겟팅,기존제품,앞치마,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,18-24,Female,메타_전환,타겟팅,기존제품,룸슈즈,기타,1499.0,119,1.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,18-24,Male,메타_전환,타겟팅,기존제품,룸슈즈,기타,643.0,130,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,18-24,Unknown,메타_전환,타겟팅,기존제품,룸슈즈,기타,7.0,1,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,25-34,Female,메타_전환,타겟팅,기존제품,룸슈즈,기타,17266.0,1298,5.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,25-34,Male,메타_전환,타겟팅,기존제품,룸슈즈,기타,9526.0,954,9.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,25-34,Unknown,메타_전환,타겟팅,기존제품,룸슈즈,기타,25.0,6,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,35-44,Female,메타_전환,타겟팅,기존제품,룸슈즈,기타,25559.0,1218,9.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,35-44,Male,메타_전환,타겟팅,기존제품,룸슈즈,기타,9116.0,747,2.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,35-44,Unknown,메타_전환,타겟팅,기존제품,룸슈즈,기타,21.0,1,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,45-54,Female,메타_전환,타겟팅,기존제품,룸슈즈,기타,35693.0,992,13.0,1.0,29800.0,83.48975989689855,35693.0
야구 층간소음 룸슈즈-1,45-54,Male,메타_전환,타겟팅,기존제품,룸슈즈,기타,4328.0,270,5.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,45-54,Unknown,메타_전환,타겟팅,기존제품,룸슈즈,기타,75.0,4,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,55-64,Female,메타_전환,타겟팅,기존제품,룸슈즈,기타,18299.0,334,9.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,55-64,Male,메타_전환,타겟팅,기존제품,룸슈즈,기타,1797.0,62,3.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,55-64,Unknown,메타_전환,타겟팅,기존제품,룸슈즈,기타,51.0,1,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,65+,Female,메타_전환,타겟팅,기존제품,룸슈즈,기타,2110.0,27,3.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,65+,Male,메타_전환,타겟팅,기존제품,룸슈즈,기타,264.0,17,0.0,0.0,0.0,0.0,0.0
야구 층간소음 룸슈즈-1,65+,Unknown,메타_전환,타겟팅,기존제품,룸슈즈,기타,69.0,2,0.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,18-24,Female,메타_전환,타겟팅,기존제품,기타,기타,112479.0,17901,210.0,7.0,153900.0,136.82554076760997,16068.42857142857
어드벤 토끼콤마 0416 광고 세트,18-24,Male,메타_전환,타겟팅,기존제품,기타,기타,13536.0,2355,14.0,1.0,11800.0,87.17494089834516,13536.0
어드벤 토끼콤마 0416 광고 세트,18-24,Unknown,메타_전환,타겟팅,기존제품,기타,기타,577.0,70,1.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,25-34,Female,메타_전환,타겟팅,기존제품,기타,기타,2839716.0,248418,3960.0,156.0,4362908.0,153.63888501526208,18203.30769230769
어드벤 토끼콤마 0416 광고 세트,25-34,Male,메타_전환,타겟팅,기존제품,기타,기타,138569.0,14864,171.0,6.0,151900.0,109.62047788466396,23094.833333333332
어드벤 토끼콤마 0416 광고 세트,25-34,Unknown,메타_전환,타겟팅,기존제품,기타,기타,3246.0,308,10.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,35-44,Female,메타_전환,타겟팅,기존제품,기타,기타,3890678.0,213084,4204.0,209.0,6150198.0,158.07522493508844,18615.684210526317
어드벤 토끼콤마 0416 광고 세트,35-44,Male,메타_전환,타겟팅,기존제품,기타,기타,169285.0,11525,172.0,10.0,336500.0,198.77721003042208,16928.5
어드벤 토끼콤마 0416 광고 세트,35-44,Unknown,메타_전환,타겟팅,기존제품,기타,기타,10767.0,417,13.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,45-54,Female,메타_전환,타겟팅,기존제품,기타,기타,551174.0,19380,503.0,17.0,565700.0,102.63546538842543,32422.0
어드벤 토끼콤마 0416 광고 세트,45-54,Male,메타_전환,타겟팅,기존제품,기타,기타,35865.0,1716,27.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,45-54,Unknown,메타_전환,타겟팅,기존제품,기타,기타,1266.0,65,1.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,55-64,Female,메타_전환,타겟팅,기존제품,기타,기타,60935.0,1726,53.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,55-64,Male,메타_전환,타겟팅,기존제품,기타,기타,6278.0,276,2.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,55-64,Unknown,메타_전환,타겟팅,기존제품,기타,기타,254.0,6,0.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,65+,Female,메타_전환,타겟팅,기존제품,기타,기타,11657.0,650,12.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,65+,Male,메타_전환,타겟팅,기존제품,기타,기타,2241.0,161,1.0,0.0,0.0,0.0,0.0
어드벤 토끼콤마 0416 광고 세트,Unknown,Unknown,메타_전환,타겟팅,기존제품,기타,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),18-24,Female,메타_전환,타겟팅,기존제품,기타,기타,23607.0,1977,15.0,2.0,73800.0,312.61913839115516,11803.5
예일_짜집기(ver2),18-24,Male,메타_전환,타겟팅,기존제품,기타,기타,7227.0,1298,2.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),18-24,Unknown,메타_전환,타겟팅,기존제품,기타,기타,175.0,38,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),25-34,Female,메타_전환,타겟팅,기존제품,기타,기타,540487.0,27656,411.0,36.0,1251037.0,231.46477158562556,15013.527777777777
예일_짜집기(ver2),25-34,Male,메타_전환,타겟팅,기존제품,기타,기타,54027.0,3866,29.0,3.0,48400.0,89.58483721102411,18009.0
예일_짜집기(ver2),25-34,Unknown,메타_전환,타겟팅,기존제품,기타,기타,535.0,36,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),35-44,Female,메타_전환,타겟팅,기존제품,기타,기타,1346049.0,44816,963.0,62.0,2128200.0,158.10717143283787,21710.467741935485
예일_짜집기(ver2),35-44,Male,메타_전환,타겟팅,기존제품,기타,기타,75050.0,3537,53.0,5.0,147200.0,196.1359093937375,15010.0
예일_짜집기(ver2),35-44,Unknown,메타_전환,타겟팅,기존제품,기타,기타,4206.0,114,4.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),45-54,Female,메타_전환,타겟팅,기존제품,기타,기타,559190.0,13723,434.0,19.0,536260.0,95.89942595539978,29431.052631578947
예일_짜집기(ver2),45-54,Male,메타_전환,타겟팅,기존제품,기타,기타,32678.0,1240,22.0,1.0,29600.0,90.58081889956546,32678.0
예일_짜집기(ver2),45-54,Unknown,메타_전환,타겟팅,기존제품,기타,기타,1414.0,51,1.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),55-64,Female,메타_전환,타겟팅,기존제품,기타,기타,84238.0,1778,73.0,2.0,81000.0,96.15612906289324,42119.0
예일_짜집기(ver2),55-64,Male,메타_전환,타겟팅,기존제품,기타,기타,6766.0,318,5.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),55-64,Unknown,메타_전환,타겟팅,기존제품,기타,기타,339.0,7,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),65+,Female,메타_전환,타겟팅,기존제품,기타,기타,8161.0,177,8.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),65+,Male,메타_전환,타겟팅,기존제품,기타,기타,1948.0,79,1.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),65+,Unknown,메타_전환,타겟팅,기존제품,기타,기타,35.0,3,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver2),Unknown,Unknown,메타_전환,타겟팅,기존제품,기타,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),18-24,Female,메타_전환,타겟팅,기존제품,기타,기타,33535.0,2967,26.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),18-24,Male,메타_전환,타겟팅,기존제품,기타,기타,7342.0,1030,2.0,1.0,35760.0,487.0607463906293,7342.0
예일_짜집기(ver3),18-24,Unknown,메타_전환,타겟팅,기존제품,기타,기타,165.0,29,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),25-34,Female,메타_전환,타겟팅,기존제품,기타,기타,1384144.0,81200,1447.0,78.0,2425155.0,175.2097325133801,17745.4358974359
예일_짜집기(ver3),25-34,Male,메타_전환,타겟팅,기존제품,기타,기타,67963.0,5273,41.0,2.0,66300.0,97.55308035254477,33981.5
예일_짜집기(ver3),25-34,Unknown,메타_전환,타겟팅,기존제품,기타,기타,1604.0,108,2.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),35-44,Female,메타_전환,타겟팅,기존제품,기타,기타,2333824.0,94056,2232.0,116.0,3800417.0,162.8407711978281,20119.172413793105
예일_짜집기(ver3),35-44,Male,메타_전환,타겟팅,기존제품,기타,기타,108560.0,5976,86.0,5.0,95800.0,88.24613117170227,21712.0
예일_짜집기(ver3),35-44,Unknown,메타_전환,타겟팅,기존제품,기타,기타,4724.0,185,3.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),45-54,Female,메타_전환,타겟팅,기존제품,기타,기타,369250.0,9706,323.0,12.0,417800.0,113.14827352742046,30770.833333333332
예일_짜집기(ver3),45-54,Male,메타_전환,타겟팅,기존제품,기타,기타,31293.0,1246,15.0,1.0,11900.0,38.02767392068514,31293.0
예일_짜집기(ver3),45-54,Unknown,메타_전환,타겟팅,기존제품,기타,기타,1304.0,43,2.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),55-64,Female,메타_전환,타겟팅,기존제품,기타,기타,60212.0,1229,52.0,1.0,19800.0,32.88381053610576,60212.0
예일_짜집기(ver3),55-64,Male,메타_전환,타겟팅,기존제품,기타,기타,6619.0,316,8.0,3.0,64400.0,972.9566399758271,2206.3333333333335
예일_짜집기(ver3),55-64,Unknown,메타_전환,타겟팅,기존제품,기타,기타,286.0,14,1.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),65+,Female,메타_전환,타겟팅,기존제품,기타,기타,7987.0,307,11.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),65+,Male,메타_전환,타겟팅,기존제품,기타,기타,1395.0,82,0.0,0.0,0.0,0.0,0.0
예일_짜집기(ver3),Unknown,Unknown,메타_전환,타겟팅,기존제품,기타,기타,0.0,0,0.0,0.0,0.0,0.0,0.0
