월,주,일,목표,캠페인이름,광고세트,기기유형,플랫폼,기기플랫폼,연령,성별,비용,노출,링크클릭,전환수,전환값,타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"16,160",20846,28,4,185900,리타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"129,945",66204,418,3,87000,리타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,221,27,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,788,64,1,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,,112,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,639,190,1,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-08,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,107,5,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"22,972",30486,35,4.127922,129116.6216,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"126,116",48038,327,6.675885,196536.4396,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,10,2,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,6,64,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,556,385,1,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,841",514,5,1,22800,리타겟팅
2025-07-01,2025-07-07,2025-07-09,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,41,11,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"31,075",40624,45,6.333619,170006.5132,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"116,915",63831,369,8.013091,223211.3512,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,8,3,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,,102,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,,407,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,441",463,7,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-10,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,,5,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"34,029",40968,45,2,44400,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"31,343",16825,113,1.99901,54575.448,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,11,2,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,,70,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,27,255,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"1,058",355,4,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-11,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,3,9,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"10,828",21181,14,1,54700,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"210,247",138726,698,7.00471,215518.6476,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,433,73,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,580,320,1,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"2,939",197,1,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,354",1301,6,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-12,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,357,42,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"9,650",11127,14,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"134,891",100108,469,4.078427,119460.4204,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,24,7,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"1,205",492,6,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,,69,0,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"4,213",1178,14,0,0,리타겟팅
2025-07-01,2025-07-07,2025-07-13,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,13,8,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"41,431",60210,55,1.75,71500,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"97,326",69628,280,6.705297,183442.4008,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,70,7,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,150,218,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,792,205,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"3,464",990,8,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,5,8,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"24,994",35755,34,2.25,62200,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"57,930",40349,173,6.667025,195260.6112,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,175,12,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,394,117,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,6,165,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,539",1068,5,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,7,7,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"44,568",47637,50,8.59039,235451.282,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"120,921",62927,425,15.527765,456865.4386,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,234,11,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,520,208,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,720,326,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"13,497",1540,19,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,50,24,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"45,442",53468,59,4.454805,89569.554,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"131,149",70015,430,11.348036,276960.1768,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,140,32,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"1,533",200,2,1,14800,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,2,637,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"10,222",880,13,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,2번째 애셋 그룹,TV screens,-,-,-,-,3,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,10,11,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"27,350",48681,36,4.19347,106065.6654,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"112,455",66920,306,1.011998,23155.1408,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,110,23,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,793,195,4,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,18,497,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"3,351",454,3,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-18,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,21,10,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"7,090",7795,7,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"125,836",32215,224,11.98823,350251.608,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,22,5,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"2,846",282,6,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,,146,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"4,418",460,6,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-19,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,12,8,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"11,343",33791,26,2,40600,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"152,168",125429,451,5,110800,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,21,15,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"1,436",270,4,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"1,415",640,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,157",665,7,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-20,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,,4,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"53,300",156540,106,4.666666,123999.9858,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"82,604",262742,648,3.012639,75146.6428,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,228,28,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,127,444,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,,835,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"12,357",275,4,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,2번째 애셋 그룹,TV screens,-,-,-,-,1,1,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-21,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,14,2,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"43,556",109260,93,2,45600,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"80,779",161025,527,4,93800,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,16,22,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,344,331,3,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,542,915,2,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"1,568",858,6,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-22,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,,7,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"38,284",50582,50,7,201400,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"107,637",82447,429,9.002044,268654.3704,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,175,24,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"1,013",249,4,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"5,341",1025,5,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"3,140",1169,7,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-23,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,13,6,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"34,336",45064,45,4.333333,117933.3152,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"111,369",83517,410,7.510028,244696.8288,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,139,25,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"1,567",220,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"1,676",518,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"1,125",656,4,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,2번째 애셋 그룹,TV screens,-,-,-,-,2,1,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-24,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,4,6,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"28,160",35114,34,6.333333,160733.3152,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"100,615",61627,321,7.53048,230742.544,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,169,18,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,459,191,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"2,253",269,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,366,370,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,2번째 애셋 그룹,TV screens,-,-,-,-,2,1,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-25,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,33,8,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"11,419",9764,15,2,99000,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"132,030",41623,295,6.984196,205332.2016,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,1번째 애셋 그룹,OTHER,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,139,23,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,807,213,4,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,768,160,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,702",529,6,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,2번째 애셋 그룹,TV screens,-,-,-,-,1,1,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-26,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,18,4,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"10,307",12082,13,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"119,439",30537,217,7.96952,209657.456,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,67,18,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,603,272,1,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,,176,0,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"3,601",486,6,0,0,리타겟팅
2025-07-01,2025-07-21,2025-07-27,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,117,11,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"40,424",48439,36,2.184144,69966.7712,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"112,682",36434,219,8.495691,208425.704,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,329,22,1,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,"1,425",226,4,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,853,341,1,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"3,083",551,6,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,2번째 애셋 그룹,TV screens,-,-,-,-,6,2,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-28,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,1,4,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"12,863",23528,22,4.14919,109566.5984,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"121,747",67706,309,15.649085,425943.1912,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,236,24,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,435,124,2,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"1,589",140,4,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"2,792",701,3,1,17800,리타겟팅
2025-07-01,2025-07-28,2025-07-29,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,1,2,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"24,260",24435,27,1,22800,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"88,643",67894,237,3.329632,96867.4496,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,339,66,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,1번째 애셋 그룹,Tablets,-,-,-,-,234,203,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,2번째 애셋 그룹,Computers,-,-,-,-,"1,299",129,1,1,19800,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,2번째 애셋 그룹,Mobile phones,-,-,-,-,"1,913",731,6,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-30,PERFORMANCE_MAX,-,2번째 애셋 그룹,Tablets,-,-,-,-,1,4,0,0,0,리타겟팅
2025-07-01,2025-07-28,2025-07-31,PERFORMANCE_MAX,-,1번째 애셋 그룹,Computers,-,-,-,-,"32,397",40082,40,2.666666,48799.9858,리타겟팅
2025-07-01,2025-07-28,2025-07-31,PERFORMANCE_MAX,-,1번째 애셋 그룹,Mobile phones,-,-,-,-,"94,167",29801,230,4.00392,117369.776,리타겟팅
2025-07-01,2025-07-28,2025-07-31,PERFORMANCE_MAX,-,1번째 애셋 그룹,TV screens,-,-,-,-,584,91,0,0,0,리타겟팅
