월,주,일,목표,캠페인이름,광고세트,기기유형,플랫폼,기기플랫폼,연령,성별,비용,노출,링크클릭,전환수,전환값,타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"713,662",378396,2347,59.179507,1661984.826,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,4,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,5,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,93,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"24,144",7183,192,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,13,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"45,178",10224,274,3.033678,134596.8688,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,746,257,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,167,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,320,26,3,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,190,67,2,1.085547,76932.1912,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,831,83,1,0.948131,28064.6776,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,18,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,33,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,26,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,21,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,127,70,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,17,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,700,70,2,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"19,467",2591,74,1,29600,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,107,42,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-01,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,35,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"741,570",280211,2138,74.875177,2239569.169,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,50,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,4,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,3,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,424",743,20,0.991698,36891.1656,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"26,019",7132,167,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,104,48,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"46,395",12244,288,0.991698,36891.1656,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,819",274,4,1,37600,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,606",125,3,1,37600,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,13,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,19,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,36,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,424,36,4,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,67,141,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,77,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,236,83,2,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,25,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,23,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,311,41,3,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"13,120",3350,70,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,680",342,12,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-02,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,041",188,8,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"652,943",304022,2265,31.781952,812828.3456,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,6,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,42,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,281,9,2,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,449",282,11,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"24,439",7819,195,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,10,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"58,978",16797,314,1.000089,29603.3108,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"13,075",5351,31,1,29600,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"11,039",3968,21,1,29600,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,14,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,850,338,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"12,478",2968,27,1.000089,29603.3108,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,340,69,3,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,399,230,3,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,564",1580,8,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,61,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,619,537,2,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,66,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,607,782,3,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"16,969",2805,57,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,410",789,13,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-03,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,143,119,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"702,083",326705,2262,46.725568,1350020.503,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,66,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,209,109,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,6,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,561,141,3,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"21,049",6822,163,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,7,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"56,600",15001,275,0.821906,24314.3402,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"25,620",6073,53,0.859486,25440.7856,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"22,864",5058,47,0.820713,24293.1048,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,37,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"4,305",1054,9,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"11,828",3204,26,0.859486,25440.7856,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,99,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,104,93,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,430",1088,9,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,21,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,130,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,245,22,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,612",424,8,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"9,456",1956,37,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,428",1098,21,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-04,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,33,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"633,399",315593,2344,44.14572,1240732.948,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,612",740,10,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,492",1160,9,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,104,40,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"8,642",2762,62,2,35600,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,6,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"53,897",21704,256,5.012489,120422.3042,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"45,902",18870,181,3.523853,99506.0488,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"56,649",23488,226,5.536342,147128.353,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,27,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"8,659",3722,39,1,37200,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"9,727",3385,30,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,41,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,104,19,1,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,754",597,7,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,6,0,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,172,150,2,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,609",1555,13,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,575",2491,29,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,418",391,13,0,0,리타겟팅
2025-01-01,2024-12-30,2025-01-05,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,4,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"684,184",299438,2007,41.794172,1076507.491,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,100,251,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,363,139,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,166,5,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,634",484,10,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"16,370",2917,54,2.997882,86937.3072,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,056",297,3,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"68,276",18145,222,3.997882,106537.3072,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"33,319",14086,127,1.950661,45939.5656,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"33,701",16802,139,4,94800,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,61,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"6,299",1564,9,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"11,327",3895,35,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,221,14,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,274,91,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,354",513,5,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,117,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,452",197,3,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,84,102,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,909",1297,12,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"18,542",2220,46,0.950661,28139.5656,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,718,87,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-06,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,391",453,7,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"356,121",145763,1169,25.971808,501298.1824,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,313,56,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,26,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,698",1184,26,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,5,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"33,285",10709,120,2.992952,53274.5456,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"30,310",9303,98,1,17800,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"35,150",14794,141,1.000686,17812.2108,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,5,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"5,130",1674,19,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,500",937,10,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,42,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,17,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,96,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,61,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,553,176,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"9,861",1169,28,2.992266,53262.3348,리타겟팅
2025-01-01,2025-01-06,2025-01-07,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,11,0,0,0,리타겟팅
