브랜드명,상품명,프로모션,유형구분,날짜,목표,캠페인,광고세트,소재이름,비용,노출,클릭,전환수,전환값,타겟팅 구분
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 애기 더빙,59167,3721,44,2,79000,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 화이트톤 더빙,29337,816,20,3,71200,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-09-25,3667,357,2,1,15800,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25,4757,240,4,2,47400,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -노랑,342,19,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -초록,32812,2110,35,3,76200,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -파랑,5845,191,5,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 동영상1,4375,179,7,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1A,260,16,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1B,1,1,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1C,18,1,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 1,4361,1189,42,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 2,6618,1303,39,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 3,12995,2476,115,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상4,341,167,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 이미지,26,18,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 이미지 2,46,5,3,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상1,842,359,7,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상2,43,28,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상3,190,64,3,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상4,512,199,6,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상5,62,21,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상6,719,311,4,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상7,30354,8510,245,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상8,213,48,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-08,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 이미지,1220,215,11,0,0,타겟팅
기존제품,발매트,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동 데이지,새 판매 광고 세트,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,102790,4680,122,12,395960,타겟팅
기존제품,발매트,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동 데이지,새 판매 광고 세트,이미지 24-09-25 - 사본,30064,1307,29,1,37600,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,3-호랑이_⭐편집 majjo_home,1098,43,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_foodmin123 - 사본,4330,75,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_iam_maldi - 사본,107,6,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_jjun2_mam - 사본,23,5,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_ran.gogo2018 - 사본,7,3,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_ran.gogo2018 -2,410,7,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상-5,191151,9735,174,8,260300,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상1 - 사본,2551,77,2,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상2 - 사본,46,5,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상3,1578,57,2,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지 ㅇ,440,20,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지 ㅇ - 1,6296,668,8,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지1,7,1,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지2,9,1,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-09,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지3,47,1,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,3-데이지_⭐ 편집 majjo_home,829,48,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,3-매트합본_⭐편집 majjo_home,19000,946,17,1,37600,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,6-데이지만_⭐편집 living_vely,261,15,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,데이지영상 사라,383221,27030,401,32,1058600,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,332204,17391,351,26,734400,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 나경 자막 뿌꾸,3695,142,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 애기 더빙,62892,5441,56,5,158000,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 화이트톤 더빙,19934,564,11,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-09-25,4110,311,3,2,88200,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25,7310,371,4,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -노랑,351,24,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -초록,34618,2112,28,2,46400,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -파랑,4773,174,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 동영상1,3277,130,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1A,206,16,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1B,56,3,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 1,1931,681,20,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 2,3586,719,36,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 3,12410,1964,137,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상4,169,93,3,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 이미지,25,10,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 이미지 2,118,10,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상1,579,264,10,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상2,63,39,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상3,57,30,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상4,225,90,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상5,25,15,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상6,470,217,4,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상7,45282,12957,341,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상8,308,55,3,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-09,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 이미지,1416,285,12,0,0,타겟팅
기존제품,발매트,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동 데이지,새 판매 광고 세트,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,96456,4255,88,7,297400,타겟팅
기존제품,발매트,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동 데이지,새 판매 광고 세트,이미지 24-09-25 - 사본,23823,1061,22,7,249200,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,3-호랑이_⭐편집 majjo_home,1986,58,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_foodmin123 - 사본,5298,145,6,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_iam_maldi - 사본,1358,8,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_jjun2_mam - 사본,30,3,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_ran.gogo2018 - 사본,45,3,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,video_ran.gogo2018 -2,526,9,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상-5,170223,6940,127,3,117300,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상1 - 사본,1908,79,1,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상2 - 사본,6,1,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이영상3,512,19,0,1,26800,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지 ㅇ,674,40,1,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지 ㅇ - 1,9281,862,13,2,91800,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지1,12,2,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지2,22,2,0,0,0,타겟팅
기존제품,호랑이러그,기타,메타_전환,2025-03-10,OUTCOME_SALES,수동_호랑이 - 어드밴티지+ 쇼핑 캠페인 - 사본,새 판매 광고 세트 - 사본,호랑이이미지3,13,1,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,3-데이지_⭐ 편집 majjo_home,518,47,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,3-매트합본_⭐편집 majjo_home,11196,529,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,6-데이지만_⭐편집 living_vely,213,13,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,데이지영상 사라,453251,27671,389,31,937600,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,226148,10864,213,12,356200,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 나경 자막 뿌꾸,2572,115,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 애기 더빙,50980,3301,54,5,207600,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,영상 화이트톤 더빙,18469,504,12,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-09-25,1952,183,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25,5987,328,4,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -노랑,144,10,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -초록,26165,1670,15,2,47400,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,이미지 24-11-25 -파랑,2327,73,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 동영상1,1797,80,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1A,120,9,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 세트,장매트 이미지1B,50,3,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 1,2039,657,26,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 2,5429,930,46,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상 3,8629,1284,64,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 영상4,202,96,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 이미지,7,2,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,네이쳐 이미지 2,262,22,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상1,279,177,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상2,53,35,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상3,31,17,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상4,156,68,0,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상5,55,14,2,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상6,271,138,3,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상7,41482,11625,321,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 영상8,217,45,1,0,0,타겟팅
기존제품,기타,기타,메타_전환,2025-03-10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,어드벤티지 콘텐츠조회 광고 세트,호랑이 이미지,1450,262,14,0,0,타겟팅
