월,주,일,광고세트,연령,유형구분,타겟팅,브랜드명,상품명,프로모션,비용,노출,클릭,전환수,전환값,ROAS,CPA,CPC,연령_통합,유형구분_통합
2025-02,2025-02-10/2025-02-16,2025-02-15,250211_세일즈파트너즈_그리팅,35-44,구분필요,-,기타,기타,기타,343,116,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,250211_세일즈파트너즈_그리팅,45-54,구분필요,-,기타,기타,기타,180,69,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,250211_세일즈파트너즈_그리팅,55-64,구분필요,-,기타,기타,기타,199,62,1.0,0,0,0.0,0.0,199.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,250211_세일즈파트너즈_그리팅,65+,구분필요,-,기타,기타,기타,186,30,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM] 트래픽 세트,18-24,구분필요,-,기타,기타,기타,684,137,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM] 트래픽 세트,25-34,구분필요,-,기타,기타,기타,3333,436,13.0,0,0,0.0,0.0,256.38461538461536,25세 ~ 34세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM] 트래픽 세트,35-44,구분필요,-,기타,기타,기타,2933,185,3.0,0,0,0.0,0.0,977.6666666666666,35세 ~ 44세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM] 트래픽 세트,45-54,구분필요,-,기타,기타,기타,2793,99,9.0,0,0,0.0,0.0,310.3333333333333,45세 ~ 54세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM] 트래픽 세트,55-64,구분필요,-,기타,기타,기타,3644,134,11.0,0,0,0.0,0.0,331.27272727272725,55세 ~ 64세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM] 트래픽 세트,65+,구분필요,-,기타,기타,기타,2226,104,9.0,0,0,0.0,0.0,247.33333333333334,65세 이상,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_마케팅,18-24,구분필요,-,기타,기타,기타,1242,301,1.0,0,0,0.0,0.0,1242.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_마케팅,25-34,구분필요,-,기타,기타,기타,3101,145,1.0,0,0,0.0,0.0,3101.0,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_마케팅,35-44,구분필요,-,기타,기타,기타,1141,46,1.0,0,0,0.0,0.0,1141.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_마케팅,45-54,구분필요,-,기타,기타,기타,387,19,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_마케팅,55-64,구분필요,-,기타,기타,기타,51,3,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_마케팅,65+,구분필요,-,기타,기타,기타,13,4,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_성장관리,18-24,구분필요,-,기타,기타,기타,658,117,1.0,0,0,0.0,0.0,658.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_성장관리,25-34,구분필요,-,기타,기타,기타,3282,169,2.0,0,0,0.0,0.0,1641.0,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_성장관리,35-44,구분필요,-,기타,기타,기타,1502,37,3.0,0,0,0.0,0.0,500.6666666666667,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_성장관리,45-54,구분필요,-,기타,기타,기타,308,11,1.0,0,0,0.0,0.0,308.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-15,[GM]250214_프라이싱_성장관리,55-64,구분필요,-,기타,기타,기타,45,3,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_그로스마케터_그리팅,18-24,구분필요,-,기타,기타,기타,573,69,2.0,0,0,0.0,0.0,286.5,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_그로스마케터_그리팅,25-34,구분필요,-,기타,기타,기타,2070,222,11.0,0,0,0.0,0.0,188.1818181818182,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_그로스마케터_그리팅,35-44,구분필요,-,기타,기타,기타,152,17,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_그로스마케터_그리팅,45-54,구분필요,-,기타,기타,기타,44,2,1.0,0,0,0.0,0.0,44.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_파트너즈_마케터_그리팅,18-24,구분필요,-,기타,기타,기타,112,18,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_파트너즈_마케터_그리팅,25-34,구분필요,-,기타,기타,기타,1591,157,4.0,0,0,0.0,0.0,397.75,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_파트너즈_마케터_그리팅,35-44,구분필요,-,기타,기타,기타,637,51,1.0,0,0,0.0,0.0,637.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_파트너즈_마케터_그리팅,45-54,구분필요,-,기타,기타,기타,79,9,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_파트너즈_마케터_그리팅,55-64,구분필요,-,기타,기타,기타,41,9,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250117_파트너즈_마케터_그리팅,65+,구분필요,-,기타,기타,기타,4,2,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_그로스PM_그리팅,18-24,구분필요,-,기타,기타,기타,481,86,5.0,0,0,0.0,0.0,96.2,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_그로스PM_그리팅,25-34,구분필요,-,기타,기타,기타,1674,185,12.0,0,0,0.0,0.0,139.5,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_그로스PM_그리팅,35-44,구분필요,-,기타,기타,기타,224,23,1.0,0,0,0.0,0.0,224.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_그로스PM_그리팅,65+,구분필요,-,기타,기타,기타,34,3,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_데이터애널리스트_그리팅,18-24,구분필요,-,기타,기타,기타,560,93,1.0,0,0,0.0,0.0,560.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_데이터애널리스트_그리팅,25-34,구분필요,-,기타,기타,기타,2031,254,13.0,0,0,0.0,0.0,156.23076923076923,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_데이터애널리스트_그리팅,35-44,구분필요,-,기타,기타,기타,213,32,2.0,0,0,0.0,0.0,106.5,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_데이터애널리스트_그리팅,45-54,구분필요,-,기타,기타,기타,15,12,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_데이터애널리스트_그리팅,55-64,구분필요,-,기타,기타,기타,42,7,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_데이터애널리스트_그리팅,65+,구분필요,-,기타,기타,기타,5,5,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_세일즈매니저_그리팅,18-24,구분필요,-,기타,기타,기타,145,34,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_세일즈매니저_그리팅,25-34,구분필요,-,기타,기타,기타,1656,186,6.0,0,0,0.0,0.0,276.0,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_세일즈매니저_그리팅,35-44,구분필요,-,기타,기타,기타,512,66,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_세일즈매니저_그리팅,45-54,구분필요,-,기타,기타,기타,122,25,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_세일즈매니저_그리팅,55-64,구분필요,-,기타,기타,기타,7,6,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250123_세일즈매니저_그리팅,65+,구분필요,-,기타,기타,기타,7,4,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250211_세일즈파트너즈_그리팅,18-24,구분필요,-,기타,기타,기타,330,79,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250211_세일즈파트너즈_그리팅,25-34,구분필요,-,기타,기타,기타,1343,229,3.0,0,0,0.0,0.0,447.6666666666667,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250211_세일즈파트너즈_그리팅,35-44,구분필요,-,기타,기타,기타,435,59,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250211_세일즈파트너즈_그리팅,45-54,구분필요,-,기타,기타,기타,55,19,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250211_세일즈파트너즈_그리팅,55-64,구분필요,-,기타,기타,기타,162,23,1.0,0,0,0.0,0.0,162.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,250211_세일즈파트너즈_그리팅,65+,구분필요,-,기타,기타,기타,158,14,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM] 트래픽 세트,18-24,구분필요,-,기타,기타,기타,820,193,4.0,0,0,0.0,0.0,205.0,19세 ~ 24세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM] 트래픽 세트,25-34,구분필요,-,기타,기타,기타,3313,487,11.0,0,0,0.0,0.0,301.1818181818182,25세 ~ 34세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM] 트래픽 세트,35-44,구분필요,-,기타,기타,기타,2619,201,6.0,0,0,0.0,0.0,436.5,35세 ~ 44세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM] 트래픽 세트,45-54,구분필요,-,기타,기타,기타,3294,110,3.0,0,0,0.0,0.0,1098.0,45세 ~ 54세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM] 트래픽 세트,55-64,구분필요,-,기타,기타,기타,2935,123,10.0,0,0,0.0,0.0,293.5,55세 ~ 64세,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM] 트래픽 세트,65+,구분필요,-,기타,기타,기타,844,75,2.0,0,0,0.0,0.0,422.0,65세 이상,트래픽
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_마케팅,18-24,구분필요,-,기타,기타,기타,306,26,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_마케팅,25-34,구분필요,-,기타,기타,기타,2705,72,1.0,0,0,0.0,0.0,2705.0,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_마케팅,35-44,구분필요,-,기타,기타,기타,1494,33,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_마케팅,45-54,구분필요,-,기타,기타,기타,479,13,1.0,0,0,0.0,0.0,479.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_마케팅,55-64,구분필요,-,기타,기타,기타,4,3,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_마케팅,65+,구분필요,-,기타,기타,기타,61,3,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_성장관리,18-24,구분필요,-,기타,기타,기타,228,21,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_성장관리,25-34,구분필요,-,기타,기타,기타,3517,124,6.0,0,0,0.0,0.0,586.1666666666666,25세 ~ 34세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_성장관리,35-44,구분필요,-,기타,기타,기타,927,24,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_성장관리,45-54,구분필요,-,기타,기타,기타,147,6,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-10/2025-02-16,2025-02-16,[GM]250214_프라이싱_성장관리,55-64,구분필요,-,기타,기타,기타,207,4,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_그로스마케터_그리팅,18-24,구분필요,-,기타,기타,기타,523,60,2.0,0,0,0.0,0.0,261.5,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_그로스마케터_그리팅,25-34,구분필요,-,기타,기타,기타,1386,138,2.0,0,0,0.0,0.0,693.0,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_그로스마케터_그리팅,35-44,구분필요,-,기타,기타,기타,148,9,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_그로스마케터_그리팅,45-54,구분필요,-,기타,기타,기타,3,1,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_그로스마케터_그리팅,55-64,구분필요,-,기타,기타,기타,6,1,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_그로스마케터_그리팅,65+,구분필요,-,기타,기타,기타,7,1,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_파트너즈_마케터_그리팅,18-24,구분필요,-,기타,기타,기타,117,16,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_파트너즈_마케터_그리팅,25-34,구분필요,-,기타,기타,기타,1481,145,2.0,0,0,0.0,0.0,740.5,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_파트너즈_마케터_그리팅,35-44,구분필요,-,기타,기타,기타,384,35,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_파트너즈_마케터_그리팅,45-54,구분필요,-,기타,기타,기타,128,10,2.0,0,0,0.0,0.0,64.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_파트너즈_마케터_그리팅,55-64,구분필요,-,기타,기타,기타,5,4,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250117_파트너즈_마케터_그리팅,65+,구분필요,-,기타,기타,기타,14,3,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_그로스PM_그리팅,18-24,구분필요,-,기타,기타,기타,564,92,5.0,0,0,0.0,0.0,112.8,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_그로스PM_그리팅,25-34,구분필요,-,기타,기타,기타,1435,169,8.0,0,0,0.0,0.0,179.375,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_그로스PM_그리팅,35-44,구분필요,-,기타,기타,기타,92,12,1.0,0,0,0.0,0.0,92.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_그로스PM_그리팅,45-54,구분필요,-,기타,기타,기타,49,1,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_데이터애널리스트_그리팅,18-24,구분필요,-,기타,기타,기타,499,81,3.0,0,0,0.0,0.0,166.33333333333334,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_데이터애널리스트_그리팅,25-34,구분필요,-,기타,기타,기타,1570,178,16.0,0,0,0.0,0.0,98.125,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_데이터애널리스트_그리팅,35-44,구분필요,-,기타,기타,기타,203,16,1.0,0,0,0.0,0.0,203.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_데이터애널리스트_그리팅,45-54,구분필요,-,기타,기타,기타,18,2,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_데이터애널리스트_그리팅,65+,구분필요,-,기타,기타,기타,51,2,2.0,0,0,0.0,0.0,25.5,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_세일즈매니저_그리팅,18-24,구분필요,-,기타,기타,기타,181,25,1.0,0,0,0.0,0.0,181.0,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_세일즈매니저_그리팅,25-34,구분필요,-,기타,기타,기타,1474,155,3.0,0,0,0.0,0.0,491.3333333333333,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_세일즈매니저_그리팅,35-44,구분필요,-,기타,기타,기타,301,36,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_세일즈매니저_그리팅,45-54,구분필요,-,기타,기타,기타,113,12,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_세일즈매니저_그리팅,55-64,구분필요,-,기타,기타,기타,4,4,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250123_세일즈매니저_그리팅,65+,구분필요,-,기타,기타,기타,2,2,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250211_세일즈파트너즈_그리팅,18-24,구분필요,-,기타,기타,기타,241,50,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250211_세일즈파트너즈_그리팅,25-34,구분필요,-,기타,기타,기타,945,144,1.0,0,0,0.0,0.0,945.0,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250211_세일즈파트너즈_그리팅,35-44,구분필요,-,기타,기타,기타,449,75,2.0,0,0,0.0,0.0,224.5,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250211_세일즈파트너즈_그리팅,45-54,구분필요,-,기타,기타,기타,399,58,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250211_세일즈파트너즈_그리팅,55-64,구분필요,-,기타,기타,기타,155,62,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,250211_세일즈파트너즈_그리팅,65+,구분필요,-,기타,기타,기타,203,23,1.0,0,0,0.0,0.0,203.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM] 트래픽 세트,18-24,구분필요,-,기타,기타,기타,723,173,4.0,0,0,0.0,0.0,180.75,19세 ~ 24세,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM] 트래픽 세트,25-34,구분필요,-,기타,기타,기타,2571,459,6.0,0,0,0.0,0.0,428.5,25세 ~ 34세,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM] 트래픽 세트,35-44,구분필요,-,기타,기타,기타,2967,273,14.0,0,0,0.0,0.0,211.92857142857142,35세 ~ 44세,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM] 트래픽 세트,45-54,구분필요,-,기타,기타,기타,1885,110,5.0,0,0,0.0,0.0,377.0,45세 ~ 54세,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM] 트래픽 세트,55-64,구분필요,-,기타,기타,기타,3096,169,8.0,0,0,0.0,0.0,387.0,55세 ~ 64세,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM] 트래픽 세트,65+,구분필요,-,기타,기타,기타,1482,74,2.0,0,0,0.0,0.0,741.0,65세 이상,트래픽
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_마케팅,18-24,구분필요,-,기타,기타,기타,303,18,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_마케팅,25-34,구분필요,-,기타,기타,기타,3542,84,2.0,0,0,0.0,0.0,1771.0,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_마케팅,35-44,구분필요,-,기타,기타,기타,1617,46,2.0,0,0,0.0,0.0,808.5,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_마케팅,45-54,구분필요,-,기타,기타,기타,363,18,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_마케팅,55-64,구분필요,-,기타,기타,기타,505,5,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_마케팅,65+,구분필요,-,기타,기타,기타,25,3,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_성장관리,18-24,구분필요,-,기타,기타,기타,244,16,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_성장관리,25-34,구분필요,-,기타,기타,기타,3716,105,3.0,1,671875,18080.597416576966,3716.0,1238.6666666666667,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_성장관리,35-44,구분필요,-,기타,기타,기타,1082,34,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_성장관리,45-54,구분필요,-,기타,기타,기타,715,9,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_성장관리,55-64,구분필요,-,기타,기타,기타,130,1,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-17,[GM]250214_프라이싱_성장관리,65+,구분필요,-,기타,기타,기타,340,1,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_그로스마케터_그리팅,18-24,구분필요,-,기타,기타,기타,437,56,2.0,0,0,0.0,0.0,218.5,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_그로스마케터_그리팅,25-34,구분필요,-,기타,기타,기타,1261,130,7.0,0,0,0.0,0.0,180.14285714285714,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_그로스마케터_그리팅,35-44,구분필요,-,기타,기타,기타,56,10,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_그로스마케터_그리팅,45-54,구분필요,-,기타,기타,기타,56,3,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_그로스마케터_그리팅,55-64,구분필요,-,기타,기타,기타,2,1,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_파트너즈_마케터_그리팅,18-24,구분필요,-,기타,기타,기타,147,25,0.0,0,0,0.0,0.0,0.0,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_파트너즈_마케터_그리팅,25-34,구분필요,-,기타,기타,기타,1588,153,8.0,0,0,0.0,0.0,198.5,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_파트너즈_마케터_그리팅,35-44,구분필요,-,기타,기타,기타,173,31,1.0,0,0,0.0,0.0,173.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_파트너즈_마케터_그리팅,45-54,구분필요,-,기타,기타,기타,74,13,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_파트너즈_마케터_그리팅,55-64,구분필요,-,기타,기타,기타,16,4,0.0,0,0,0.0,0.0,0.0,55세 ~ 64세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250117_파트너즈_마케터_그리팅,65+,구분필요,-,기타,기타,기타,3,2,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_그로스PM_그리팅,18-24,구분필요,-,기타,기타,기타,507,96,2.0,0,0,0.0,0.0,253.5,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_그로스PM_그리팅,25-34,구분필요,-,기타,기타,기타,1261,146,4.0,0,0,0.0,0.0,315.25,25세 ~ 34세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_그로스PM_그리팅,35-44,구분필요,-,기타,기타,기타,79,7,0.0,0,0,0.0,0.0,0.0,35세 ~ 44세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_그로스PM_그리팅,45-54,구분필요,-,기타,기타,기타,30,3,0.0,0,0,0.0,0.0,0.0,45세 ~ 54세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_그로스PM_그리팅,65+,구분필요,-,기타,기타,기타,4,1,0.0,0,0,0.0,0.0,0.0,65세 이상,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_데이터애널리스트_그리팅,18-24,구분필요,-,기타,기타,기타,299,66,2.0,0,0,0.0,0.0,149.5,19세 ~ 24세,전환
2025-02,2025-02-17/2025-02-23,2025-02-18,250123_데이터애널리스트_그리팅,25-34,구분필요,-,기타,기타,기타,1156,146,8.0,0,0,0.0,0.0,144.5,25세 ~ 34세,전환
